Table_Ref,CollectionYearRange,Parent_Org_ONS_Code,Parent_Org_Name,Org_ONS_Code,Org_Name,Child_Age,Unit,Indicator,Value
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000018,Rotherham,24m,Number,MMR,2904
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000018,Rotherham,24m,Number,Hib_MenC,2910
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000018,Rotherham,24m,Number,PCV,2913
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000018,Rotherham,24m,Number,MenB_booster,2868
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000019,Sheffield,24m,Number,24m_Eligible_Pop,6590
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000019,Sheffield,24m,Number,DTap_IPV_Hib,6289
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000019,Sheffield,24m,Number,MMR,6080
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000019,Sheffield,24m,Number,Hib_MenC,6090
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000019,Sheffield,24m,Number,PCV,6094
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000019,Sheffield,24m,Number,MenB_booster,5914
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000032,Bradford,24m,Number,24m_Eligible_Pop,7439
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000032,Bradford,24m,Number,DTap_IPV_Hib,7060
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000032,Bradford,24m,Number,MMR,6860
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000032,Bradford,24m,Number,Hib_MenC,6881
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000032,Bradford,24m,Number,PCV,6879
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000032,Bradford,24m,Number,MenB_booster,6775
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000033,Calderdale,24m,Number,24m_Eligible_Pop,2509
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000033,Calderdale,24m,Number,DTap_IPV_Hib,2395
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000033,Calderdale,24m,Number,MMR,2319
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000033,Calderdale,24m,Number,Hib_MenC,2322
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000033,Calderdale,24m,Number,PCV,2328
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000033,Calderdale,24m,Number,MenB_booster,2284
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000034,Kirklees,24m,Number,24m_Eligible_Pop,5285
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000034,Kirklees,24m,Number,DTap_IPV_Hib,5081
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000034,Kirklees,24m,Number,MMR,4927
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000034,Kirklees,24m,Number,Hib_MenC,4933
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000034,Kirklees,24m,Number,PCV,4945
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000034,Kirklees,24m,Number,MenB_booster,4878
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000035,Leeds,24m,Number,24m_Eligible_Pop,10293
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000035,Leeds,24m,Number,DTap_IPV_Hib,9732
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000035,Leeds,24m,Number,MMR,9492
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000035,Leeds,24m,Number,Hib_MenC,9458
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000035,Leeds,24m,Number,PCV,9485
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000035,Leeds,24m,Number,MenB_booster,9241
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000036,Wakefield,24m,Number,24m_Eligible_Pop,4342
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000036,Wakefield,24m,Number,DTap_IPV_Hib,4205
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000036,Wakefield,24m,Number,MMR,4122
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000036,Wakefield,24m,Number,Hib_MenC,4142
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000036,Wakefield,24m,Number,PCV,4143
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E08000036,Wakefield,24m,Number,MenB_booster,4106
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E10000023,North Yorkshire,24m,Number,24m_Eligible_Pop,5647
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E10000023,North Yorkshire,24m,Number,DTap_IPV_Hib,5426
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E10000023,North Yorkshire,24m,Number,MMR,5233
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E10000023,North Yorkshire,24m,Number,Hib_MenC,5237
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E10000023,North Yorkshire,24m,Number,PCV,5252
9a_9b_9c,2018-19,E12000003,Yorkshire and the Humber,E10000023,North Yorkshire,24m,Number,MenB_booster,5125
9a_9b_9c,2018-19,E12000004,East Midlands,E06000015,Derby,24m,Number,24m_Eligible_Pop,3535
9a_9b_9c,2018-19,E12000004,East Midlands,E06000015,Derby,24m,Number,DTap_IPV_Hib,3318
9a_9b_9c,2018-19,E12000004,East Midlands,E06000015,Derby,24m,Number,MMR,3142
9a_9b_9c,2018-19,E12000004,East Midlands,E06000015,Derby,24m,Number,Hib_MenC,3123
9a_9b_9c,2018-19,E12000004,East Midlands,E06000015,Derby,24m,Number,PCV,3130
9a_9b_9c,2018-19,E12000004,East Midlands,E06000015,Derby,24m,Number,MenB_booster,3038
9a_9b_9c,2018-19,E12000004,East Midlands,E06000016,Leicester,24m,Number,24m_Eligible_Pop,5119
9a_9b_9c,2018-19,E12000004,East Midlands,E06000016,Leicester,24m,Number,DTap_IPV_Hib,4860
9a_9b_9c,2018-19,E12000004,East Midlands,E06000016,Leicester,24m,Number,MMR,4685
9a_9b_9c,2018-19,E12000004,East Midlands,E06000016,Leicester,24m,Number,Hib_MenC,4654
9a_9b_9c,2018-19,E12000004,East Midlands,E06000016,Leicester,24m,Number,PCV,4672
9a_9b_9c,2018-19,E12000004,East Midlands,E06000016,Leicester,24m,Number,MenB_booster,4530
9a_9b_9c,2018-19,E12000004,East Midlands,E06000018,Nottingham,24m,Number,24m_Eligible_Pop,4141
9a_9b_9c,2018-19,E12000004,East Midlands,E06000018,Nottingham,24m,Number,DTap_IPV_Hib,3783
9a_9b_9c,2018-19,E12000004,East Midlands,E06000018,Nottingham,24m,Number,MMR,3509
9a_9b_9c,2018-19,E12000004,East Midlands,E06000018,Nottingham,24m,Number,Hib_MenC,3503
9a_9b_9c,2018-19,E12000004,East Midlands,E06000018,Nottingham,24m,Number,PCV,3507
9a_9b_9c,2018-19,E12000004,East Midlands,E06000018,Nottingham,24m,Number,MenB_booster,3320
9a_9b_9c,2018-19,E12000004,East Midlands,E10000007,Derbyshire,24m,Number,24m_Eligible_Pop,7886
9a_9b_9c,2018-19,E12000004,East Midlands,E10000007,Derbyshire,24m,Number,DTap_IPV_Hib,7659
9a_9b_9c,2018-19,E12000004,East Midlands,E10000007,Derbyshire,24m,Number,MMR,7483
9a_9b_9c,2018-19,E12000004,East Midlands,E10000007,Derbyshire,24m,Number,Hib_MenC,7499
9a_9b_9c,2018-19,E12000004,East Midlands,E10000007,Derbyshire,24m,Number,PCV,7497
9a_9b_9c,2018-19,E12000004,East Midlands,E10000007,Derbyshire,24m,Number,MenB_booster,7368
9a_9b_9c,2018-19,E12000004,East Midlands,E10000018,Leicestershire (inc. Rutland),24m,Number,24m_Eligible_Pop,7657
9a_9b_9c,2018-19,E12000004,East Midlands,E10000018,Leicestershire (inc. Rutland),24m,Number,DTap_IPV_Hib,7466
9a_9b_9c,2018-19,E12000004,East Midlands,E10000018,Leicestershire (inc. Rutland),24m,Number,MMR,7334
9a_9b_9c,2018-19,E12000004,East Midlands,E10000018,Leicestershire (inc. Rutland),24m,Number,Hib_MenC,7340
9a_9b_9c,2018-19,E12000004,East Midlands,E10000018,Leicestershire (inc. Rutland),24m,Number,PCV,7348
9a_9b_9c,2018-19,E12000004,East Midlands,E10000018,Leicestershire (inc. Rutland),24m,Number,MenB_booster,7228
9a_9b_9c,2018-19,E12000004,East Midlands,E10000019,Lincolnshire,24m,Number,24m_Eligible_Pop,7806
9a_9b_9c,2018-19,E12000004,East Midlands,E10000019,Lincolnshire,24m,Number,DTap_IPV_Hib,7335
9a_9b_9c,2018-19,E12000004,East Midlands,E10000019,Lincolnshire,24m,Number,MMR,7062
9a_9b_9c,2018-19,E12000004,East Midlands,E10000019,Lincolnshire,24m,Number,Hib_MenC,7017
9a_9b_9c,2018-19,E12000004,East Midlands,E10000019,Lincolnshire,24m,Number,PCV,6964
9a_9b_9c,2018-19,E12000004,East Midlands,E10000019,Lincolnshire,24m,Number,MenB_booster,6720
9a_9b_9c,2018-19,E12000004,East Midlands,E10000021,Northamptonshire,24m,Number,24m_Eligible_Pop,9330
9a_9b_9c,2018-19,E12000004,East Midlands,E10000021,Northamptonshire,24m,Number,DTap_IPV_Hib,8887
9a_9b_9c,2018-19,E12000004,East Midlands,E10000021,Northamptonshire,24m,Number,MMR,8516
9a_9b_9c,2018-19,E12000004,East Midlands,E10000021,Northamptonshire,24m,Number,Hib_MenC,8531
9a_9b_9c,2018-19,E12000004,East Midlands,E10000021,Northamptonshire,24m,Number,PCV,8551
9a_9b_9c,2018-19,E12000004,East Midlands,E10000021,Northamptonshire,24m,Number,MenB_booster,8408
9a_9b_9c,2018-19,E12000004,East Midlands,E10000024,Nottinghamshire,24m,Number,24m_Eligible_Pop,8828
9a_9b_9c,2018-19,E12000004,East Midlands,E10000024,Nottinghamshire,24m,Number,DTap_IPV_Hib,8545
9a_9b_9c,2018-19,E12000004,East Midlands,E10000024,Nottinghamshire,24m,Number,MMR,8221
9a_9b_9c,2018-19,E12000004,East Midlands,E10000024,Nottinghamshire,24m,Number,Hib_MenC,8247
9a_9b_9c,2018-19,E12000004,East Midlands,E10000024,Nottinghamshire,24m,Number,PCV,8261
9a_9b_9c,2018-19,E12000004,East Midlands,E10000024,Nottinghamshire,24m,Number,MenB_booster,8123
9a_9b_9c,2018-19,E12000005,West Midlands,E06000019,Herefordshire,24m,Number,24m_Eligible_Pop,1778
9a_9b_9c,2018-19,E12000005,West Midlands,E06000019,Herefordshire,24m,Number,DTap_IPV_Hib,1651
9a_9b_9c,2018-19,E12000005,West Midlands,E06000019,Herefordshire,24m,Number,MMR,1616
9a_9b_9c,2018-19,E12000005,West Midlands,E06000019,Herefordshire,24m,Number,Hib_MenC,1610
9a_9b_9c,2018-19,E12000005,West Midlands,E06000019,Herefordshire,24m,Number,PCV,1612
9a_9b_9c,2018-19,E12000005,West Midlands,E06000019,Herefordshire,24m,Number,MenB_booster,1574
9a_9b_9c,2018-19,E12000005,West Midlands,E06000020,Telford and Wrekin,24m,Number,24m_Eligible_Pop,2180
9a_9b_9c,2018-19,E12000005,West Midlands,E06000020,Telford and Wrekin,24m,Number,DTap_IPV_Hib,2094
9a_9b_9c,2018-19,E12000005,West Midlands,E06000020,Telford and Wrekin,24m,Number,MMR,2005
9a_9b_9c,2018-19,E12000005,West Midlands,E06000020,Telford and Wrekin,24m,Number,Hib_MenC,1998
9a_9b_9c,2018-19,E12000005,West Midlands,E06000020,Telford and Wrekin,24m,Number,PCV,2009
9a_9b_9c,2018-19,E12000005,West Midlands,E06000020,Telford and Wrekin,24m,Number,MenB_booster,1968
9a_9b_9c,2018-19,E12000005,West Midlands,E06000021,Stoke-on-Trent,24m,Number,24m_Eligible_Pop,3566
9a_9b_9c,2018-19,E12000005,West Midlands,E06000021,Stoke-on-Trent,24m,Number,DTap_IPV_Hib,3375
9a_9b_9c,2018-19,E12000005,West Midlands,E06000021,Stoke-on-Trent,24m,Number,MMR,3263
9a_9b_9c,2018-19,E12000005,West Midlands,E06000021,Stoke-on-Trent,24m,Number,Hib_MenC,3246
9a_9b_9c,2018-19,E12000005,West Midlands,E06000021,Stoke-on-Trent,24m,Number,PCV,3256
9a_9b_9c,2018-19,E12000005,West Midlands,E06000021,Stoke-on-Trent,24m,Number,MenB_booster,3188
9a_9b_9c,2018-19,E12000005,West Midlands,E06000051,Shropshire,24m,Number,24m_Eligible_Pop,3062
9a_9b_9c,2018-19,E12000005,West Midlands,E06000051,Shropshire,24m,Number,DTap_IPV_Hib,2953
9a_9b_9c,2018-19,E12000005,West Midlands,E06000051,Shropshire,24m,Number,MMR,2875
9a_9b_9c,2018-19,E12000005,West Midlands,E06000051,Shropshire,24m,Number,Hib_MenC,2876
9a_9b_9c,2018-19,E12000005,West Midlands,E06000051,Shropshire,24m,Number,PCV,2872
9a_9b_9c,2018-19,E12000005,West Midlands,E06000051,Shropshire,24m,Number,MenB_booster,2837
9a_9b_9c,2018-19,E12000005,West Midlands,E08000025,Birmingham,24m,Number,24m_Eligible_Pop,17264
9a_9b_9c,2018-19,E12000005,West Midlands,E08000025,Birmingham,24m,Number,DTap_IPV_Hib,15892
9a_9b_9c,2018-19,E12000005,West Midlands,E08000025,Birmingham,24m,Number,MMR,14982
9a_9b_9c,2018-19,E12000005,West Midlands,E08000025,Birmingham,24m,Number,Hib_MenC,15028
9a_9b_9c,2018-19,E12000005,West Midlands,E08000025,Birmingham,24m,Number,PCV,14999
9a_9b_9c,2018-19,E12000005,West Midlands,E08000025,Birmingham,24m,Number,MenB_booster,14618
9a_9b_9c,2018-19,E12000005,West Midlands,E08000026,Coventry,24m,Number,24m_Eligible_Pop,4742
9a_9b_9c,2018-19,E12000005,West Midlands,E08000026,Coventry,24m,Number,DTap_IPV_Hib,4369
9a_9b_9c,2018-19,E12000005,West Midlands,E08000026,Coventry,24m,Number,MMR,4109
9a_9b_9c,2018-19,E12000005,West Midlands,E08000026,Coventry,24m,Number,Hib_MenC,4055
9a_9b_9c,2018-19,E12000005,West Midlands,E08000026,Coventry,24m,Number,PCV,4056
9a_9b_9c,2018-19,E12000005,West Midlands,E08000026,Coventry,24m,Number,MenB_booster,3975
9a_9b_9c,2018-19,E12000005,West Midlands,E08000027,Dudley,24m,Number,24m_Eligible_Pop,3822
9a_9b_9c,2018-19,E12000005,West Midlands,E08000027,Dudley,24m,Number,DTap_IPV_Hib,3696
9a_9b_9c,2018-19,E12000005,West Midlands,E08000027,Dudley,24m,Number,MMR,3604
9a_9b_9c,2018-19,E12000005,West Midlands,E08000027,Dudley,24m,Number,Hib_MenC,3599
9a_9b_9c,2018-19,E12000005,West Midlands,E08000027,Dudley,24m,Number,PCV,3603
9a_9b_9c,2018-19,E12000005,West Midlands,E08000027,Dudley,24m,Number,MenB_booster,3574
9a_9b_9c,2018-19,E12000005,West Midlands,E08000028,Sandwell,24m,Number,24m_Eligible_Pop,4692
9a_9b_9c,2018-19,E12000005,West Midlands,E08000028,Sandwell,24m,Number,DTap_IPV_Hib,4433
9a_9b_9c,2018-19,E12000005,West Midlands,E08000028,Sandwell,24m,Number,MMR,4233
9a_9b_9c,2018-19,E12000005,West Midlands,E08000028,Sandwell,24m,Number,Hib_MenC,4216
9a_9b_9c,2018-19,E12000005,West Midlands,E08000028,Sandwell,24m,Number,PCV,4233
9a_9b_9c,2018-19,E12000005,West Midlands,E08000028,Sandwell,24m,Number,MenB_booster,4127
9a_9b_9c,2018-19,E12000005,West Midlands,E08000029,Solihull,24m,Number,24m_Eligible_Pop,2405
9a_9b_9c,2018-19,E12000005,West Midlands,E08000029,Solihull,24m,Number,DTap_IPV_Hib,2307
9a_9b_9c,2018-19,E12000005,West Midlands,E08000029,Solihull,24m,Number,MMR,2245
9a_9b_9c,2018-19,E12000005,West Midlands,E08000029,Solihull,24m,Number,Hib_MenC,2241
9a_9b_9c,2018-19,E12000005,West Midlands,E08000029,Solihull,24m,Number,PCV,2231
9a_9b_9c,2018-19,E12000005,West Midlands,E08000029,Solihull,24m,Number,MenB_booster,2190
9a_9b_9c,2018-19,E12000005,West Midlands,E08000030,Walsall,24m,Number,24m_Eligible_Pop,3845
9a_9b_9c,2018-19,E12000005,West Midlands,E08000030,Walsall,24m,Number,DTap_IPV_Hib,3708
9a_9b_9c,2018-19,E12000005,West Midlands,E08000030,Walsall,24m,Number,MMR,3587
9a_9b_9c,2018-19,E12000005,West Midlands,E08000030,Walsall,24m,Number,Hib_MenC,3584
9a_9b_9c,2018-19,E12000005,West Midlands,E08000030,Walsall,24m,Number,PCV,3586
9a_9b_9c,2018-19,E12000005,West Midlands,E08000030,Walsall,24m,Number,MenB_booster,3533
9a_9b_9c,2018-19,E12000005,West Midlands,E08000031,Wolverhampton,24m,Number,24m_Eligible_Pop,3495
9a_9b_9c,2018-19,E12000005,West Midlands,E08000031,Wolverhampton,24m,Number,DTap_IPV_Hib,3284
9a_9b_9c,2018-19,E12000005,West Midlands,E08000031,Wolverhampton,24m,Number,MMR,3137
9a_9b_9c,2018-19,E12000005,West Midlands,E08000031,Wolverhampton,24m,Number,Hib_MenC,3125
9a_9b_9c,2018-19,E12000005,West Midlands,E08000031,Wolverhampton,24m,Number,PCV,3126
9a_9b_9c,2018-19,E12000005,West Midlands,E08000031,Wolverhampton,24m,Number,MenB_booster,3085
9a_9b_9c,2018-19,E12000005,West Midlands,E10000028,Staffordshire,24m,Number,24m_Eligible_Pop,8869
9a_9b_9c,2018-19,E12000005,West Midlands,E10000028,Staffordshire,24m,Number,DTap_IPV_Hib,8585
9a_9b_9c,2018-19,E12000005,West Midlands,E10000028,Staffordshire,24m,Number,MMR,8277
9a_9b_9c,2018-19,E12000005,West Midlands,E10000028,Staffordshire,24m,Number,Hib_MenC,8272
9a_9b_9c,2018-19,E12000005,West Midlands,E10000028,Staffordshire,24m,Number,PCV,8278
9a_9b_9c,2018-19,E12000005,West Midlands,E10000028,Staffordshire,24m,Number,MenB_booster,8220
9a_9b_9c,2018-19,E12000005,West Midlands,E10000031,Warwickshire,24m,Number,24m_Eligible_Pop,6125
9a_9b_9c,2018-19,E12000005,West Midlands,E10000031,Warwickshire,24m,Number,DTap_IPV_Hib,5846
9a_9b_9c,2018-19,E12000005,West Midlands,E10000031,Warwickshire,24m,Number,MMR,5667
9a_9b_9c,2018-19,E12000005,West Midlands,E10000031,Warwickshire,24m,Number,Hib_MenC,5630
9a_9b_9c,2018-19,E12000005,West Midlands,E10000031,Warwickshire,24m,Number,PCV,5632
9a_9b_9c,2018-19,E12000005,West Midlands,E10000031,Warwickshire,24m,Number,MenB_booster,5521
9a_9b_9c,2018-19,E12000005,West Midlands,E10000034,Worcestershire,24m,Number,24m_Eligible_Pop,6249
9a_9b_9c,2018-19,E12000005,West Midlands,E10000034,Worcestershire,24m,Number,DTap_IPV_Hib,5952
9a_9b_9c,2018-19,E12000005,West Midlands,E10000034,Worcestershire,24m,Number,MMR,5744
9a_9b_9c,2018-19,E12000005,West Midlands,E10000034,Worcestershire,24m,Number,Hib_MenC,5731
9a_9b_9c,2018-19,E12000005,West Midlands,E10000034,Worcestershire,24m,Number,PCV,5737
9a_9b_9c,2018-19,E12000005,West Midlands,E10000034,Worcestershire,24m,Number,MenB_booster,5641
9a_9b_9c,2018-19,E12000006,East of England,E06000031,Peterborough,24m,Number,24m_Eligible_Pop,2939
9a_9b_9c,2018-19,E12000006,East of England,E06000031,Peterborough,24m,Number,DTap_IPV_Hib,2725
9a_9b_9c,2018-19,E12000006,East of England,E06000031,Peterborough,24m,Number,MMR,2556
9a_9b_9c,2018-19,E12000006,East of England,E06000031,Peterborough,24m,Number,Hib_MenC,2558
9a_9b_9c,2018-19,E12000006,East of England,E06000031,Peterborough,24m,Number,PCV,2565
9a_9b_9c,2018-19,E12000006,East of England,E06000031,Peterborough,24m,Number,MenB_booster,2514
9a_9b_9c,2018-19,E12000006,East of England,E06000032,Luton,24m,Number,24m_Eligible_Pop,3654
9a_9b_9c,2018-19,E12000006,East of England,E06000032,Luton,24m,Number,DTap_IPV_Hib,3324
9a_9b_9c,2018-19,E12000006,East of England,E06000032,Luton,24m,Number,MMR,3023
9a_9b_9c,2018-19,E12000006,East of England,E06000032,Luton,24m,Number,Hib_MenC,3078
9a_9b_9c,2018-19,E12000006,East of England,E06000032,Luton,24m,Number,PCV,3049
9a_9b_9c,2018-19,E12000006,East of England,E06000032,Luton,24m,Number,MenB_booster,2942
9a_9b_9c,2018-19,E12000006,East of England,E06000033,Southend-on-Sea,24m,Number,24m_Eligible_Pop,2135
9a_9b_9c,2018-19,E12000006,East of England,E06000033,Southend-on-Sea,24m,Number,DTap_IPV_Hib,2019
9a_9b_9c,2018-19,E12000006,East of England,E06000033,Southend-on-Sea,24m,Number,MMR,1945
9a_9b_9c,2018-19,E12000006,East of England,E06000033,Southend-on-Sea,24m,Number,Hib_MenC,1960
9a_9b_9c,2018-19,E12000006,East of England,E06000033,Southend-on-Sea,24m,Number,PCV,1961
9a_9b_9c,2018-19,E12000006,East of England,E06000033,Southend-on-Sea,24m,Number,MenB_booster,1909
9a_9b_9c,2018-19,E12000006,East of England,E06000034,Thurrock,24m,Number,24m_Eligible_Pop,2587
9a_9b_9c,2018-19,E12000006,East of England,E06000034,Thurrock,24m,Number,DTap_IPV_Hib,2398
9a_9b_9c,2018-19,E12000006,East of England,E06000034,Thurrock,24m,Number,MMR,2282
9a_9b_9c,2018-19,E12000006,East of England,E06000034,Thurrock,24m,Number,Hib_MenC,2308
9a_9b_9c,2018-19,E12000006,East of England,E06000034,Thurrock,24m,Number,PCV,2296
9a_9b_9c,2018-19,E12000006,East of England,E06000034,Thurrock,24m,Number,MenB_booster,2201
9a_9b_9c,2018-19,E12000006,East of England,E06000055,Bedford,24m,Number,24m_Eligible_Pop,2168
9a_9b_9c,2018-19,E12000006,East of England,E06000055,Bedford,24m,Number,DTap_IPV_Hib,2076
9a_9b_9c,2018-19,E12000006,East of England,E06000055,Bedford,24m,Number,MMR,2021
9a_9b_9c,2018-19,E12000006,East of England,E06000055,Bedford,24m,Number,Hib_MenC,2034
9a_9b_9c,2018-19,E12000006,East of England,E06000055,Bedford,24m,Number,PCV,2030
9a_9b_9c,2018-19,E12000006,East of England,E06000055,Bedford,24m,Number,MenB_booster,1980
9a_9b_9c,2018-19,E12000006,East of England,E06000056,Central Bedfordshire,24m,Number,24m_Eligible_Pop,3310
9a_9b_9c,2018-19,E12000006,East of England,E06000056,Central Bedfordshire,24m,Number,DTap_IPV_Hib,3205
9a_9b_9c,2018-19,E12000006,East of England,E06000056,Central Bedfordshire,24m,Number,MMR,3128
9a_9b_9c,2018-19,E12000006,East of England,E06000056,Central Bedfordshire,24m,Number,Hib_MenC,3150
9a_9b_9c,2018-19,E12000006,East of England,E06000056,Central Bedfordshire,24m,Number,PCV,3142
9a_9b_9c,2018-19,E12000006,East of England,E06000056,Central Bedfordshire,24m,Number,MenB_booster,3098
9a_9b_9c,2018-19,E12000006,East of England,E10000003,Cambridgeshire,24m,Number,24m_Eligible_Pop,7377
9a_9b_9c,2018-19,E12000006,East of England,E10000003,Cambridgeshire,24m,Number,DTap_IPV_Hib,7025
9a_9b_9c,2018-19,E12000006,East of England,E10000003,Cambridgeshire,24m,Number,MMR,6786
9a_9b_9c,2018-19,E12000006,East of England,E10000003,Cambridgeshire,24m,Number,Hib_MenC,6797
9a_9b_9c,2018-19,E12000006,East of England,E10000003,Cambridgeshire,24m,Number,PCV,6801
9a_9b_9c,2018-19,E12000006,East of England,E10000003,Cambridgeshire,24m,Number,MenB_booster,6648
9a_9b_9c,2018-19,E12000006,East of England,E10000012,Essex,24m,Number,24m_Eligible_Pop,17545
9a_9b_9c,2018-19,E12000006,East of England,E10000012,Essex,24m,Number,DTap_IPV_Hib,16781
9a_9b_9c,2018-19,E12000006,East of England,E10000012,Essex,24m,Number,MMR,16113
9a_9b_9c,2018-19,E12000006,East of England,E10000012,Essex,24m,Number,Hib_MenC,16185
9a_9b_9c,2018-19,E12000006,East of England,E10000012,Essex,24m,Number,PCV,16180
9a_9b_9c,2018-19,E12000006,East of England,E10000012,Essex,24m,Number,MenB_booster,15740
9a_9b_9c,2018-19,E12000006,East of England,E10000015,Hertfordshire,24m,Number,24m_Eligible_Pop,14573
9a_9b_9c,2018-19,E12000006,East of England,E10000015,Hertfordshire,24m,Number,DTap_IPV_Hib,13671
9a_9b_9c,2018-19,E12000006,East of England,E10000015,Hertfordshire,24m,Number,MMR,13180
9a_9b_9c,2018-19,E12000006,East of England,E10000015,Hertfordshire,24m,Number,Hib_MenC,13315
9a_9b_9c,2018-19,E12000006,East of England,E10000015,Hertfordshire,24m,Number,PCV,13222
9a_9b_9c,2018-19,E12000006,East of England,E10000015,Hertfordshire,24m,Number,MenB_booster,12836
9a_9b_9c,2018-19,E12000006,East of England,E10000020,Norfolk,24m,Number,24m_Eligible_Pop,9089
9a_9b_9c,2018-19,E12000006,East of England,E10000020,Norfolk,24m,Number,DTap_IPV_Hib,8761
9a_9b_9c,2018-19,E12000006,East of England,E10000020,Norfolk,24m,Number,MMR,8513
9a_9b_9c,2018-19,E12000006,East of England,E10000020,Norfolk,24m,Number,Hib_MenC,8520
9a_9b_9c,2018-19,E12000006,East of England,E10000020,Norfolk,24m,Number,PCV,8534
9a_9b_9c,2018-19,E12000006,East of England,E10000020,Norfolk,24m,Number,MenB_booster,8425
9a_9b_9c,2018-19,E12000006,East of England,E10000029,Suffolk,24m,Number,24m_Eligible_Pop,7824
9a_9b_9c,2018-19,E12000006,East of England,E10000029,Suffolk,24m,Number,DTap_IPV_Hib,7503
9a_9b_9c,2018-19,E12000006,East of England,E10000029,Suffolk,24m,Number,MMR,7285
9a_9b_9c,2018-19,E12000006,East of England,E10000029,Suffolk,24m,Number,Hib_MenC,7273
9a_9b_9c,2018-19,E12000006,East of England,E10000029,Suffolk,24m,Number,PCV,7289
9a_9b_9c,2018-19,E12000006,East of England,E10000029,Suffolk,24m,Number,MenB_booster,7167
9a_9b_9c,2018-19,E12000007,London,E09000002,Barking and Dagenham,24m,Number,24m_Eligible_Pop,3753
9a_9b_9c,2018-19,E12000007,London,E09000002,Barking and Dagenham,24m,Number,DTap_IPV_Hib,3430
9a_9b_9c,2018-19,E12000007,London,E09000002,Barking and Dagenham,24m,Number,MMR,3024
9a_9b_9c,2018-19,E12000007,London,E09000002,Barking and Dagenham,24m,Number,Hib_MenC,3052
9a_9b_9c,2018-19,E12000007,London,E09000002,Barking and Dagenham,24m,Number,PCV,3059
9a_9b_9c,2018-19,E12000007,London,E09000002,Barking and Dagenham,24m,Number,MenB_booster,2937
9a_9b_9c,2018-19,E12000007,London,E09000003,Barnet,24m,Number,24m_Eligible_Pop,5449
9a_9b_9c,2018-19,E12000007,London,E09000003,Barnet,24m,Number,DTap_IPV_Hib,4922
9a_9b_9c,2018-19,E12000007,London,E09000003,Barnet,24m,Number,MMR,4461
9a_9b_9c,2018-19,E12000007,London,E09000003,Barnet,24m,Number,Hib_MenC,4444
9a_9b_9c,2018-19,E12000007,London,E09000003,Barnet,24m,Number,PCV,4471
9a_9b_9c,2018-19,E12000007,London,E09000003,Barnet,24m,Number,MenB_booster,4309
9a_9b_9c,2018-19,E12000007,London,E09000004,Bexley,24m,Number,24m_Eligible_Pop,3132
