Table_Ref,CollectionYearRange,Parent_Org_ONS_Code,Parent_Org_Name,Org_ONS_Code,Org_Name,Child_Age,Unit,Indicator,Value
8a_8b_8c,2018-19,E12000002,North West,E06000006,Halton,12m,Number,12m_Eligible_Pop,1449
8a_8b_8c,2018-19,E12000002,North West,E06000006,Halton,12m,Number,DTaP_IPV_Hib,1361
8a_8b_8c,2018-19,E12000002,North West,E06000006,Halton,12m,Number,Rota,1321
8a_8b_8c,2018-19,E12000002,North West,E06000006,Halton,12m,Number,PCV,1364
8a_8b_8c,2018-19,E12000002,North West,E06000006,Halton,12m,Number,MenB,1361
8a_8b_8c,2018-19,E12000002,North West,E06000007,Warrington,12m,Number,12m_Eligible_Pop,2188
8a_8b_8c,2018-19,E12000002,North West,E06000007,Warrington,12m,Number,DTaP_IPV_Hib,2080
8a_8b_8c,2018-19,E12000002,North West,E06000007,Warrington,12m,Number,Rota,2047
8a_8b_8c,2018-19,E12000002,North West,E06000007,Warrington,12m,Number,PCV,2092
8a_8b_8c,2018-19,E12000002,North West,E06000007,Warrington,12m,Number,MenB,2078
8a_8b_8c,2018-19,E12000002,North West,E06000008,Blackburn with Darwen,12m,Number,12m_Eligible_Pop,2105
8a_8b_8c,2018-19,E12000002,North West,E06000008,Blackburn with Darwen,12m,Number,DTaP_IPV_Hib,1882
8a_8b_8c,2018-19,E12000002,North West,E06000008,Blackburn with Darwen,12m,Number,Rota,1778
8a_8b_8c,2018-19,E12000002,North West,E06000008,Blackburn with Darwen,12m,Number,PCV,1971
8a_8b_8c,2018-19,E12000002,North West,E06000008,Blackburn with Darwen,12m,Number,MenB,1931
8a_8b_8c,2018-19,E12000002,North West,E06000009,Blackpool,12m,Number,12m_Eligible_Pop,1786
8a_8b_8c,2018-19,E12000002,North West,E06000009,Blackpool,12m,Number,DTaP_IPV_Hib,1655
8a_8b_8c,2018-19,E12000002,North West,E06000009,Blackpool,12m,Number,Rota,1588
8a_8b_8c,2018-19,E12000002,North West,E06000009,Blackpool,12m,Number,PCV,1670
8a_8b_8c,2018-19,E12000002,North West,E06000009,Blackpool,12m,Number,MenB,1659
8a_8b_8c,2018-19,E12000002,North West,E06000049,Cheshire East,12m,Number,12m_Eligible_Pop,3812
8a_8b_8c,2018-19,E12000002,North West,E06000049,Cheshire East,12m,Number,DTaP_IPV_Hib,3557
8a_8b_8c,2018-19,E12000002,North West,E06000049,Cheshire East,12m,Number,Rota,3533
8a_8b_8c,2018-19,E12000002,North West,E06000049,Cheshire East,12m,Number,PCV,3667
8a_8b_8c,2018-19,E12000002,North West,E06000049,Cheshire East,12m,Number,MenB,3649
8a_8b_8c,2018-19,E12000002,North West,E06000050,Cheshire West and Chester,12m,Number,12m_Eligible_Pop,3634
8a_8b_8c,2018-19,E12000002,North West,E06000050,Cheshire West and Chester,12m,Number,DTaP_IPV_Hib,3327
8a_8b_8c,2018-19,E12000002,North West,E06000050,Cheshire West and Chester,12m,Number,Rota,3343
8a_8b_8c,2018-19,E12000002,North West,E06000050,Cheshire West and Chester,12m,Number,PCV,3371
8a_8b_8c,2018-19,E12000002,North West,E06000050,Cheshire West and Chester,12m,Number,MenB,3402
8a_8b_8c,2018-19,E12000002,North West,E08000001,Bolton,12m,Number,12m_Eligible_Pop,3717
8a_8b_8c,2018-19,E12000002,North West,E08000001,Bolton,12m,Number,DTaP_IPV_Hib,3502
8a_8b_8c,2018-19,E12000002,North West,E08000001,Bolton,12m,Number,Rota,3358
8a_8b_8c,2018-19,E12000002,North West,E08000001,Bolton,12m,Number,PCV,3554
8a_8b_8c,2018-19,E12000002,North West,E08000001,Bolton,12m,Number,MenB,3510
8a_8b_8c,2018-19,E12000002,North West,E08000002,Bury,12m,Number,12m_Eligible_Pop,2088
8a_8b_8c,2018-19,E12000002,North West,E08000002,Bury,12m,Number,DTaP_IPV_Hib,1808
8a_8b_8c,2018-19,E12000002,North West,E08000002,Bury,12m,Number,Rota,1724
8a_8b_8c,2018-19,E12000002,North West,E08000002,Bury,12m,Number,PCV,1911
8a_8b_8c,2018-19,E12000002,North West,E08000002,Bury,12m,Number,MenB,1898
8a_8b_8c,2018-19,E12000002,North West,E08000003,Manchester,12m,Number,12m_Eligible_Pop,7479
8a_8b_8c,2018-19,E12000002,North West,E08000003,Manchester,12m,Number,DTaP_IPV_Hib,6709
8a_8b_8c,2018-19,E12000002,North West,E08000003,Manchester,12m,Number,Rota,6425
8a_8b_8c,2018-19,E12000002,North West,E08000003,Manchester,12m,Number,PCV,6758
8a_8b_8c,2018-19,E12000002,North West,E08000003,Manchester,12m,Number,MenB,6659
8a_8b_8c,2018-19,E12000002,North West,E08000004,Oldham,12m,Number,12m_Eligible_Pop,3215
8a_8b_8c,2018-19,E12000002,North West,E08000004,Oldham,12m,Number,DTaP_IPV_Hib,3016
8a_8b_8c,2018-19,E12000002,North West,E08000004,Oldham,12m,Number,Rota,2804
8a_8b_8c,2018-19,E12000002,North West,E08000004,Oldham,12m,Number,PCV,3085
8a_8b_8c,2018-19,E12000002,North West,E08000004,Oldham,12m,Number,MenB,3067
8a_8b_8c,2018-19,E12000002,North West,E08000005,Rochdale,12m,Number,12m_Eligible_Pop,2924
8a_8b_8c,2018-19,E12000002,North West,E08000005,Rochdale,12m,Number,DTaP_IPV_Hib,2685
8a_8b_8c,2018-19,E12000002,North West,E08000005,Rochdale,12m,Number,Rota,2517
8a_8b_8c,2018-19,E12000002,North West,E08000005,Rochdale,12m,Number,PCV,2757
8a_8b_8c,2018-19,E12000002,North West,E08000005,Rochdale,12m,Number,MenB,2741
8a_8b_8c,2018-19,E12000002,North West,E08000006,Salford,12m,Number,12m_Eligible_Pop,3347
8a_8b_8c,2018-19,E12000002,North West,E08000006,Salford,12m,Number,DTaP_IPV_Hib,3129
8a_8b_8c,2018-19,E12000002,North West,E08000006,Salford,12m,Number,Rota,2871
8a_8b_8c,2018-19,E12000002,North West,E08000006,Salford,12m,Number,PCV,3155
8a_8b_8c,2018-19,E12000002,North West,E08000006,Salford,12m,Number,MenB,3118
8a_8b_8c,2018-19,E12000002,North West,E08000007,Stockport,12m,Number,12m_Eligible_Pop,3413
8a_8b_8c,2018-19,E12000002,North West,E08000007,Stockport,12m,Number,DTaP_IPV_Hib,3243
8a_8b_8c,2018-19,E12000002,North West,E08000007,Stockport,12m,Number,Rota,3196
8a_8b_8c,2018-19,E12000002,North West,E08000007,Stockport,12m,Number,PCV,3261
8a_8b_8c,2018-19,E12000002,North West,E08000007,Stockport,12m,Number,MenB,3243
8a_8b_8c,2018-19,E12000002,North West,E08000008,Tameside,12m,Number,12m_Eligible_Pop,2840
8a_8b_8c,2018-19,E12000002,North West,E08000008,Tameside,12m,Number,DTaP_IPV_Hib,2603
8a_8b_8c,2018-19,E12000002,North West,E08000008,Tameside,12m,Number,Rota,2561
8a_8b_8c,2018-19,E12000002,North West,E08000008,Tameside,12m,Number,PCV,2639
8a_8b_8c,2018-19,E12000002,North West,E08000008,Tameside,12m,Number,MenB,2620
8a_8b_8c,2018-19,E12000002,North West,E08000009,Trafford,12m,Number,12m_Eligible_Pop,2475
8a_8b_8c,2018-19,E12000002,North West,E08000009,Trafford,12m,Number,DTaP_IPV_Hib,2346
8a_8b_8c,2018-19,E12000002,North West,E08000009,Trafford,12m,Number,Rota,2262
8a_8b_8c,2018-19,E12000002,North West,E08000009,Trafford,12m,Number,PCV,2381
8a_8b_8c,2018-19,E12000002,North West,E08000009,Trafford,12m,Number,MenB,2375
8a_8b_8c,2018-19,E12000002,North West,E08000010,Wigan,12m,Number,12m_Eligible_Pop,3642
8a_8b_8c,2018-19,E12000002,North West,E08000010,Wigan,12m,Number,DTaP_IPV_Hib,3466
8a_8b_8c,2018-19,E12000002,North West,E08000010,Wigan,12m,Number,Rota,3395
8a_8b_8c,2018-19,E12000002,North West,E08000010,Wigan,12m,Number,PCV,3478
8a_8b_8c,2018-19,E12000002,North West,E08000010,Wigan,12m,Number,MenB,3469
8a_8b_8c,2018-19,E12000002,North West,E08000011,Knowsley,12m,Number,12m_Eligible_Pop,2131
8a_8b_8c,2018-19,E12000002,North West,E08000011,Knowsley,12m,Number,DTaP_IPV_Hib,1947
8a_8b_8c,2018-19,E12000002,North West,E08000011,Knowsley,12m,Number,Rota,1891
8a_8b_8c,2018-19,E12000002,North West,E08000011,Knowsley,12m,Number,PCV,1984
8a_8b_8c,2018-19,E12000002,North West,E08000011,Knowsley,12m,Number,MenB,1981
8a_8b_8c,2018-19,E12000002,North West,E08000012,Liverpool,12m,Number,12m_Eligible_Pop,5762
8a_8b_8c,2018-19,E12000002,North West,E08000012,Liverpool,12m,Number,DTaP_IPV_Hib,5323
8a_8b_8c,2018-19,E12000002,North West,E08000012,Liverpool,12m,Number,Rota,5067
8a_8b_8c,2018-19,E12000002,North West,E08000012,Liverpool,12m,Number,PCV,5344
8a_8b_8c,2018-19,E12000002,North West,E08000012,Liverpool,12m,Number,MenB,5383
8a_8b_8c,2018-19,E12000002,North West,E08000013,St Helens,12m,Number,12m_Eligible_Pop,2036
8a_8b_8c,2018-19,E12000002,North West,E08000013,St Helens,12m,Number,DTaP_IPV_Hib,1851
8a_8b_8c,2018-19,E12000002,North West,E08000013,St Helens,12m,Number,Rota,1849
8a_8b_8c,2018-19,E12000002,North West,E08000013,St Helens,12m,Number,PCV,1861
8a_8b_8c,2018-19,E12000002,North West,E08000013,St Helens,12m,Number,MenB,1858
8a_8b_8c,2018-19,E12000002,North West,E08000014,Sefton,12m,Number,12m_Eligible_Pop,2612
8a_8b_8c,2018-19,E12000002,North West,E08000014,Sefton,12m,Number,DTaP_IPV_Hib,2346
8a_8b_8c,2018-19,E12000002,North West,E08000014,Sefton,12m,Number,Rota,2323
8a_8b_8c,2018-19,E12000002,North West,E08000014,Sefton,12m,Number,PCV,2356
8a_8b_8c,2018-19,E12000002,North West,E08000014,Sefton,12m,Number,MenB,2433
8a_8b_8c,2018-19,E12000002,North West,E08000015,Wirral,12m,Number,12m_Eligible_Pop,3350
8a_8b_8c,2018-19,E12000002,North West,E08000015,Wirral,12m,Number,DTaP_IPV_Hib,3159
8a_8b_8c,2018-19,E12000002,North West,E08000015,Wirral,12m,Number,Rota,3089
8a_8b_8c,2018-19,E12000002,North West,E08000015,Wirral,12m,Number,PCV,3172
8a_8b_8c,2018-19,E12000002,North West,E08000015,Wirral,12m,Number,MenB,3160
8a_8b_8c,2018-19,E12000002,North West,E10000006,Cumbria,12m,Number,12m_Eligible_Pop,4579
8a_8b_8c,2018-19,E12000002,North West,E10000006,Cumbria,12m,Number,DTaP_IPV_Hib,4400
8a_8b_8c,2018-19,E12000002,North West,E10000006,Cumbria,12m,Number,Rota,4334
8a_8b_8c,2018-19,E12000002,North West,E10000006,Cumbria,12m,Number,PCV,4401
8a_8b_8c,2018-19,E12000002,North West,E10000006,Cumbria,12m,Number,MenB,4391
8a_8b_8c,2018-19,E12000002,North West,E10000017,Lancashire,12m,Number,12m_Eligible_Pop,12242
8a_8b_8c,2018-19,E12000002,North West,E10000017,Lancashire,12m,Number,DTaP_IPV_Hib,11312
8a_8b_8c,2018-19,E12000002,North West,E10000017,Lancashire,12m,Number,Rota,11047
8a_8b_8c,2018-19,E12000002,North West,E10000017,Lancashire,12m,Number,PCV,11454
8a_8b_8c,2018-19,E12000002,North West,E10000017,Lancashire,12m,Number,MenB,11374
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E06000010,Kingston upon Hull,12m,Number,12m_Eligible_Pop,3517
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E06000010,Kingston upon Hull,12m,Number,DTaP_IPV_Hib,3255
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E06000010,Kingston upon Hull,12m,Number,Rota,3162
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E06000010,Kingston upon Hull,12m,Number,PCV,3257
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E06000010,Kingston upon Hull,12m,Number,MenB,3304
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E06000011,East Riding of Yorkshire,12m,Number,12m_Eligible_Pop,2696
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E06000011,East Riding of Yorkshire,12m,Number,DTaP_IPV_Hib,2577
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E06000011,East Riding of Yorkshire,12m,Number,Rota,2525
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E06000011,East Riding of Yorkshire,12m,Number,PCV,2578
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E06000011,East Riding of Yorkshire,12m,Number,MenB,2590
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E06000012,North East Lincolnshire,12m,Number,12m_Eligible_Pop,1851
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E06000012,North East Lincolnshire,12m,Number,DTaP_IPV_Hib,1745
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E06000012,North East Lincolnshire,12m,Number,Rota,1722
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E06000012,North East Lincolnshire,12m,Number,PCV,1775
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E06000012,North East Lincolnshire,12m,Number,MenB,1768
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E06000013,North Lincolnshire,12m,Number,12m_Eligible_Pop,1773
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E06000013,North Lincolnshire,12m,Number,DTaP_IPV_Hib,1677
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E06000013,North Lincolnshire,12m,Number,Rota,1635
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E06000013,North Lincolnshire,12m,Number,PCV,1677
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E06000013,North Lincolnshire,12m,Number,MenB,1671
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E06000014,York,12m,Number,12m_Eligible_Pop,1862
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E06000014,York,12m,Number,DTaP_IPV_Hib,1742
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E06000014,York,12m,Number,Rota,1721
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E06000014,York,12m,Number,PCV,1755
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E06000014,York,12m,Number,MenB,1741
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000016,Barnsley,12m,Number,12m_Eligible_Pop,2879
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000016,Barnsley,12m,Number,DTaP_IPV_Hib,2776
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000016,Barnsley,12m,Number,Rota,2717
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000016,Barnsley,12m,Number,PCV,2780
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000016,Barnsley,12m,Number,MenB,2771
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000017,Doncaster,12m,Number,12m_Eligible_Pop,3600
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000017,Doncaster,12m,Number,DTaP_IPV_Hib,3331
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000017,Doncaster,12m,Number,Rota,3315
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000017,Doncaster,12m,Number,PCV,3339
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000017,Doncaster,12m,Number,MenB,3330
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000018,Rotherham,12m,Number,12m_Eligible_Pop,2887
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000018,Rotherham,12m,Number,DTaP_IPV_Hib,2781
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000018,Rotherham,12m,Number,Rota,2736
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000018,Rotherham,12m,Number,PCV,2783
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000018,Rotherham,12m,Number,MenB,2769
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000019,Sheffield,12m,Number,12m_Eligible_Pop,6414
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000019,Sheffield,12m,Number,DTaP_IPV_Hib,5989
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000019,Sheffield,12m,Number,Rota,5879
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000019,Sheffield,12m,Number,PCV,6012
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000019,Sheffield,12m,Number,MenB,5958
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000032,Bradford,12m,Number,12m_Eligible_Pop,7099
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000032,Bradford,12m,Number,DTaP_IPV_Hib,6585
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000032,Bradford,12m,Number,Rota,6283
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000032,Bradford,12m,Number,PCV,6590
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000032,Bradford,12m,Number,MenB,6564
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000033,Calderdale,12m,Number,12m_Eligible_Pop,2443
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000033,Calderdale,12m,Number,DTaP_IPV_Hib,2252
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000033,Calderdale,12m,Number,Rota,2185
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000033,Calderdale,12m,Number,PCV,2269
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000033,Calderdale,12m,Number,MenB,2263
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000034,Kirklees,12m,Number,12m_Eligible_Pop,5049
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000034,Kirklees,12m,Number,DTaP_IPV_Hib,4740
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000034,Kirklees,12m,Number,Rota,4574
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000034,Kirklees,12m,Number,PCV,4766
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000034,Kirklees,12m,Number,MenB,4741
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000035,Leeds,12m,Number,12m_Eligible_Pop,10069
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000035,Leeds,12m,Number,DTaP_IPV_Hib,9388
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000035,Leeds,12m,Number,Rota,9133
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000035,Leeds,12m,Number,PCV,9447
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000035,Leeds,12m,Number,MenB,9376
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000036,Wakefield,12m,Number,12m_Eligible_Pop,4165
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000036,Wakefield,12m,Number,DTaP_IPV_Hib,3997
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000036,Wakefield,12m,Number,Rota,3911
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000036,Wakefield,12m,Number,PCV,4004
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E08000036,Wakefield,12m,Number,MenB,3998
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E10000023,North Yorkshire,12m,Number,12m_Eligible_Pop,5367
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E10000023,North Yorkshire,12m,Number,DTaP_IPV_Hib,5069
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E10000023,North Yorkshire,12m,Number,Rota,5050
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E10000023,North Yorkshire,12m,Number,PCV,5080
8a_8b_8c,2018-19,E12000003,Yorkshire and the Humber,E10000023,North Yorkshire,12m,Number,MenB,5063
8a_8b_8c,2018-19,E12000004,East Midlands,E06000015,Derby,12m,Number,12m_Eligible_Pop,3337
8a_8b_8c,2018-19,E12000004,East Midlands,E06000015,Derby,12m,Number,DTaP_IPV_Hib,3088
8a_8b_8c,2018-19,E12000004,East Midlands,E06000015,Derby,12m,Number,Rota,2965
8a_8b_8c,2018-19,E12000004,East Midlands,E06000015,Derby,12m,Number,PCV,3092
8a_8b_8c,2018-19,E12000004,East Midlands,E06000015,Derby,12m,Number,MenB,3056
8a_8b_8c,2018-19,E12000004,East Midlands,E06000016,Leicester,12m,Number,12m_Eligible_Pop,4964
8a_8b_8c,2018-19,E12000004,East Midlands,E06000016,Leicester,12m,Number,DTaP_IPV_Hib,4643
8a_8b_8c,2018-19,E12000004,East Midlands,E06000016,Leicester,12m,Number,Rota,4377
8a_8b_8c,2018-19,E12000004,East Midlands,E06000016,Leicester,12m,Number,PCV,4654
8a_8b_8c,2018-19,E12000004,East Midlands,E06000016,Leicester,12m,Number,MenB,4585
8a_8b_8c,2018-19,E12000004,East Midlands,E06000018,Nottingham,12m,Number,12m_Eligible_Pop,3948
8a_8b_8c,2018-19,E12000004,East Midlands,E06000018,Nottingham,12m,Number,DTaP_IPV_Hib,3476
8a_8b_8c,2018-19,E12000004,East Midlands,E06000018,Nottingham,12m,Number,Rota,3382
