Table_Ref,CollectionYearRange,Parent_Org_ONS_Code,Parent_Org_Name,Org_ONS_Code,Org_Name,Child_Age,Unit,Indicator,Value
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000018,Rotherham,5yr,Number,Hib_MenC,3039
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000019,Sheffield,5yr,Number,5y_Eligible_Pop,6777
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000019,Sheffield,5yr,Number,DTap_IPV_Hib,6439
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000019,Sheffield,5yr,Number,DTaP_IPV,5789
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000019,Sheffield,5yr,Number,MMR1,6458
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000019,Sheffield,5yr,Number,MMR2,5905
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000019,Sheffield,5yr,Number,Hib_MenC,6124
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000032,Bradford,5yr,Number,5y_Eligible_Pop,7989
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000032,Bradford,5yr,Number,DTap_IPV_Hib,7799
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000032,Bradford,5yr,Number,DTaP_IPV,7351
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000032,Bradford,5yr,Number,MMR1,7731
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000032,Bradford,5yr,Number,MMR2,7332
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000032,Bradford,5yr,Number,Hib_MenC,7711
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000033,Calderdale,5yr,Number,5y_Eligible_Pop,2630
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000033,Calderdale,5yr,Number,DTap_IPV_Hib,2555
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000033,Calderdale,5yr,Number,DTaP_IPV,2326
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000033,Calderdale,5yr,Number,MMR1,2541
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000033,Calderdale,5yr,Number,MMR2,2384
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000033,Calderdale,5yr,Number,Hib_MenC,2492
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000034,Kirklees,5yr,Number,5y_Eligible_Pop,5595
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000034,Kirklees,5yr,Number,DTap_IPV_Hib,5451
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000034,Kirklees,5yr,Number,DTaP_IPV,5132
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000034,Kirklees,5yr,Number,MMR1,5435
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000034,Kirklees,5yr,Number,MMR2,5177
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000034,Kirklees,5yr,Number,Hib_MenC,5301
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000035,Leeds,5yr,Number,5y_Eligible_Pop,10507
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000035,Leeds,5yr,Number,DTap_IPV_Hib,10021
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000035,Leeds,5yr,Number,DTaP_IPV,8983
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000035,Leeds,5yr,Number,MMR1,9989
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000035,Leeds,5yr,Number,MMR2,9146
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000035,Leeds,5yr,Number,Hib_MenC,9544
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000036,Wakefield,5yr,Number,5y_Eligible_Pop,4358
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000036,Wakefield,5yr,Number,DTap_IPV_Hib,4232
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000036,Wakefield,5yr,Number,DTaP_IPV,3972
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000036,Wakefield,5yr,Number,MMR1,4215
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000036,Wakefield,5yr,Number,MMR2,4018
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000036,Wakefield,5yr,Number,Hib_MenC,4148
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E10000023,North Yorkshire,5yr,Number,5y_Eligible_Pop,5895
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E10000023,North Yorkshire,5yr,Number,DTap_IPV_Hib,5704
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E10000023,North Yorkshire,5yr,Number,DTaP_IPV,5126
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E10000023,North Yorkshire,5yr,Number,MMR1,5669
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E10000023,North Yorkshire,5yr,Number,MMR2,5246
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E10000023,North Yorkshire,5yr,Number,Hib_MenC,5533
10a_10b_10c,2018-19,E12000004,East Midlands,E06000015,Derby,5yr,Number,5y_Eligible_Pop,3680
10a_10b_10c,2018-19,E12000004,East Midlands,E06000015,Derby,5yr,Number,DTap_IPV_Hib,3526
10a_10b_10c,2018-19,E12000004,East Midlands,E06000015,Derby,5yr,Number,DTaP_IPV,3061
10a_10b_10c,2018-19,E12000004,East Midlands,E06000015,Derby,5yr,Number,MMR1,3489
10a_10b_10c,2018-19,E12000004,East Midlands,E06000015,Derby,5yr,Number,MMR2,3114
10a_10b_10c,2018-19,E12000004,East Midlands,E06000015,Derby,5yr,Number,Hib_MenC,3314
10a_10b_10c,2018-19,E12000004,East Midlands,E06000016,Leicester,5yr,Number,5y_Eligible_Pop,5287
10a_10b_10c,2018-19,E12000004,East Midlands,E06000016,Leicester,5yr,Number,DTap_IPV_Hib,5081
10a_10b_10c,2018-19,E12000004,East Midlands,E06000016,Leicester,5yr,Number,DTaP_IPV,4560
10a_10b_10c,2018-19,E12000004,East Midlands,E06000016,Leicester,5yr,Number,MMR1,5052
10a_10b_10c,2018-19,E12000004,East Midlands,E06000016,Leicester,5yr,Number,MMR2,4664
10a_10b_10c,2018-19,E12000004,East Midlands,E06000016,Leicester,5yr,Number,Hib_MenC,4728
10a_10b_10c,2018-19,E12000004,East Midlands,E06000018,Nottingham,5yr,Number,5y_Eligible_Pop,4079
10a_10b_10c,2018-19,E12000004,East Midlands,E06000018,Nottingham,5yr,Number,DTap_IPV_Hib,3827
10a_10b_10c,2018-19,E12000004,East Midlands,E06000018,Nottingham,5yr,Number,DTaP_IPV,3206
10a_10b_10c,2018-19,E12000004,East Midlands,E06000018,Nottingham,5yr,Number,MMR1,3849
10a_10b_10c,2018-19,E12000004,East Midlands,E06000018,Nottingham,5yr,Number,MMR2,3277
10a_10b_10c,2018-19,E12000004,East Midlands,E06000018,Nottingham,5yr,Number,Hib_MenC,3610
10a_10b_10c,2018-19,E12000004,East Midlands,E10000007,Derbyshire,5yr,Number,5y_Eligible_Pop,8220
10a_10b_10c,2018-19,E12000004,East Midlands,E10000007,Derbyshire,5yr,Number,DTap_IPV_Hib,8050
10a_10b_10c,2018-19,E12000004,East Midlands,E10000007,Derbyshire,5yr,Number,DTaP_IPV,7475
10a_10b_10c,2018-19,E12000004,East Midlands,E10000007,Derbyshire,5yr,Number,MMR1,8013
10a_10b_10c,2018-19,E12000004,East Midlands,E10000007,Derbyshire,5yr,Number,MMR2,7575
10a_10b_10c,2018-19,E12000004,East Midlands,E10000007,Derbyshire,5yr,Number,Hib_MenC,7878
10a_10b_10c,2018-19,E12000004,East Midlands,E10000018,Leicestershire (inc. Rutland),5yr,Number,5y_Eligible_Pop,7905
10a_10b_10c,2018-19,E12000004,East Midlands,E10000018,Leicestershire (inc. Rutland),5yr,Number,DTap_IPV_Hib,7783
10a_10b_10c,2018-19,E12000004,East Midlands,E10000018,Leicestershire (inc. Rutland),5yr,Number,DTaP_IPV,7268
10a_10b_10c,2018-19,E12000004,East Midlands,E10000018,Leicestershire (inc. Rutland),5yr,Number,MMR1,7724
10a_10b_10c,2018-19,E12000004,East Midlands,E10000018,Leicestershire (inc. Rutland),5yr,Number,MMR2,7420
10a_10b_10c,2018-19,E12000004,East Midlands,E10000018,Leicestershire (inc. Rutland),5yr,Number,Hib_MenC,7567
10a_10b_10c,2018-19,E12000004,East Midlands,E10000019,Lincolnshire,5yr,Number,5y_Eligible_Pop,8441
10a_10b_10c,2018-19,E12000004,East Midlands,E10000019,Lincolnshire,5yr,Number,DTap_IPV_Hib,8015
10a_10b_10c,2018-19,E12000004,East Midlands,E10000019,Lincolnshire,5yr,Number,DTaP_IPV,7267
10a_10b_10c,2018-19,E12000004,East Midlands,E10000019,Lincolnshire,5yr,Number,MMR1,7903
10a_10b_10c,2018-19,E12000004,East Midlands,E10000019,Lincolnshire,5yr,Number,MMR2,7171
10a_10b_10c,2018-19,E12000004,East Midlands,E10000019,Lincolnshire,5yr,Number,Hib_MenC,7662
10a_10b_10c,2018-19,E12000004,East Midlands,E10000021,Northamptonshire,5yr,Number,5y_Eligible_Pop,9803
10a_10b_10c,2018-19,E12000004,East Midlands,E10000021,Northamptonshire,5yr,Number,DTap_IPV_Hib,9415
10a_10b_10c,2018-19,E12000004,East Midlands,E10000021,Northamptonshire,5yr,Number,DTaP_IPV,8582
10a_10b_10c,2018-19,E12000004,East Midlands,E10000021,Northamptonshire,5yr,Number,MMR1,9366
10a_10b_10c,2018-19,E12000004,East Midlands,E10000021,Northamptonshire,5yr,Number,MMR2,8660
10a_10b_10c,2018-19,E12000004,East Midlands,E10000021,Northamptonshire,5yr,Number,Hib_MenC,9076
10a_10b_10c,2018-19,E12000004,East Midlands,E10000024,Nottinghamshire,5yr,Number,5y_Eligible_Pop,9208
10a_10b_10c,2018-19,E12000004,East Midlands,E10000024,Nottinghamshire,5yr,Number,DTap_IPV_Hib,9001
10a_10b_10c,2018-19,E12000004,East Midlands,E10000024,Nottinghamshire,5yr,Number,DTaP_IPV,8141
10a_10b_10c,2018-19,E12000004,East Midlands,E10000024,Nottinghamshire,5yr,Number,MMR1,8918
10a_10b_10c,2018-19,E12000004,East Midlands,E10000024,Nottinghamshire,5yr,Number,MMR2,8243
10a_10b_10c,2018-19,E12000004,East Midlands,E10000024,Nottinghamshire,5yr,Number,Hib_MenC,8705
10a_10b_10c,2018-19,E12000005,West Midlands,E06000019,Herefordshire,5yr,Number,5y_Eligible_Pop,1937
10a_10b_10c,2018-19,E12000005,West Midlands,E06000019,Herefordshire,5yr,Number,DTap_IPV_Hib,1862
10a_10b_10c,2018-19,E12000005,West Midlands,E06000019,Herefordshire,5yr,Number,DTaP_IPV,1638
10a_10b_10c,2018-19,E12000005,West Midlands,E06000019,Herefordshire,5yr,Number,MMR1,1842
10a_10b_10c,2018-19,E12000005,West Midlands,E06000019,Herefordshire,5yr,Number,MMR2,1653
10a_10b_10c,2018-19,E12000005,West Midlands,E06000019,Herefordshire,5yr,Number,Hib_MenC,1825
10a_10b_10c,2018-19,E12000005,West Midlands,E06000020,Telford and Wrekin,5yr,Number,5y_Eligible_Pop,2423
10a_10b_10c,2018-19,E12000005,West Midlands,E06000020,Telford and Wrekin,5yr,Number,DTap_IPV_Hib,2325
10a_10b_10c,2018-19,E12000005,West Midlands,E06000020,Telford and Wrekin,5yr,Number,DTaP_IPV,2101
10a_10b_10c,2018-19,E12000005,West Midlands,E06000020,Telford and Wrekin,5yr,Number,MMR1,2324
10a_10b_10c,2018-19,E12000005,West Midlands,E06000020,Telford and Wrekin,5yr,Number,MMR2,2119
10a_10b_10c,2018-19,E12000005,West Midlands,E06000020,Telford and Wrekin,5yr,Number,Hib_MenC,2313
10a_10b_10c,2018-19,E12000005,West Midlands,E06000021,Stoke-on-Trent,5yr,Number,5y_Eligible_Pop,3838
10a_10b_10c,2018-19,E12000005,West Midlands,E06000021,Stoke-on-Trent,5yr,Number,DTap_IPV_Hib,3715
10a_10b_10c,2018-19,E12000005,West Midlands,E06000021,Stoke-on-Trent,5yr,Number,DTaP_IPV,3347
10a_10b_10c,2018-19,E12000005,West Midlands,E06000021,Stoke-on-Trent,5yr,Number,MMR1,3717
10a_10b_10c,2018-19,E12000005,West Midlands,E06000021,Stoke-on-Trent,5yr,Number,MMR2,3402
10a_10b_10c,2018-19,E12000005,West Midlands,E06000021,Stoke-on-Trent,5yr,Number,Hib_MenC,3692
10a_10b_10c,2018-19,E12000005,West Midlands,E06000051,Shropshire,5yr,Number,5y_Eligible_Pop,3137
10a_10b_10c,2018-19,E12000005,West Midlands,E06000051,Shropshire,5yr,Number,DTap_IPV_Hib,3034
10a_10b_10c,2018-19,E12000005,West Midlands,E06000051,Shropshire,5yr,Number,DTaP_IPV,2814
10a_10b_10c,2018-19,E12000005,West Midlands,E06000051,Shropshire,5yr,Number,MMR1,3017
10a_10b_10c,2018-19,E12000005,West Midlands,E06000051,Shropshire,5yr,Number,MMR2,2832
10a_10b_10c,2018-19,E12000005,West Midlands,E06000051,Shropshire,5yr,Number,Hib_MenC,3007
10a_10b_10c,2018-19,E12000005,West Midlands,E08000025,Birmingham,5yr,Number,5y_Eligible_Pop,17832
10a_10b_10c,2018-19,E12000005,West Midlands,E08000025,Birmingham,5yr,Number,DTap_IPV_Hib,16654
10a_10b_10c,2018-19,E12000005,West Midlands,E08000025,Birmingham,5yr,Number,DTaP_IPV,14478
10a_10b_10c,2018-19,E12000005,West Midlands,E08000025,Birmingham,5yr,Number,MMR1,16551
10a_10b_10c,2018-19,E12000005,West Midlands,E08000025,Birmingham,5yr,Number,MMR2,14678
10a_10b_10c,2018-19,E12000005,West Midlands,E08000025,Birmingham,5yr,Number,Hib_MenC,16252
10a_10b_10c,2018-19,E12000005,West Midlands,E08000026,Coventry,5yr,Number,5y_Eligible_Pop,4959
10a_10b_10c,2018-19,E12000005,West Midlands,E08000026,Coventry,5yr,Number,DTap_IPV_Hib,4719
10a_10b_10c,2018-19,E12000005,West Midlands,E08000026,Coventry,5yr,Number,DTaP_IPV,3977
10a_10b_10c,2018-19,E12000005,West Midlands,E08000026,Coventry,5yr,Number,MMR1,4673
10a_10b_10c,2018-19,E12000005,West Midlands,E08000026,Coventry,5yr,Number,MMR2,4044
10a_10b_10c,2018-19,E12000005,West Midlands,E08000026,Coventry,5yr,Number,Hib_MenC,4539
10a_10b_10c,2018-19,E12000005,West Midlands,E08000027,Dudley,5yr,Number,5y_Eligible_Pop,4005
10a_10b_10c,2018-19,E12000005,West Midlands,E08000027,Dudley,5yr,Number,DTap_IPV_Hib,3904
10a_10b_10c,2018-19,E12000005,West Midlands,E08000027,Dudley,5yr,Number,DTaP_IPV,3726
10a_10b_10c,2018-19,E12000005,West Midlands,E08000027,Dudley,5yr,Number,MMR1,3900
10a_10b_10c,2018-19,E12000005,West Midlands,E08000027,Dudley,5yr,Number,MMR2,3737
10a_10b_10c,2018-19,E12000005,West Midlands,E08000027,Dudley,5yr,Number,Hib_MenC,3881
10a_10b_10c,2018-19,E12000005,West Midlands,E08000028,Sandwell,5yr,Number,5y_Eligible_Pop,4904
10a_10b_10c,2018-19,E12000005,West Midlands,E08000028,Sandwell,5yr,Number,DTap_IPV_Hib,4628
10a_10b_10c,2018-19,E12000005,West Midlands,E08000028,Sandwell,5yr,Number,DTaP_IPV,4062
10a_10b_10c,2018-19,E12000005,West Midlands,E08000028,Sandwell,5yr,Number,MMR1,4640
10a_10b_10c,2018-19,E12000005,West Midlands,E08000028,Sandwell,5yr,Number,MMR2,4210
10a_10b_10c,2018-19,E12000005,West Midlands,E08000028,Sandwell,5yr,Number,Hib_MenC,4536
10a_10b_10c,2018-19,E12000005,West Midlands,E08000029,Solihull,5yr,Number,5y_Eligible_Pop,2697
10a_10b_10c,2018-19,E12000005,West Midlands,E08000029,Solihull,5yr,Number,DTap_IPV_Hib,2605
10a_10b_10c,2018-19,E12000005,West Midlands,E08000029,Solihull,5yr,Number,DTaP_IPV,2345
10a_10b_10c,2018-19,E12000005,West Midlands,E08000029,Solihull,5yr,Number,MMR1,2597
10a_10b_10c,2018-19,E12000005,West Midlands,E08000029,Solihull,5yr,Number,MMR2,2388
10a_10b_10c,2018-19,E12000005,West Midlands,E08000029,Solihull,5yr,Number,Hib_MenC,2574
10a_10b_10c,2018-19,E12000005,West Midlands,E08000030,Walsall,5yr,Number,5y_Eligible_Pop,4047
10a_10b_10c,2018-19,E12000005,West Midlands,E08000030,Walsall,5yr,Number,DTap_IPV_Hib,3922
10a_10b_10c,2018-19,E12000005,West Midlands,E08000030,Walsall,5yr,Number,DTaP_IPV,3601
10a_10b_10c,2018-19,E12000005,West Midlands,E08000030,Walsall,5yr,Number,MMR1,3917
10a_10b_10c,2018-19,E12000005,West Midlands,E08000030,Walsall,5yr,Number,MMR2,3638
10a_10b_10c,2018-19,E12000005,West Midlands,E08000030,Walsall,5yr,Number,Hib_MenC,3855
10a_10b_10c,2018-19,E12000005,West Midlands,E08000031,Wolverhampton,5yr,Number,5y_Eligible_Pop,3774
10a_10b_10c,2018-19,E12000005,West Midlands,E08000031,Wolverhampton,5yr,Number,DTap_IPV_Hib,3559
10a_10b_10c,2018-19,E12000005,West Midlands,E08000031,Wolverhampton,5yr,Number,DTaP_IPV,3174
10a_10b_10c,2018-19,E12000005,West Midlands,E08000031,Wolverhampton,5yr,Number,MMR1,3564
10a_10b_10c,2018-19,E12000005,West Midlands,E08000031,Wolverhampton,5yr,Number,MMR2,3222
10a_10b_10c,2018-19,E12000005,West Midlands,E08000031,Wolverhampton,5yr,Number,Hib_MenC,3514
10a_10b_10c,2018-19,E12000005,West Midlands,E10000028,Staffordshire,5yr,Number,5y_Eligible_Pop,9287
10a_10b_10c,2018-19,E12000005,West Midlands,E10000028,Staffordshire,5yr,Number,DTap_IPV_Hib,9091
10a_10b_10c,2018-19,E12000005,West Midlands,E10000028,Staffordshire,5yr,Number,DTaP_IPV,8414
10a_10b_10c,2018-19,E12000005,West Midlands,E10000028,Staffordshire,5yr,Number,MMR1,8994
10a_10b_10c,2018-19,E12000005,West Midlands,E10000028,Staffordshire,5yr,Number,MMR2,8439
10a_10b_10c,2018-19,E12000005,West Midlands,E10000028,Staffordshire,5yr,Number,Hib_MenC,8949
10a_10b_10c,2018-19,E12000005,West Midlands,E10000031,Warwickshire,5yr,Number,5y_Eligible_Pop,6515
10a_10b_10c,2018-19,E12000005,West Midlands,E10000031,Warwickshire,5yr,Number,DTap_IPV_Hib,6309
10a_10b_10c,2018-19,E12000005,West Midlands,E10000031,Warwickshire,5yr,Number,DTaP_IPV,5671
10a_10b_10c,2018-19,E12000005,West Midlands,E10000031,Warwickshire,5yr,Number,MMR1,6274
10a_10b_10c,2018-19,E12000005,West Midlands,E10000031,Warwickshire,5yr,Number,MMR2,5737
10a_10b_10c,2018-19,E12000005,West Midlands,E10000031,Warwickshire,5yr,Number,Hib_MenC,6161
10a_10b_10c,2018-19,E12000005,West Midlands,E10000034,Worcestershire,5yr,Number,5y_Eligible_Pop,6537
10a_10b_10c,2018-19,E12000005,West Midlands,E10000034,Worcestershire,5yr,Number,DTap_IPV_Hib,6365
10a_10b_10c,2018-19,E12000005,West Midlands,E10000034,Worcestershire,5yr,Number,DTaP_IPV,5677
10a_10b_10c,2018-19,E12000005,West Midlands,E10000034,Worcestershire,5yr,Number,MMR1,6316
10a_10b_10c,2018-19,E12000005,West Midlands,E10000034,Worcestershire,5yr,Number,MMR2,5737
10a_10b_10c,2018-19,E12000005,West Midlands,E10000034,Worcestershire,5yr,Number,Hib_MenC,6239
10a_10b_10c,2018-19,E12000006,East of England,E06000031,Peterborough,5yr,Number,5y_Eligible_Pop,3192
10a_10b_10c,2018-19,E12000006,East of England,E06000031,Peterborough,5yr,Number,DTap_IPV_Hib,3030
10a_10b_10c,2018-19,E12000006,East of England,E06000031,Peterborough,5yr,Number,DTaP_IPV,2606
10a_10b_10c,2018-19,E12000006,East of England,E06000031,Peterborough,5yr,Number,MMR1,2988
10a_10b_10c,2018-19,E12000006,East of England,E06000031,Peterborough,5yr,Number,MMR2,2682
10a_10b_10c,2018-19,E12000006,East of England,E06000031,Peterborough,5yr,Number,Hib_MenC,2857
10a_10b_10c,2018-19,E12000006,East of England,E06000032,Luton,5yr,Number,5y_Eligible_Pop,3661
10a_10b_10c,2018-19,E12000006,East of England,E06000032,Luton,5yr,Number,DTap_IPV_Hib,3434
10a_10b_10c,2018-19,E12000006,East of England,E06000032,Luton,5yr,Number,DTaP_IPV,2856
10a_10b_10c,2018-19,E12000006,East of England,E06000032,Luton,5yr,Number,MMR1,3435
10a_10b_10c,2018-19,E12000006,East of England,E06000032,Luton,5yr,Number,MMR2,2925
10a_10b_10c,2018-19,E12000006,East of England,E06000032,Luton,5yr,Number,Hib_MenC,3322
10a_10b_10c,2018-19,E12000006,East of England,E06000033,Southend-on-Sea,5yr,Number,5y_Eligible_Pop,2272
10a_10b_10c,2018-19,E12000006,East of England,E06000033,Southend-on-Sea,5yr,Number,DTap_IPV_Hib,2177
10a_10b_10c,2018-19,E12000006,East of England,E06000033,Southend-on-Sea,5yr,Number,DTaP_IPV,1956
10a_10b_10c,2018-19,E12000006,East of England,E06000033,Southend-on-Sea,5yr,Number,MMR1,2168
10a_10b_10c,2018-19,E12000006,East of England,E06000033,Southend-on-Sea,5yr,Number,MMR2,1981
10a_10b_10c,2018-19,E12000006,East of England,E06000033,Southend-on-Sea,5yr,Number,Hib_MenC,2140
10a_10b_10c,2018-19,E12000006,East of England,E06000034,Thurrock,5yr,Number,5y_Eligible_Pop,2547
10a_10b_10c,2018-19,E12000006,East of England,E06000034,Thurrock,5yr,Number,DTap_IPV_Hib,2437
10a_10b_10c,2018-19,E12000006,East of England,E06000034,Thurrock,5yr,Number,DTaP_IPV,2118
10a_10b_10c,2018-19,E12000006,East of England,E06000034,Thurrock,5yr,Number,MMR1,2398
10a_10b_10c,2018-19,E12000006,East of England,E06000034,Thurrock,5yr,Number,MMR2,2116
10a_10b_10c,2018-19,E12000006,East of England,E06000034,Thurrock,5yr,Number,Hib_MenC,2343
10a_10b_10c,2018-19,E12000006,East of England,E06000055,Bedford,5yr,Number,5y_Eligible_Pop,2245
10a_10b_10c,2018-19,E12000006,East of England,E06000055,Bedford,5yr,Number,DTap_IPV_Hib,2161
10a_10b_10c,2018-19,E12000006,East of England,E06000055,Bedford,5yr,Number,DTaP_IPV,1996
10a_10b_10c,2018-19,E12000006,East of England,E06000055,Bedford,5yr,Number,MMR1,2157
10a_10b_10c,2018-19,E12000006,East of England,E06000055,Bedford,5yr,Number,MMR2,2021
10a_10b_10c,2018-19,E12000006,East of England,E06000055,Bedford,5yr,Number,Hib_MenC,2125
10a_10b_10c,2018-19,E12000006,East of England,E06000056,Central Bedfordshire,5yr,Number,5y_Eligible_Pop,3276
10a_10b_10c,2018-19,E12000006,East of England,E06000056,Central Bedfordshire,5yr,Number,DTap_IPV_Hib,3196
10a_10b_10c,2018-19,E12000006,East of England,E06000056,Central Bedfordshire,5yr,Number,DTaP_IPV,2955
10a_10b_10c,2018-19,E12000006,East of England,E06000056,Central Bedfordshire,5yr,Number,MMR1,3174
10a_10b_10c,2018-19,E12000006,East of England,E06000056,Central Bedfordshire,5yr,Number,MMR2,2972
10a_10b_10c,2018-19,E12000006,East of England,E06000056,Central Bedfordshire,5yr,Number,Hib_MenC,3142
10a_10b_10c,2018-19,E12000006,East of England,E10000003,Cambridgeshire,5yr,Number,5y_Eligible_Pop,7890
10a_10b_10c,2018-19,E12000006,East of England,E10000003,Cambridgeshire,5yr,Number,DTap_IPV_Hib,7536
10a_10b_10c,2018-19,E12000006,East of England,E10000003,Cambridgeshire,5yr,Number,DTaP_IPV,6784
10a_10b_10c,2018-19,E12000006,East of England,E10000003,Cambridgeshire,5yr,Number,MMR1,7513
10a_10b_10c,2018-19,E12000006,East of England,E10000003,Cambridgeshire,5yr,Number,MMR2,6837
10a_10b_10c,2018-19,E12000006,East of England,E10000003,Cambridgeshire,5yr,Number,Hib_MenC,7191
10a_10b_10c,2018-19,E12000006,East of England,E10000012,Essex,5yr,Number,5y_Eligible_Pop,18449
10a_10b_10c,2018-19,E12000006,East of England,E10000012,Essex,5yr,Number,DTap_IPV_Hib,17909
10a_10b_10c,2018-19,E12000006,East of England,E10000012,Essex,5yr,Number,DTaP_IPV,16263
10a_10b_10c,2018-19,E12000006,East of England,E10000012,Essex,5yr,Number,MMR1,17715
10a_10b_10c,2018-19,E12000006,East of England,E10000012,Essex,5yr,Number,MMR2,16394
10a_10b_10c,2018-19,E12000006,East of England,E10000012,Essex,5yr,Number,Hib_MenC,17450
10a_10b_10c,2018-19,E12000006,East of England,E10000015,Hertfordshire,5yr,Number,5y_Eligible_Pop,15057
10a_10b_10c,2018-19,E12000006,East of England,E10000015,Hertfordshire,5yr,Number,DTap_IPV_Hib,14469
10a_10b_10c,2018-19,E12000006,East of England,E10000015,Hertfordshire,5yr,Number,DTaP_IPV,13374
10a_10b_10c,2018-19,E12000006,East of England,E10000015,Hertfordshire,5yr,Number,MMR1,14428
10a_10b_10c,2018-19,E12000006,East of England,E10000015,Hertfordshire,5yr,Number,MMR2,13517
10a_10b_10c,2018-19,E12000006,East of England,E10000015,Hertfordshire,5yr,Number,Hib_MenC,14268
10a_10b_10c,2018-19,E12000006,East of England,E10000020,Norfolk,5yr,Number,5y_Eligible_Pop,9642
10a_10b_10c,2018-19,E12000006,East of England,E10000020,Norfolk,5yr,Number,DTap_IPV_Hib,9321
10a_10b_10c,2018-19,E12000006,East of England,E10000020,Norfolk,5yr,Number,DTaP_IPV,8594
10a_10b_10c,2018-19,E12000006,East of England,E10000020,Norfolk,5yr,Number,MMR1,9250
10a_10b_10c,2018-19,E12000006,East of England,E10000020,Norfolk,5yr,Number,MMR2,8697
10a_10b_10c,2018-19,E12000006,East of England,E10000020,Norfolk,5yr,Number,Hib_MenC,9064
10a_10b_10c,2018-19,E12000006,East of England,E10000029,Suffolk,5yr,Number,5y_Eligible_Pop,8489
10a_10b_10c,2018-19,E12000006,East of England,E10000029,Suffolk,5yr,Number,DTap_IPV_Hib,8078
10a_10b_10c,2018-19,E12000006,East of England,E10000029,Suffolk,5yr,Number,DTaP_IPV,7383
10a_10b_10c,2018-19,E12000006,East of England,E10000029,Suffolk,5yr,Number,MMR1,8031
10a_10b_10c,2018-19,E12000006,East of England,E10000029,Suffolk,5yr,Number,MMR2,7486
10a_10b_10c,2018-19,E12000006,East of England,E10000029,Suffolk,5yr,Number,Hib_MenC,7839
10a_10b_10c,2018-19,E12000007,London,E09000002,Barking and Dagenham,5yr,Number,5y_Eligible_Pop,3861
10a_10b_10c,2018-19,E12000007,London,E09000002,Barking and Dagenham,5yr,Number,DTap_IPV_Hib,3621
10a_10b_10c,2018-19,E12000007,London,E09000002,Barking and Dagenham,5yr,Number,DTaP_IPV,2779
10a_10b_10c,2018-19,E12000007,London,E09000002,Barking and Dagenham,5yr,Number,MMR1,3555
10a_10b_10c,2018-19,E12000007,London,E09000002,Barking and Dagenham,5yr,Number,MMR2,2830
10a_10b_10c,2018-19,E12000007,London,E09000002,Barking and Dagenham,5yr,Number,Hib_MenC,3491
10a_10b_10c,2018-19,E12000007,London,E09000003,Barnet,5yr,Number,5y_Eligible_Pop,5012
10a_10b_10c,2018-19,E12000007,London,E09000003,Barnet,5yr,Number,DTap_IPV_Hib,4523
