Table_Ref,CollectionYearRange,Parent_Org_ONS_Code,Parent_Org_Name,Org_ONS_Code,Org_Name,Child_Age,Unit,Indicator,Value
10a_10b_10c,2018-19,E12000001,North East,E08000024,Sunderland,5yr,Number,MMR1,3100
10a_10b_10c,2018-19,E12000001,North East,E08000024,Sunderland,5yr,Number,MMR2,2982
10a_10b_10c,2018-19,E12000001,North East,E08000024,Sunderland,5yr,Number,Hib_MenC,3095
10a_10b_10c,2018-19,E12000001,North East,E08000037,Gateshead,5yr,Number,5y_Eligible_Pop,2388
10a_10b_10c,2018-19,E12000001,North East,E08000037,Gateshead,5yr,Number,DTap_IPV_Hib,2259
10a_10b_10c,2018-19,E12000001,North East,E08000037,Gateshead,5yr,Number,DTaP_IPV,2111
10a_10b_10c,2018-19,E12000001,North East,E08000037,Gateshead,5yr,Number,MMR1,2241
10a_10b_10c,2018-19,E12000001,North East,E08000037,Gateshead,5yr,Number,MMR2,2115
10a_10b_10c,2018-19,E12000001,North East,E08000037,Gateshead,5yr,Number,Hib_MenC,2210
10a_10b_10c,2018-19,E12000002,North West,E06000006,Halton,5yr,Number,5y_Eligible_Pop,1564
10a_10b_10c,2018-19,E12000002,North West,E06000006,Halton,5yr,Number,DTap_IPV_Hib,1504
10a_10b_10c,2018-19,E12000002,North West,E06000006,Halton,5yr,Number,DTaP_IPV,1347
10a_10b_10c,2018-19,E12000002,North West,E06000006,Halton,5yr,Number,MMR1,1494
10a_10b_10c,2018-19,E12000002,North West,E06000006,Halton,5yr,Number,MMR2,1348
10a_10b_10c,2018-19,E12000002,North West,E06000006,Halton,5yr,Number,Hib_MenC,1466
10a_10b_10c,2018-19,E12000002,North West,E06000007,Warrington,5yr,Number,5y_Eligible_Pop,2577
10a_10b_10c,2018-19,E12000002,North West,E06000007,Warrington,5yr,Number,DTap_IPV_Hib,2508
10a_10b_10c,2018-19,E12000002,North West,E06000007,Warrington,5yr,Number,DTaP_IPV,2338
10a_10b_10c,2018-19,E12000002,North West,E06000007,Warrington,5yr,Number,MMR1,2485
10a_10b_10c,2018-19,E12000002,North West,E06000007,Warrington,5yr,Number,MMR2,2329
10a_10b_10c,2018-19,E12000002,North West,E06000007,Warrington,5yr,Number,Hib_MenC,2430
10a_10b_10c,2018-19,E12000002,North West,E06000008,Blackburn with Darwen,5yr,Number,5y_Eligible_Pop,2306
10a_10b_10c,2018-19,E12000002,North West,E06000008,Blackburn with Darwen,5yr,Number,DTap_IPV_Hib,2197
10a_10b_10c,2018-19,E12000002,North West,E06000008,Blackburn with Darwen,5yr,Number,DTaP_IPV,2087
10a_10b_10c,2018-19,E12000002,North West,E06000008,Blackburn with Darwen,5yr,Number,MMR1,2149
10a_10b_10c,2018-19,E12000002,North West,E06000008,Blackburn with Darwen,5yr,Number,MMR2,2054
10a_10b_10c,2018-19,E12000002,North West,E06000008,Blackburn with Darwen,5yr,Number,Hib_MenC,2124
10a_10b_10c,2018-19,E12000002,North West,E06000009,Blackpool,5yr,Number,5y_Eligible_Pop,1815
10a_10b_10c,2018-19,E12000002,North West,E06000009,Blackpool,5yr,Number,DTap_IPV_Hib,1717
10a_10b_10c,2018-19,E12000002,North West,E06000009,Blackpool,5yr,Number,DTaP_IPV,1583
10a_10b_10c,2018-19,E12000002,North West,E06000009,Blackpool,5yr,Number,MMR1,1702
10a_10b_10c,2018-19,E12000002,North West,E06000009,Blackpool,5yr,Number,MMR2,1590
10a_10b_10c,2018-19,E12000002,North West,E06000009,Blackpool,5yr,Number,Hib_MenC,1667
10a_10b_10c,2018-19,E12000002,North West,E06000049,Cheshire East,5yr,Number,5y_Eligible_Pop,4117
10a_10b_10c,2018-19,E12000002,North West,E06000049,Cheshire East,5yr,Number,DTap_IPV_Hib,3972
10a_10b_10c,2018-19,E12000002,North West,E06000049,Cheshire East,5yr,Number,DTaP_IPV,3804
10a_10b_10c,2018-19,E12000002,North West,E06000049,Cheshire East,5yr,Number,MMR1,3926
10a_10b_10c,2018-19,E12000002,North West,E06000049,Cheshire East,5yr,Number,MMR2,3783
10a_10b_10c,2018-19,E12000002,North West,E06000049,Cheshire East,5yr,Number,Hib_MenC,3861
10a_10b_10c,2018-19,E12000002,North West,E06000050,Cheshire West and Chester,5yr,Number,5y_Eligible_Pop,4172
10a_10b_10c,2018-19,E12000002,North West,E06000050,Cheshire West and Chester,5yr,Number,DTap_IPV_Hib,3892
10a_10b_10c,2018-19,E12000002,North West,E06000050,Cheshire West and Chester,5yr,Number,DTaP_IPV,3690
10a_10b_10c,2018-19,E12000002,North West,E06000050,Cheshire West and Chester,5yr,Number,MMR1,3852
10a_10b_10c,2018-19,E12000002,North West,E06000050,Cheshire West and Chester,5yr,Number,MMR2,3702
10a_10b_10c,2018-19,E12000002,North West,E06000050,Cheshire West and Chester,5yr,Number,Hib_MenC,3805
10a_10b_10c,2018-19,E12000002,North West,E08000001,Bolton,5yr,Number,5y_Eligible_Pop,4113
10a_10b_10c,2018-19,E12000002,North West,E08000001,Bolton,5yr,Number,DTap_IPV_Hib,3964
10a_10b_10c,2018-19,E12000002,North West,E08000001,Bolton,5yr,Number,DTaP_IPV,3641
10a_10b_10c,2018-19,E12000002,North West,E08000001,Bolton,5yr,Number,MMR1,3956
10a_10b_10c,2018-19,E12000002,North West,E08000001,Bolton,5yr,Number,MMR2,3718
10a_10b_10c,2018-19,E12000002,North West,E08000001,Bolton,5yr,Number,Hib_MenC,3910
10a_10b_10c,2018-19,E12000002,North West,E08000002,Bury,5yr,Number,5y_Eligible_Pop,2521
10a_10b_10c,2018-19,E12000002,North West,E08000002,Bury,5yr,Number,DTap_IPV_Hib,2398
10a_10b_10c,2018-19,E12000002,North West,E08000002,Bury,5yr,Number,DTaP_IPV,2258
10a_10b_10c,2018-19,E12000002,North West,E08000002,Bury,5yr,Number,MMR1,2420
10a_10b_10c,2018-19,E12000002,North West,E08000002,Bury,5yr,Number,MMR2,2249
10a_10b_10c,2018-19,E12000002,North West,E08000002,Bury,5yr,Number,Hib_MenC,2317
10a_10b_10c,2018-19,E12000002,North West,E08000003,Manchester,5yr,Number,5y_Eligible_Pop,8140
10a_10b_10c,2018-19,E12000002,North West,E08000003,Manchester,5yr,Number,DTap_IPV_Hib,7538
10a_10b_10c,2018-19,E12000002,North West,E08000003,Manchester,5yr,Number,DTaP_IPV,6344
10a_10b_10c,2018-19,E12000002,North West,E08000003,Manchester,5yr,Number,MMR1,7498
10a_10b_10c,2018-19,E12000002,North West,E08000003,Manchester,5yr,Number,MMR2,6686
10a_10b_10c,2018-19,E12000002,North West,E08000003,Manchester,5yr,Number,Hib_MenC,7324
10a_10b_10c,2018-19,E12000002,North West,E08000004,Oldham,5yr,Number,5y_Eligible_Pop,3468
10a_10b_10c,2018-19,E12000002,North West,E08000004,Oldham,5yr,Number,DTap_IPV_Hib,3322
10a_10b_10c,2018-19,E12000002,North West,E08000004,Oldham,5yr,Number,DTaP_IPV,3147
10a_10b_10c,2018-19,E12000002,North West,E08000004,Oldham,5yr,Number,MMR1,3360
10a_10b_10c,2018-19,E12000002,North West,E08000004,Oldham,5yr,Number,MMR2,3147
10a_10b_10c,2018-19,E12000002,North West,E08000004,Oldham,5yr,Number,Hib_MenC,3245
10a_10b_10c,2018-19,E12000002,North West,E08000005,Rochdale,5yr,Number,5y_Eligible_Pop,3136
10a_10b_10c,2018-19,E12000002,North West,E08000005,Rochdale,5yr,Number,DTap_IPV_Hib,3018
10a_10b_10c,2018-19,E12000002,North West,E08000005,Rochdale,5yr,Number,DTaP_IPV,2948
10a_10b_10c,2018-19,E12000002,North West,E08000005,Rochdale,5yr,Number,MMR1,3060
10a_10b_10c,2018-19,E12000002,North West,E08000005,Rochdale,5yr,Number,MMR2,2929
10a_10b_10c,2018-19,E12000002,North West,E08000005,Rochdale,5yr,Number,Hib_MenC,2997
10a_10b_10c,2018-19,E12000002,North West,E08000006,Salford,5yr,Number,5y_Eligible_Pop,3432
10a_10b_10c,2018-19,E12000002,North West,E08000006,Salford,5yr,Number,DTap_IPV_Hib,3322
10a_10b_10c,2018-19,E12000002,North West,E08000006,Salford,5yr,Number,DTaP_IPV,3022
10a_10b_10c,2018-19,E12000002,North West,E08000006,Salford,5yr,Number,MMR1,3320
10a_10b_10c,2018-19,E12000002,North West,E08000006,Salford,5yr,Number,MMR2,3151
10a_10b_10c,2018-19,E12000002,North West,E08000006,Salford,5yr,Number,Hib_MenC,3253
10a_10b_10c,2018-19,E12000002,North West,E08000007,Stockport,5yr,Number,5y_Eligible_Pop,3843
10a_10b_10c,2018-19,E12000002,North West,E08000007,Stockport,5yr,Number,DTap_IPV_Hib,3739
10a_10b_10c,2018-19,E12000002,North West,E08000007,Stockport,5yr,Number,DTaP_IPV,3299
10a_10b_10c,2018-19,E12000002,North West,E08000007,Stockport,5yr,Number,MMR1,3725
10a_10b_10c,2018-19,E12000002,North West,E08000007,Stockport,5yr,Number,MMR2,3538
10a_10b_10c,2018-19,E12000002,North West,E08000007,Stockport,5yr,Number,Hib_MenC,3695
10a_10b_10c,2018-19,E12000002,North West,E08000008,Tameside,5yr,Number,5y_Eligible_Pop,3051
10a_10b_10c,2018-19,E12000002,North West,E08000008,Tameside,5yr,Number,DTap_IPV_Hib,2960
10a_10b_10c,2018-19,E12000002,North West,E08000008,Tameside,5yr,Number,DTaP_IPV,2606
10a_10b_10c,2018-19,E12000002,North West,E08000008,Tameside,5yr,Number,MMR1,2943
10a_10b_10c,2018-19,E12000002,North West,E08000008,Tameside,5yr,Number,MMR2,2679
10a_10b_10c,2018-19,E12000002,North West,E08000008,Tameside,5yr,Number,Hib_MenC,2923
10a_10b_10c,2018-19,E12000002,North West,E08000009,Trafford,5yr,Number,5y_Eligible_Pop,2995
10a_10b_10c,2018-19,E12000002,North West,E08000009,Trafford,5yr,Number,DTap_IPV_Hib,2896
10a_10b_10c,2018-19,E12000002,North West,E08000009,Trafford,5yr,Number,DTaP_IPV,2822
10a_10b_10c,2018-19,E12000002,North West,E08000009,Trafford,5yr,Number,MMR1,2913
10a_10b_10c,2018-19,E12000002,North West,E08000009,Trafford,5yr,Number,MMR2,2824
10a_10b_10c,2018-19,E12000002,North West,E08000009,Trafford,5yr,Number,Hib_MenC,2868
10a_10b_10c,2018-19,E12000002,North West,E08000010,Wigan,5yr,Number,5y_Eligible_Pop,3821
10a_10b_10c,2018-19,E12000002,North West,E08000010,Wigan,5yr,Number,DTap_IPV_Hib,3716
10a_10b_10c,2018-19,E12000002,North West,E08000010,Wigan,5yr,Number,DTaP_IPV,3402
10a_10b_10c,2018-19,E12000002,North West,E08000010,Wigan,5yr,Number,MMR1,3688
10a_10b_10c,2018-19,E12000002,North West,E08000010,Wigan,5yr,Number,MMR2,3474
10a_10b_10c,2018-19,E12000002,North West,E08000010,Wigan,5yr,Number,Hib_MenC,3622
10a_10b_10c,2018-19,E12000002,North West,E08000011,Knowsley,5yr,Number,5y_Eligible_Pop,1988
10a_10b_10c,2018-19,E12000002,North West,E08000011,Knowsley,5yr,Number,DTap_IPV_Hib,1937
10a_10b_10c,2018-19,E12000002,North West,E08000011,Knowsley,5yr,Number,DTaP_IPV,1749
10a_10b_10c,2018-19,E12000002,North West,E08000011,Knowsley,5yr,Number,MMR1,1898
10a_10b_10c,2018-19,E12000002,North West,E08000011,Knowsley,5yr,Number,MMR2,1758
10a_10b_10c,2018-19,E12000002,North West,E08000011,Knowsley,5yr,Number,Hib_MenC,1846
10a_10b_10c,2018-19,E12000002,North West,E08000012,Liverpool,5yr,Number,5y_Eligible_Pop,5660
10a_10b_10c,2018-19,E12000002,North West,E08000012,Liverpool,5yr,Number,DTap_IPV_Hib,5418
10a_10b_10c,2018-19,E12000002,North West,E08000012,Liverpool,5yr,Number,DTaP_IPV,4993
10a_10b_10c,2018-19,E12000002,North West,E08000012,Liverpool,5yr,Number,MMR1,5433
10a_10b_10c,2018-19,E12000002,North West,E08000012,Liverpool,5yr,Number,MMR2,4962
10a_10b_10c,2018-19,E12000002,North West,E08000012,Liverpool,5yr,Number,Hib_MenC,5278
10a_10b_10c,2018-19,E12000002,North West,E08000013,St Helens,5yr,Number,5y_Eligible_Pop,2092
10a_10b_10c,2018-19,E12000002,North West,E08000013,St Helens,5yr,Number,DTap_IPV_Hib,2053
10a_10b_10c,2018-19,E12000002,North West,E08000013,St Helens,5yr,Number,DTaP_IPV,1872
10a_10b_10c,2018-19,E12000002,North West,E08000013,St Helens,5yr,Number,MMR1,2045
10a_10b_10c,2018-19,E12000002,North West,E08000013,St Helens,5yr,Number,MMR2,1869
10a_10b_10c,2018-19,E12000002,North West,E08000013,St Helens,5yr,Number,Hib_MenC,1999
10a_10b_10c,2018-19,E12000002,North West,E08000014,Sefton,5yr,Number,5y_Eligible_Pop,2841
10a_10b_10c,2018-19,E12000002,North West,E08000014,Sefton,5yr,Number,DTap_IPV_Hib,2733
10a_10b_10c,2018-19,E12000002,North West,E08000014,Sefton,5yr,Number,DTaP_IPV,2446
10a_10b_10c,2018-19,E12000002,North West,E08000014,Sefton,5yr,Number,MMR1,2730
10a_10b_10c,2018-19,E12000002,North West,E08000014,Sefton,5yr,Number,MMR2,2402
10a_10b_10c,2018-19,E12000002,North West,E08000014,Sefton,5yr,Number,Hib_MenC,2664
10a_10b_10c,2018-19,E12000002,North West,E08000015,Wirral,5yr,Number,5y_Eligible_Pop,3690
10a_10b_10c,2018-19,E12000002,North West,E08000015,Wirral,5yr,Number,DTap_IPV_Hib,3631
10a_10b_10c,2018-19,E12000002,North West,E08000015,Wirral,5yr,Number,DTaP_IPV,3385
10a_10b_10c,2018-19,E12000002,North West,E08000015,Wirral,5yr,Number,MMR1,3613
10a_10b_10c,2018-19,E12000002,North West,E08000015,Wirral,5yr,Number,MMR2,3424
10a_10b_10c,2018-19,E12000002,North West,E08000015,Wirral,5yr,Number,Hib_MenC,3561
10a_10b_10c,2018-19,E12000002,North West,E10000006,Cumbria,5yr,Number,5y_Eligible_Pop,5050
10a_10b_10c,2018-19,E12000002,North West,E10000006,Cumbria,5yr,Number,DTap_IPV_Hib,4944
10a_10b_10c,2018-19,E12000002,North West,E10000006,Cumbria,5yr,Number,DTaP_IPV,4857
10a_10b_10c,2018-19,E12000002,North West,E10000006,Cumbria,5yr,Number,MMR1,4960
10a_10b_10c,2018-19,E12000002,North West,E10000006,Cumbria,5yr,Number,MMR2,4833
10a_10b_10c,2018-19,E12000002,North West,E10000006,Cumbria,5yr,Number,Hib_MenC,4907
10a_10b_10c,2018-19,E12000002,North West,E10000017,Lancashire,5yr,Number,5y_Eligible_Pop,13791
10a_10b_10c,2018-19,E12000002,North West,E10000017,Lancashire,5yr,Number,DTap_IPV_Hib,12422
10a_10b_10c,2018-19,E12000002,North West,E10000017,Lancashire,5yr,Number,DTaP_IPV,11993
10a_10b_10c,2018-19,E12000002,North West,E10000017,Lancashire,5yr,Number,MMR1,12779
10a_10b_10c,2018-19,E12000002,North West,E10000017,Lancashire,5yr,Number,MMR2,11765
10a_10b_10c,2018-19,E12000002,North West,E10000017,Lancashire,5yr,Number,Hib_MenC,12617
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000010,Kingston upon Hull,5yr,Number,5y_Eligible_Pop,3658
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000010,Kingston upon Hull,5yr,Number,DTap_IPV_Hib,3330
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000010,Kingston upon Hull,5yr,Number,DTaP_IPV,3211
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000010,Kingston upon Hull,5yr,Number,MMR1,3349
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000010,Kingston upon Hull,5yr,Number,MMR2,3217
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000010,Kingston upon Hull,5yr,Number,Hib_MenC,3325
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000011,East Riding of Yorkshire,5yr,Number,5y_Eligible_Pop,3127
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000011,East Riding of Yorkshire,5yr,Number,DTap_IPV_Hib,2934
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000011,East Riding of Yorkshire,5yr,Number,DTaP_IPV,2860
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000011,East Riding of Yorkshire,5yr,Number,MMR1,2941
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000011,East Riding of Yorkshire,5yr,Number,MMR2,2861
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000011,East Riding of Yorkshire,5yr,Number,Hib_MenC,2937
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000012,North East Lincolnshire,5yr,Number,5y_Eligible_Pop,2014
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000012,North East Lincolnshire,5yr,Number,DTap_IPV_Hib,1969
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000012,North East Lincolnshire,5yr,Number,DTaP_IPV,1858
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000012,North East Lincolnshire,5yr,Number,MMR1,1974
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000012,North East Lincolnshire,5yr,Number,MMR2,1909
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000012,North East Lincolnshire,5yr,Number,Hib_MenC,1927
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000013,North Lincolnshire,5yr,Number,5y_Eligible_Pop,2033
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000013,North Lincolnshire,5yr,Number,DTap_IPV_Hib,1954
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000013,North Lincolnshire,5yr,Number,DTaP_IPV,1803
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000013,North Lincolnshire,5yr,Number,MMR1,1935
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000013,North Lincolnshire,5yr,Number,MMR2,1839
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000013,North Lincolnshire,5yr,Number,Hib_MenC,1890
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000014,York,5yr,Number,5y_Eligible_Pop,2137
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000014,York,5yr,Number,DTap_IPV_Hib,2063
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000014,York,5yr,Number,DTaP_IPV,1876
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000014,York,5yr,Number,MMR1,2043
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000014,York,5yr,Number,MMR2,1882
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E06000014,York,5yr,Number,Hib_MenC,1968
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000016,Barnsley,5yr,Number,5y_Eligible_Pop,2838
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000016,Barnsley,5yr,Number,DTap_IPV_Hib,2792
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000016,Barnsley,5yr,Number,DTaP_IPV,2681
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000016,Barnsley,5yr,Number,MMR1,2772
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000016,Barnsley,5yr,Number,MMR2,2692
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000016,Barnsley,5yr,Number,Hib_MenC,2727
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000017,Doncaster,5yr,Number,5y_Eligible_Pop,3918
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000017,Doncaster,5yr,Number,DTap_IPV_Hib,3762
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000017,Doncaster,5yr,Number,DTaP_IPV,3319
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000017,Doncaster,5yr,Number,MMR1,3734
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000017,Doncaster,5yr,Number,MMR2,3363
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000017,Doncaster,5yr,Number,Hib_MenC,3611
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000018,Rotherham,5yr,Number,5y_Eligible_Pop,3219
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000018,Rotherham,5yr,Number,DTap_IPV_Hib,3128
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000018,Rotherham,5yr,Number,DTaP_IPV,2992
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000018,Rotherham,5yr,Number,MMR1,3121
10a_10b_10c,2018-19,E12000003,Yorkshire and the Humber,E08000018,Rotherham,5yr,Number,MMR2,2993
