SC_KNOWL,UND_SCSCI,SC_DZ,SC_POET,SC_PS,SC_SS,SC_UNI,SCINFO_30D,MDHINFO_30D,SC_INT,MDH_INT,CONF_NGO,CONF_HOSP,TRU_NEIGHB,TRU_SCI,TRU_JO,TRU_HCW,TRU_NGOPPL,TRU_TH,TRU_SC,TRUSCI_ACCINFO,TRUSCIUNI_BEN,TRUSCIUNI_HON,TRUSCICOM_BEN,TRUSCICOM_HON,SCI_BENPPL,SCI_BENRESP,SCTECH_IMPRLIFE,SCTECH_JOBS,TRU_PPLADV,TRU_HCWADV,VAC_LVL,TRUSCI_IDX,TRUSCI_LVL,VW_SC,AGE,AGE_CAT,GEN,EDU,LIV_AR,RGN,SUBJ_HHI,CTRY_INC,EMP_STAT
2,1,1,2,1,1,97,2,2,98,1,98,1,2,98,98,1,98,4,98,3,2,98,98,98,2,1,1,2,3,1,3,0.0,99,2,28,1,2,2,2,14,2,4,1
1,1,1,1,1,1,1,1,2,1,1,2,2,3,2,2,2,2,3,2,1,2,2,2,2,1,1,1,1,5,2,2,3.2,2,1,25,1,1,3,2,14,1,4,3
3,3,2,2,1,97,97,2,2,2,2,2,2,2,3,2,3,1,2,2,2,3,3,3,3,2,2,2,2,1,2,3,2.2,1,3,65,3,1,2,1,14,2,4,6
3,1,1,2,1,1,97,2,2,2,2,2,2,3,2,3,1,2,4,2,2,2,2,2,2,3,98,1,98,3,2,3,3.0,2,99,25,1,2,2,2,14,2,4,1
2,1,1,2,1,1,97,1,1,1,1,1,2,2,1,2,98,2,2,1,2,2,98,2,98,1,1,1,98,3,2,3,3.25,2,1,37,2,1,2,2,14,2,4,1
3,1,1,2,1,1,97,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,98,2,3,1,1,1,98,3,2,3,3.0,2,1,35,2,2,2,2,14,2,4,1
2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,1,2,1,2,3,3,1,1,1,98,3,2,2,3.0,2,1,24,1,1,3,2,14,2,4,6
2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,3,2,2,2,98,2,2,3,2,99,1,99,3,3,3,3.0,2,99,78,3,2,3,2,14,3,4,6
1,1,1,2,1,1,1,1,1,1,1,98,2,2,2,2,2,2,3,2,2,3,3,3,3,1,98,1,1,3,2,3,2.4,1,99,33,2,2,3,2,14,2,4,1
2,1,1,2,2,1,97,1,2,1,1,98,2,2,2,3,2,2,4,2,2,98,2,98,98,98,98,1,1,3,2,3,3.0,2,99,24,1,1,2,2,14,2,4,1
1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,3,2,2,3,2,2,2,2,3,3,3,1,1,2,3,2,3,2.8,2,2,41,2,1,3,1,14,3,4,1
3,1,1,2,1,2,2,2,2,1,1,1,2,1,2,3,2,2,2,2,2,2,3,2,3,1,1,1,2,1,2,2,2.8,2,1,26,1,1,2,2,14,2,4,1
2,1,1,2,2,1,1,1,2,1,2,98,1,2,2,2,1,98,2,1,1,2,2,2,2,2,1,1,2,5,2,3,3.2,2,2,86,3,1,3,2,14,2,4,6
2,1,1,2,2,1,97,2,2,1,1,1,2,2,2,4,2,2,2,1,2,2,3,2,3,2,2,1,2,3,2,3,2.8,2,3,28,1,2,2,1,14,2,4,1
1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,4,1,2,2,1,1,2,3,2,3,2,2,1,2,3,2,3,3.0,2,3,33,2,2,3,2,14,2,4,1
3,2,1,2,1,1,97,2,2,1,1,1,2,3,2,4,2,2,2,98,98,98,98,2,98,2,2,98,98,3,2,3,0.0,99,3,73,3,2,2,2,14,3,4,6
2,1,1,2,1,1,97,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,3,99,1,2,3,2,3,3.0,2,99,55,3,1,2,1,14,2,4,1
2,2,1,2,1,1,97,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,3,1,1,1,3,3,2,3,3.2,2,1,35,2,1,2,2,14,2,4,1
2,1,1,2,1,1,97,2,2,2,2,2,2,3,2,3,3,3,3,2,2,2,2,2,3,2,2,1,3,1,3,3,3.0,2,3,40,2,1,2,2,14,2,4,1
2,1,1,1,1,1,97,1,1,1,1,1,1,1,2,3,2,2,4,2,2,3,3,2,4,2,1,1,1,3,2,3,2.6,2,2,55,3,2,2,2,14,2,4,1
3,1,1,2,1,97,97,2,98,1,98,98,1,2,2,3,2,2,2,2,2,98,98,98,4,1,1,1,3,3,2,3,0.0,99,1,19,1,1,2,1,14,3,4,1
2,1,1,2,2,1,97,2,2,1,1,1,2,3,2,4,2,1,1,2,2,2,4,2,4,2,2,1,2,3,4,3,2.6,2,3,43,2,1,2,1,14,3,4,1
3,1,1,2,1,97,97,2,2,2,2,2,1,2,2,3,2,3,4,2,2,2,3,2,99,1,1,1,98,3,2,3,2.8,2,1,74,3,1,1,1,14,3,4,6
3,2,1,1,1,97,97,2,2,1,1,2,1,1,4,3,1,1,2,2,2,98,98,98,98,2,1,1,1,3,2,2,0.0,99,2,77,3,1,1,1,14,2,4,6
2,1,1,2,1,1,1,1,1,1,1,98,98,98,1,3,2,3,4,1,2,2,2,3,3,1,1,1,98,3,1,3,3.0,2,1,19,1,1,2,2,14,2,4,6
3,1,1,2,1,1,97,2,2,2,1,1,1,2,1,4,1,2,2,1,2,2,3,3,4,3,2,1,1,3,1,3,2.8,2,4,33,2,1,2,2,14,3,4,4
2,1,1,2,1,1,1,2,1,2,2,2,1,1,2,2,1,3,4,2,2,3,4,3,4,2,2,2,2,3,1,3,2.2,1,3,82,3,1,2,1,14,2,4,6
2,1,1,1,1,1,97,1,2,2,1,1,1,2,2,2,2,2,3,2,2,2,98,2,98,1,1,1,1,3,2,3,3.0,2,1,17,1,2,1,1,14,2,4,6
3,1,1,1,1,1,97,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,4,4,2,2,2,1,1,2,3,2.8,2,3,45,2,1,2,1,14,2,4,1
2,1,1,1,1,1,97,2,2,2,2,98,1,1,2,3,1,3,1,1,1,2,3,2,3,2,1,1,98,5,2,3,3.0,2,2,45,2,2,2,2,14,3,4,1
3,1,1,2,1,1,97,2,2,2,2,1,2,2,3,4,2,2,3,2,2,2,2,3,3,98,1,98,3,3,2,3,2.6,2,99,67,3,2,2,1,14,2,4,2
2,1,1,2,2,1,97,2,2,98,1,2,2,2,3,4,3,2,3,3,2,2,3,2,98,1,1,1,2,3,3,3,2.6,2,1,58,3,1,2,2,14,3,4,6
1,1,1,2,1,1,1,1,2,1,2,2,1,2,1,2,1,4,4,1,1,1,1,1,1,1,1,1,3,3,1,3,4.0,3,1,20,1,1,2,2,14,3,4,6
2,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,3,3,3,2,2,2,3,3,3,3,2,1,2,1,3,2,2.6,2,4,25,1,1,2,1,14,2,4,6
2,1,1,2,2,1,97,2,2,1,1,1,2,3,2,2,2,2,4,2,2,2,2,2,2,2,1,1,2,3,2,3,3.0,2,2,32,2,1,2,1,14,2,4,1
1,1,1,2,1,1,97,1,1,1,1,1,2,2,1,2,1,1,4,1,1,2,98,2,98,2,1,1,98,3,4,3,3.5,2,2,32,2,1,2,2,14,3,4,1
2,1,1,1,1,1,1,2,2,1,1,1,1,3,1,2,1,1,1,1,1,98,98,98,98,1,1,1,1,1,1,3,0.0,99,1,31,2,2,2,2,14,2,4,1
2,1,1,2,1,1,97,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1,3,4.0,3,1,31,2,2,2,1,14,3,4,1
2,1,1,2,2,1,97,2,2,2,1,1,1,2,1,2,2,2,4,3,1,2,2,2,2,1,1,1,2,3,2,3,3.4,2,1,93,3,2,1,1,14,3,4,6
4,4,2,2,1,2,97,2,2,2,2,2,1,1,1,3,2,2,2,2,2,2,2,4,2,1,2,2,3,3,1,3,2.8,2,3,60,3,2,1,1,14,2,4,6
2,2,2,2,1,2,97,2,2,2,2,98,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,5,2,3,3.0,2,3,63,3,1,2,1,14,2,4,6
2,2,1,1,1,2,97,2,2,2,2,2,98,3,1,2,1,2,2,98,2,98,98,98,98,2,1,2,2,3,2,3,0.0,99,2,15,1,1,1,1,14,1,4,6
2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,3,2,2,2,1,2,1,4,2,98,2,1,1,98,3,1,3,3.0,2,2,27,1,2,2,2,14,2,4,1
2,1,1,2,1,1,97,2,1,1,2,1,2,2,2,2,2,3,3,2,3,2,3,2,3,3,2,1,2,3,2,3,2.6,2,4,29,1,1,2,1,14,3,4,1
4,2,1,2,2,2,97,2,2,2,1,1,1,2,2,4,2,2,3,2,3,2,3,1,98,2,1,1,98,3,1,3,2.8,2,2,33,2,2,1,1,14,2,4,1
3,1,1,1,1,97,97,2,2,2,1,1,1,1,2,3,1,1,2,2,2,2,2,2,2,2,1,1,2,3,1,3,3.0,2,2,84,3,2,1,1,14,2,4,6
3,2,1,1,1,1,1,2,2,1,2,1,2,4,2,4,4,2,4,2,2,2,4,1,1,3,2,1,2,97,4,3,2.8,2,4,54,3,2,3,2,14,3,4,6
2,1,1,2,1,1,97,1,1,1,1,1,2,2,1,2,1,1,4,1,2,1,2,2,1,1,1,1,2,3,1,3,3.4,2,1,28,1,1,2,2,14,2,4,1
1,1,1,2,1,1,97,1,1,1,1,2,2,4,2,2,2,4,3,2,2,1,4,4,4,3,1,1,2,3,2,3,2.4,1,2,29,1,1,2,2,14,3,4,1
2,1,1,2,99,99,97,2,1,1,1,1,98,1,2,3,2,1,2,1,1,1,1,2,2,1,1,1,98,98,2,3,3.6,3,1,60,3,1,2,1,14,3,4,1
3,2,1,2,98,98,97,2,98,2,2,1,1,3,2,98,2,2,2,98,98,2,98,98,98,1,1,1,98,3,2,3,0.0,99,1,81,3,2,2,1,14,3,4,6
2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,3,2,2,2,2,2,2,3,2,3,2,1,1,3,3,2,3,2.8,2,2,38,2,2,3,1,14,2,4,1
2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,3,2,3,3,2,1,1,2,1,1,1,1,1,1,97,2,2,3.8,3,1,28,1,1,2,1,14,2,4,1
4,4,98,98,1,97,97,2,2,2,2,2,1,2,3,4,2,3,4,4,4,4,4,4,4,3,2,2,2,1,3,3,1.2,1,4,15,1,2,1,1,14,2,4,6
2,2,1,1,1,1,97,2,2,2,1,1,1,1,1,3,1,1,2,2,2,1,1,1,2,2,1,1,3,3,2,3,3.8,3,2,47,2,2,2,1,14,3,4,1
4,4,2,2,1,2,97,2,2,2,2,2,2,2,3,4,2,3,4,3,3,3,3,3,3,3,2,2,3,3,2,2,2.0,1,4,31,2,2,2,1,14,2,4,1
2,2,2,1,2,1,97,2,2,2,2,2,1,2,2,4,2,3,4,98,98,2,3,98,98,2,2,1,3,1,2,3,2.6666666666666696,2,3,48,2,1,2,1,14,2,4,1
2,2,1,1,1,1,97,2,2,2,2,1,1,3,2,3,1,3,4,2,2,1,1,1,1,2,1,1,1,3,1,3,3.6,3,2,35,2,1,2,2,14,2,4,1
2,1,1,2,1,1,2,2,2,98,2,1,1,98,2,3,1,2,4,2,2,2,98,2,98,1,1,1,3,3,1,3,3.0,2,1,29,1,1,2,2,14,1,4,1
3,2,1,98,1,1,97,2,2,98,2,98,1,98,98,3,1,98,98,2,2,98,98,2,98,2,98,98,3,3,2,2,0.0,99,99,27,1,2,2,2,14,2,4,1
2,1,1,2,1,1,2,2,2,2,2,1,1,2,1,2,1,1,4,1,2,2,98,3,98,1,1,1,98,3,1,3,3.0,2,1,25,1,1,2,1,14,2,4,1
2,3,1,2,1,1,97,2,2,98,98,98,98,99,98,2,3,98,3,3,3,98,98,98,98,98,98,1,98,3,3,3,0.0,99,99,25,1,2,2,2,14,2,4,1
3,1,1,2,1,1,97,1,1,1,1,1,1,3,1,3,1,2,1,2,2,2,2,2,2,2,1,1,3,3,2,3,3.2,2,2,46,2,1,2,1,14,1,4,2
2,1,1,2,1,1,97,2,2,1,1,2,1,2,1,2,1,4,2,1,98,98,98,2,2,2,1,1,98,3,1,3,0.0,99,2,62,3,1,2,1,14,2,4,1
2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,3,3,1,1,1,1,2,2,2,1,1,2,3,1,3,3.8,3,2,26,1,1,3,1,14,2,4,1
2,2,1,2,98,1,2,2,2,98,1,1,1,2,98,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,3,4.0,3,1,75,3,2,2,2,14,2,4,6
2,2,1,2,2,1,97,2,2,98,98,2,98,2,2,2,2,2,2,2,2,2,2,2,2,2,98,1,3,3,2,3,3.0,2,99,65,3,2,2,2,14,2,4,6
2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,3,2,2,1,2,2,2,2,2,2,2,1,1,1,5,2,3,3.0,2,2,25,1,1,2,1,14,2,4,1
1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1,3,4.0,3,1,38,2,1,3,1,14,1,4,2
2,1,1,2,1,1,97,2,2,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,3,3,1,3,4.0,3,1,29,1,2,2,2,14,1,4,1
2,2,1,2,1,1,1,1,1,2,2,2,2,4,4,4,4,4,4,2,2,2,2,2,2,1,1,1,3,1,2,1,2.6,2,1,30,2,1,2,2,14,2,4,1
1,1,1,2,2,2,1,1,1,1,1,2,98,1,1,98,1,99,4,1,1,1,1,1,1,1,1,1,2,3,1,2,4.0,3,1,68,3,2,3,2,14,2,4,6
3,2,1,1,1,1,97,2,2,2,2,2,1,2,2,2,2,3,3,2,2,3,3,3,3,2,1,1,1,1,2,3,2.4,1,2,16,1,1,1,2,14,3,4,6
2,2,1,1,1,1,97,1,2,1,1,2,1,2,3,2,2,2,3,2,2,3,2,2,2,1,1,1,1,1,2,3,2.6,2,1,28,1,2,2,2,14,2,4,1
3,2,2,2,98,98,97,2,2,2,2,2,2,3,3,4,2,4,4,2,2,3,2,2,3,2,1,2,2,3,3,3,2.6,2,2,18,1,2,2,1,14,2,4,6
3,2,1,1,98,98,97,2,2,2,2,2,2,3,3,4,2,3,3,2,4,4,2,3,3,3,1,1,2,3,3,3,1.8,1,2,30,2,1,2,1,14,2,4,1
98,3,1,2,98,98,97,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,4,3,3,1,1,1,3,3,2,2.2,1,2,28,1,1,2,1,14,3,4,6
2,2,1,2,1,1,97,2,2,98,1,2,1,3,98,2,1,3,4,2,1,98,98,2,2,98,98,98,1,1,1,3,0.0,99,99,38,2,1,2,1,14,2,4,1
3,2,1,2,1,97,97,2,2,98,98,98,1,1,2,3,1,98,98,98,98,98,98,2,3,1,1,1,2,3,1,2,0.0,99,1,70,3,2,1,1,14,2,4,6
3,1,1,1,1,97,97,2,1,1,1,2,1,2,3,3,1,3,2,1,1,3,2,98,98,2,2,1,3,3,2,3,2.75,2,3,77,3,2,1,1,14,2,4,6
3,1,1,2,1,1,97,2,2,2,2,2,1,3,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,3,2,3,3.8,3,1,20,1,2,2,1,14,2,4,6
3,2,1,2,1,1,2,2,98,98,98,1,1,2,2,98,98,98,98,2,2,2,2,2,2,2,1,1,1,1,2,2,3.0,2,2,46,2,1,2,1,14,3,4,1
1,1,1,1,1,1,97,2,2,2,2,1,1,1,1,4,1,2,4,1,1,1,1,1,1,1,1,1,98,3,1,3,4.0,3,1,25,1,1,2,1,14,1,4,1
2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,1,1,2,1,1,1,1,1,3,1,3,3.8,3,1,23,1,1,2,1,14,1,4,1
2,1,1,2,1,1,1,2,2,2,2,2,98,2,1,4,2,4,4,2,3,3,4,2,4,3,2,98,2,1,3,3,2.4,1,4,50,3,1,3,1,14,1,4,1
2,2,2,2,1,2,97,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,2,2,1,2,2,1,2,1,2,3,2.8,2,3,16,1,2,1,1,14,3,4,6
2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,3,3,1,2,3.4,2,2,26,1,1,3,1,14,2,4,1
1,1,1,1,1,1,97,1,1,2,2,2,1,1,1,4,1,3,3,1,2,1,2,2,3,2,1,2,2,3,1,3,3.4,2,2,39,2,1,2,1,14,2,4,1
4,4,2,2,2,2,97,2,1,2,1,2,1,3,98,98,1,98,98,4,4,4,4,4,4,3,1,1,1,1,2,3,1.0,1,2,16,1,2,1,2,14,3,4,6
3,3,1,2,2,2,97,2,1,1,1,2,1,3,3,4,2,4,4,4,4,2,2,2,2,2,1,1,2,4,2,3,2.4,1,2,56,3,1,2,2,14,2,4,1
3,2,2,2,2,97,97,2,2,2,2,98,98,99,99,99,99,99,99,4,4,99,99,98,98,98,98,98,98,97,98,3,0.0,99,99,15,1,2,1,1,14,2,4,6
4,4,2,2,2,2,97,2,2,2,2,1,1,3,3,3,2,3,4,4,4,3,2,2,3,3,2,2,2,3,2,3,2.2,1,4,69,3,1,2,1,14,3,4,6
3,2,2,2,2,2,97,2,2,2,2,2,2,98,98,98,98,98,98,4,4,4,4,4,4,98,98,98,98,97,98,3,1.0,1,99,17,1,1,1,1,14,2,4,6
4,3,2,2,1,1,97,2,2,2,2,2,2,2,4,4,3,4,4,3,3,3,2,3,3,3,2,2,2,1,3,3,2.0,1,4,34,2,2,2,1,14,2,4,1
3,3,1,1,98,98,97,2,2,2,1,1,1,2,3,3,2,3,3,3,3,3,3,3,3,3,98,98,98,3,1,3,2.0,1,99,58,3,2,2,2,14,2,3,3
2,3,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2,3,2,1,2,2,1,2,1,2,1,3.0,2,3,50,3,2,2,2,14,1,3,1
2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,4,3,2,1,1,98,3,1,2,2,2.6,2,1,27,1,2,2,1,14,2,3,1
1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,1,3,1,3,3.2,2,1,48,2,1,3,2,14,2,3,1
3,1,1,1,1,1,97,2,1,2,1,2,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,3,1,3,4.0,3,1,66,3,2,2,2,14,2,3,6
2,2,1,2,1,1,97,2,1,1,98,1,2,2,98,2,3,1,3,2,2,2,98,98,98,3,2,98,2,3,2,3,0.0,99,4,17,1,2,1,1,14,2,3,6
2,2,1,2,2,2,97,2,2,1,2,2,2,1,1,2,1,98,4,1,1,98,98,98,98,98,98,1,98,3,1,3,0.0,99,99,75,3,2,3,1,14,2,3,6
1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,3,4,2,2,1,1,1,1,1,1,1,1,2,1,1,3,3,4.0,3,1,20,1,2,2,1,14,3,3,6
1,1,1,1,1,1,2,2,2,1,1,2,1,3,2,4,2,4,4,2,2,1,2,4,2,3,2,2,1,1,1,3,2.8,2,4,24,1,2,2,2,14,2,3,1
4,1,98,2,97,97,97,2,1,1,1,1,1,3,1,1,1,1,1,3,3,1,1,1,1,2,1,1,98,3,1,3,3.6,3,2,20,1,2,1,2,14,2,3,5
3,2,1,1,1,97,97,1,1,1,1,1,2,1,3,4,1,4,3,2,4,98,4,1,2,1,2,2,1,3,1,3,2.0,1,3,83,3,2,1,2,14,3,3,6
2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,3,2,3,3.8,3,1,32,2,1,3,2,14,1,3,1
2,1,1,2,2,2,1,1,1,1,1,1,2,3,3,4,3,2,4,2,2,3,3,3,3,3,2,2,1,3,2,3,2.2,1,4,32,2,2,3,2,14,2,3,1
2,2,1,2,2,2,2,1,1,1,2,2,2,3,2,3,4,4,2,2,3,2,2,2,2,99,1,1,2,3,3,3,2.8,2,99,24,1,2,2,2,14,3,3,1
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,3,4.0,3,1,53,3,1,2,1,14,1,3,6
2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,3,1,3,3.6,3,1,61,3,2,1,1,14,3,3,6
3,2,1,1,1,2,2,2,2,1,1,2,2,3,1,1,1,4,4,1,1,1,1,3,3,1,1,1,1,3,1,3,3.6,3,1,16,1,1,1,1,14,3,3,6
2,1,1,1,1,1,2,1,1,1,1,98,98,1,2,1,1,3,2,98,98,1,1,1,1,1,1,1,1,3,2,3,3.75,3,1,16,1,2,1,1,14,2,3,6
2,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3.0,2,3,71,3,2,2,2,14,3,3,5
3,1,1,2,2,1,97,2,1,1,1,2,2,4,98,4,4,3,3,2,1,2,2,2,3,2,98,1,98,3,3,3,3.25,2,99,20,1,2,2,2,14,2,3,1
2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,3,1,3,3,2,1,2,3,3,3,2,2,1,1,3,2,2,3.0,2,3,25,1,2,2,1,14,1,3,6
2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,4,4,2,2,1,2,3,1,3,3.4,2,3,48,2,1,3,1,14,2,3,2
2,2,1,2,1,1,2,2,2,1,1,1,2,1,1,4,4,1,4,4,2,2,3,2,4,3,2,2,2,99,3,3,3.0,2,4,40,2,1,2,1,14,2,3,6
1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,3,4.0,3,2,51,3,1,3,1,14,1,3,6
2,1,1,2,1,1,1,1,2,1,1,1,2,4,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,5,3,2,3.8,3,2,34,2,1,3,2,14,1,3,1
2,1,1,2,1,1,1,1,2,1,2,1,1,2,2,3,3,2,2,1,1,2,2,2,2,3,2,1,1,3,2,2,3.2,2,4,26,1,2,3,2,14,2,3,1
2,1,1,1,1,1,1,1,1,1,1,1,2,3,2,4,2,3,4,2,2,2,2,3,3,3,1,1,1,3,2,2,2.8,2,2,21,1,1,2,2,14,2,3,1
3,98,1,1,2,1,97,2,2,2,2,1,1,1,1,98,2,2,3,3,3,1,1,98,1,3,2,1,1,3,1,3,3.5,2,4,77,3,1,2,1,14,2,3,6
3,1,1,1,1,1,97,1,2,1,1,2,2,3,1,3,3,3,3,1,1,2,3,4,4,2,1,1,1,3,2,3,2.8,2,2,67,3,2,2,2,14,3,3,6
2,2,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,1,2,4.0,3,2,22,1,1,2,1,14,2,3,6
2,2,1,2,1,1,97,1,1,1,1,1,2,4,1,4,3,2,1,2,2,1,1,3,3,3,2,2,3,4,2,3,3.4,2,4,65,3,2,2,1,14,2,3,6
3,3,1,1,1,1,97,2,2,2,2,1,2,2,1,2,2,2,3,2,2,2,2,2,98,2,2,2,3,3,2,2,3.2,2,3,55,3,2,1,1,14,2,3,2
2,1,1,1,1,1,97,1,2,1,1,2,2,1,2,3,3,3,2,1,3,1,1,3,3,3,2,1,2,3,1,3,3.0,2,4,17,1,2,2,1,14,2,3,6
3,2,1,1,1,1,97,2,1,1,1,2,2,4,4,3,4,4,4,2,2,4,4,4,4,3,2,2,1,2,2,3,1.4,1,4,61,3,2,2,1,14,3,3,6
2,1,1,1,1,2,97,1,1,1,1,2,2,2,1,3,3,3,2,2,2,2,3,3,3,3,2,1,1,3,3,2,2.8,2,4,32,2,1,2,1,14,3,3,6
2,2,1,2,1,1,1,1,2,98,2,2,1,2,2,3,2,3,4,1,1,2,2,3,2,2,2,1,2,3,1,2,3.0,2,3,22,1,1,3,2,14,2,3,6
2,2,1,2,1,1,97,2,2,1,1,1,1,1,1,1,1,1,3,2,1,2,1,2,2,2,1,1,1,3,2,3,3.6,3,2,25,1,1,2,2,14,1,3,6
4,1,1,1,1,1,1,2,2,1,2,2,2,2,3,4,3,3,2,3,2,3,3,4,4,3,98,2,2,97,3,2,2.0,1,99,29,1,2,3,2,14,2,3,1
3,1,1,2,1,1,97,2,2,1,2,98,1,2,98,4,2,2,4,2,2,2,3,3,3,1,1,1,2,3,2,3,2.5,2,1,16,1,1,1,1,14,1,3,3
2,98,1,1,1,1,1,2,2,1,1,2,1,2,2,3,2,2,4,4,4,98,98,98,98,2,1,98,2,1,98,2,0.0,99,2,38,2,1,2,1,14,2,3,5
2,1,1,2,1,1,1,1,2,1,2,1,2,2,1,3,3,2,3,2,1,2,2,2,2,2,1,1,1,3,2,3,3.4,2,2,21,1,2,2,1,14,1,3,6
3,3,1,1,1,1,97,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,3,4.0,3,2,50,3,1,2,1,14,2,3,2
2,1,1,2,1,1,1,1,1,1,1,2,2,3,3,2,3,3,3,2,1,3,3,3,3,2,1,1,3,3,2,2,2.4,1,2,22,1,1,2,1,14,3,3,1
2,2,1,1,1,1,97,1,1,1,1,2,2,4,1,2,3,4,1,2,2,2,2,2,2,3,98,98,98,5,2,1,3.2,2,99,48,2,2,2,2,14,3,3,6
1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,1,1,1,1,1,1,2,1,1,3,3,1,3,4.0,3,2,42,2,1,3,2,14,1,3,1
3,2,1,2,1,1,97,2,1,1,1,1,1,2,2,4,2,98,2,2,2,3,2,3,3,2,2,1,2,3,1,3,2.6,2,3,23,1,1,2,2,14,1,3,6
1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,1,1,1,3,2,3,3.4,2,2,35,2,1,3,1,14,2,3,6
2,2,1,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,3,2,1,1,3,2,3,3.0,2,4,39,2,1,2,1,14,2,3,6
3,2,1,2,1,1,2,2,2,2,2,2,1,3,2,3,2,3,3,2,2,2,2,2,2,2,2,1,1,3,2,3,3.0,2,3,45,2,1,2,1,14,2,3,6
1,1,1,2,1,1,2,2,2,2,2,1,1,3,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,3,4.0,3,1,54,3,2,2,1,14,1,3,6
2,2,1,2,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,3,1,3,3.2,2,2,30,2,1,2,2,14,2,3,6
4,2,1,98,98,98,98,2,2,2,1,1,1,98,1,1,1,98,98,98,98,98,98,1,1,1,1,1,98,3,2,3,0.0,99,1,45,2,2,2,2,14,2,3,6
4,3,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,3,3,1,3,3.6,3,1,80,3,1,2,1,15,1,4,6
1,1,1,2,1,1,1,1,2,1,2,98,1,1,1,3,1,1,3,1,1,1,1,1,1,2,2,1,1,3,1,3,4.0,3,3,29,1,1,3,1,15,2,4,6
1,1,99,2,2,1,1,1,1,1,1,98,2,4,2,2,2,2,2,2,1,2,1,2,3,3,1,1,2,3,3,2,3.4,2,2,68,3,1,3,2,15,2,4,6
1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,3,4.0,3,1,28,1,2,3,2,15,1,4,3
1,2,1,2,1,1,97,1,2,1,2,2,2,1,1,4,2,2,2,2,2,3,2,4,4,2,1,2,2,3,2,2,2.6,2,2,30,2,1,2,2,15,2,4,1
