CTRY,SC_KNOWL,UND_SCSCI,SC_DZ,SC_POET,SC_PS,SC_SS,SC_UNI,SCINFO_30D,MDHINFO_30D,SC_INT,MDH_INT,CONF_NGO,CONF_HOSP,TRU_NEIGHB,TRU_SCI,TRU_JO,TRU_HCW,TRU_NGOPPL,TRU_TH,TRU_SC,TRUSCI_ACCINFO,TRUSCIUNI_BEN,TRUSCIUNI_HON,TRUSCICOM_BEN,TRUSCICOM_HON,SCI_BENPPL,SCI_BENRESP,SCTECH_IMPRLIFE,SCTECH_JOBS,TRU_PPLADV,TRU_HCWADV,HRD_VAC,VAC_IMPTCH,VAC_SF,VAC_EFF,VAC_IDX,VAC_LVL,TRUSCI_IDX,TRUSCI_LVL,VW_SC,AGE,AGE_CAT,GEN,EDU,LIV_AR,RGN,SUBJ_HHI,CTRY_INC,EMP_STAT
33,2,2,1,98,1,1,97,2,2,1,1,98,98,98,3,3,3,3,4,3,3,98,98,98,98,2,1,1,98,98,98,1,5,5,5,5.0,High,0.0,99,2,45,2,1,2,1,8,2,3,2
158,3,2,1,1,1,1,2,2,2,1,1,1,1,4,4,4,4,3,4,3,3,3,3,3,3,3,1,1,2,3,3,1,5,5,5,5.0,High,1.8,1,2,16,1,2,2,2,6,2,2,6
40,2,2,1,2,1,1,1,1,98,1,98,1,1,3,2,2,1,2,3,2,2,2,2,2,1,1,1,1,98,3,1,1,5,5,5,5.0,High,3.0,2,1,25,1,1,2,2,5,3,2,6
26,2,2,1,2,1,1,97,2,1,2,1,2,2,2,1,98,2,4,98,1,1,2,98,98,98,1,1,1,3,3,1,1,5,5,5,5.0,High,3.6666666666666696,3,1,34,2,1,2,1,13,3,3,2
140,2,2,1,1,1,1,97,1,1,1,1,2,2,3,4,4,3,3,3,1,2,3,98,3,3,2,1,1,1,1,3,1,4,4,4,4.0,High,2.0,1,2,24,1,1,2,2,5,3,1,4
36,2,1,1,1,1,1,1,1,1,1,1,1,1,2,98,2,2,2,3,3,3,3,2,2,2,2,1,1,1,3,2,1,5,5,5,5.0,High,2.5,2,2,22,1,1,2,1,1,2,2,2
115,3,3,1,2,1,1,2,2,1,1,1,2,2,3,2,2,1,2,4,2,2,2,2,2,2,2,1,1,1,3,2,1,5,5,5,5.0,High,3.0,2,2,16,1,2,2,2,8,3,3,6
87,2,1,1,2,1,1,97,2,2,1,1,1,1,1,2,2,1,2,4,1,2,2,2,2,2,2,1,1,98,3,1,1,5,5,5,5.0,High,3.0,2,2,20,1,2,2,2,8,2,4,1
67,2,2,1,1,1,1,97,1,2,1,1,2,1,2,3,1,1,3,4,3,3,3,4,4,4,3,1,1,1,3,1,1,5,5,3,4.333333333333333,High,1.6,1,2,24,1,1,2,1,1,3,2,4
12,3,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,3,3,3,3,3,2,2,98,3,3,1,3,3,3,3.0,Medium,2.2,1,4,25,1,2,1,2,15,3,4,1
76,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,3,4,2,2,2,2,2,2,1,1,1,1,3,1,1,5,4,5,4.666666666666667,High,3.2,2,1,21,1,1,2,1,14,2,3,6
23,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,3,1,1,5,4,5,4.666666666666667,High,4.0,3,1,25,1,1,3,2,15,2,4,5
140,3,3,1,2,1,1,97,1,2,1,1,1,2,2,98,4,2,3,98,1,1,98,4,98,98,1,1,1,2,3,2,1,5,5,5,5.0,High,0.0,99,1,18,1,1,1,2,5,3,1,5
25,1,1,1,2,2,1,97,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,2,2,3,1,1,5,2,4,3.6666666666666665,High,3.8,3,1,18,1,1,2,2,15,1,4,5
115,4,2,2,2,2,1,97,2,2,1,1,98,1,2,4,2,2,98,4,4,3,98,2,98,98,3,2,98,98,3,2,1,5,4,4,4.333333333333333,High,2.0,1,4,55,3,1,2,1,8,3,3,2
134,2,4,1,2,1,1,1,2,2,1,1,1,1,3,2,2,1,3,4,1,2,2,3,2,2,2,1,1,1,3,2,1,5,5,5,5.0,High,2.8,2,2,22,1,1,2,1,5,2,2,1
105,3,3,1,2,1,1,2,1,1,1,1,2,98,4,3,3,3,3,3,3,1,3,4,3,3,3,1,1,2,3,3,1,5,5,5,5.0,High,2.2,1,2,16,1,1,1,1,8,2,3,3
62,4,3,2,98,1,2,2,2,2,2,2,2,1,1,3,4,1,98,4,3,3,3,98,4,4,3,98,98,3,3,4,1,5,4,2,3.6666666666666665,High,1.75,1,99,23,1,1,1,1,5,3,2,4
111,3,1,1,2,1,1,97,1,1,1,1,2,2,2,98,4,2,98,98,2,98,4,4,98,98,2,2,2,2,1,98,1,5,3,4,4.0,High,0.0,99,3,17,1,1,2,2,16,2,4,6
96,2,2,1,1,1,1,1,2,1,1,2,1,2,4,2,3,3,2,4,3,3,3,3,3,3,3,2,2,1,3,3,1,5,4,2,3.6666666666666665,High,2.2,1,4,18,1,2,2,2,8,1,2,3
143,3,1,1,2,1,1,1,1,1,1,1,2,1,3,3,3,2,3,4,2,3,2,1,2,4,2,2,2,2,3,2,1,4,2,4,3.3333333333333335,Medium,2.8,2,3,23,1,1,2,2,15,2,4,1
72,3,2,1,2,2,2,2,2,2,2,1,98,98,2,98,3,3,98,3,98,98,98,98,4,98,1,1,1,98,3,3,1,5,4,4,4.333333333333333,High,0.0,99,1,58,3,2,3,2,9,2,2,6
115,2,2,1,2,1,1,97,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,3,2,1,5,3,5,4.333333333333333,High,3.0,2,4,18,1,2,2,1,8,1,3,5
75,2,1,2,2,1,1,97,1,2,1,1,1,1,2,2,3,99,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1,5,5,5,5.0,High,3.0,2,3,27,1,1,2,1,14,2,2,1
62,3,3,1,2,1,1,97,2,1,1,1,2,2,3,3,3,3,3,98,2,3,98,98,98,98,2,98,1,1,3,98,1,5,5,5,5.0,High,0.0,99,99,21,1,2,2,1,5,3,2,6
75,99,99,98,99,1,2,2,2,2,98,1,98,2,98,98,98,4,98,99,99,98,98,98,98,3,98,2,98,2,1,98,1,1,1,1,1.0,Low,0.0,99,99,29,1,2,2,1,14,3,2,4
194,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,4,1,4,4,1,2,1,1,3,2,1,2,1,2,3,1,1,5,4,3,4.0,High,3.4,2,3,38,2,2,3,1,8,1,4,1
21,3,2,1,2,1,1,97,1,1,1,1,2,1,2,2,3,2,3,1,2,2,2,98,2,2,2,1,2,2,1,2,1,5,3,4,4.0,High,3.0,2,2,22,1,2,2,1,14,2,4,1
89,2,2,1,2,1,1,2,2,2,1,1,1,1,2,1,2,1,3,4,2,2,2,2,1,1,2,1,1,1,3,2,1,4,5,5,4.666666666666667,High,3.4,2,2,27,1,1,2,2,17,2,4,3
69,2,2,1,2,1,1,1,2,1,2,1,1,1,2,98,4,1,2,2,1,2,2,2,3,2,2,2,1,2,3,1,1,4,3,4,3.6666666666666665,High,2.75,2,3,27,1,1,3,1,10,2,4,1
106,4,4,1,98,97,97,97,1,1,1,1,2,2,4,98,2,2,98,2,2,2,3,4,4,2,3,2,98,2,2,1,1,5,5,5,5.0,High,1.75,1,4,52,3,2,1,2,1,3,1,2
13,2,2,1,2,1,1,2,1,2,1,2,2,1,1,2,3,2,3,2,2,2,3,1,2,2,2,2,1,3,3,1,1,5,5,5,5.0,High,3.0,2,3,35,2,1,3,2,17,1,4,2
154,2,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,2,2,2,4,4,4,4,3,2,1,3,97,3,1,4,4,4,4.0,High,1.6,1,4,21,1,1,2,2,16,2,3,6
22,3,3,2,98,1,1,1,1,1,1,1,2,1,2,1,3,1,3,3,1,1,1,1,3,3,2,98,1,2,3,2,1,4,5,5,4.666666666666667,High,3.6,3,99,33,2,1,3,1,14,3,3,6
15,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,2,2,2,2,1,1,2,3,1,1,5,4,5,4.666666666666667,High,3.6,3,2,22,1,1,2,2,17,2,4,4
10,3,3,1,2,1,1,1,2,2,2,1,2,1,3,4,4,4,4,3,3,2,2,4,2,4,1,1,1,1,3,2,1,5,5,3,4.333333333333333,High,2.2,1,1,21,1,2,2,2,11,2,2,6
150,3,1,1,1,1,1,97,2,1,1,1,1,1,3,3,4,3,1,4,3,2,3,3,2,3,2,1,1,1,3,3,1,5,3,5,4.333333333333333,High,2.4,1,2,30,2,1,3,2,1,1,3,1
173,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,1,2,3,1,1,2,1,3,1,1,1,1,1,3,1,1,5,4,5,4.666666666666667,High,3.2,2,1,26,1,2,3,2,16,2,3,6
134,4,4,1,2,97,97,97,1,98,1,1,98,98,98,2,98,2,98,98,2,98,98,98,98,3,2,2,98,1,98,98,1,5,5,5,5.0,High,0.0,99,3,99,3,2,1,2,5,3,2,5
65,1,3,1,1,2,2,2,2,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,5,5,5,5.0,High,3.6,3,1,23,1,2,1,1,1,2,1,3
60,2,2,2,2,1,1,97,2,2,1,1,2,1,1,3,3,3,2,2,2,4,2,2,2,2,1,1,1,1,3,1,1,5,5,5,5.0,High,2.4,1,1,20,1,1,2,1,1,3,1,5
111,2,2,1,1,1,1,97,1,1,1,1,1,2,1,2,3,3,1,3,1,2,2,2,2,3,1,1,1,2,3,2,1,4,4,4,4.0,High,3.0,2,1,65,3,1,2,1,16,2,4,6
34,3,1,1,2,1,1,1,2,1,2,1,2,2,3,3,3,3,3,3,1,3,2,1,1,3,1,1,1,1,5,3,1,5,5,5,5.0,High,3.0,2,1,19,1,2,2,1,6,2,3,1
173,3,2,1,2,1,1,97,2,2,98,98,2,1,3,2,3,2,3,2,3,2,4,98,4,4,3,98,1,3,3,3,1,4,3,5,4.0,High,2.0,1,99,38,2,1,2,1,16,3,3,3
80,98,98,98,98,97,97,97,2,2,1,1,2,2,4,98,4,1,98,4,98,98,98,4,4,98,98,98,98,98,3,1,1,5,5,5,5.0,High,0.0,99,99,21,1,1,1,1,5,2,1,1
45,2,2,1,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,4,1,1,2,1,2,2,2,1,1,1,2,1,1,5,5,5,5.0,High,3.4,2,2,25,1,2,2,1,4,1,3,6
82,2,2,1,2,1,1,97,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,3,3,1,1,5,5,5,5.0,High,3.8,3,1,63,3,1,2,1,6,3,3,6
35,3,3,1,2,1,1,1,1,1,1,1,2,1,3,2,2,2,3,3,2,2,2,2,2,2,2,1,1,1,3,1,1,5,5,4,4.666666666666667,High,3.0,2,2,35,2,2,2,2,5,2,2,6
41,3,3,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,3,4,2,3,3,2,2,3,1,1,1,2,3,2,1,5,5,4,4.666666666666667,High,2.6,2,1,20,1,2,2,2,1,2,1,2
155,3,3,1,1,1,1,97,2,2,2,1,1,1,3,98,2,3,3,2,98,3,3,3,3,2,3,2,98,1,1,3,1,4,4,4,4.0,High,2.0,1,4,36,2,2,1,1,4,3,3,6
40,2,1,1,2,1,1,97,2,2,1,1,1,1,4,2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,3,1,1,5,5,5,5.0,High,3.6,3,1,25,1,2,2,1,5,3,2,1
29,2,3,1,1,1,1,2,2,2,2,2,2,1,3,3,3,98,3,3,3,3,3,3,3,3,2,2,2,2,98,3,1,3,2,4,3.0,Medium,2.0,1,3,75,3,1,2,2,10,2,4,6
125,2,3,1,2,1,1,2,1,1,1,1,1,2,4,3,1,4,1,4,2,1,1,1,4,4,3,1,1,2,4,1,1,5,5,5,5.0,High,3.0,2,2,28,1,1,3,2,5,2,1,4
40,2,2,1,2,1,1,97,2,2,1,1,1,1,2,1,2,1,2,1,2,4,2,2,2,2,1,2,1,1,3,2,1,5,4,2,3.6666666666666665,High,2.8,2,3,20,1,2,2,2,5,2,2,2
148,3,2,1,98,2,1,97,2,2,2,1,1,1,1,98,2,1,1,98,2,2,2,98,3,1,98,1,1,1,3,1,1,5,2,4,3.6666666666666665,High,2.6666666666666696,2,99,69,3,2,2,1,16,2,4,6
154,3,3,1,2,1,1,1,2,2,1,1,2,1,2,2,3,2,3,3,2,2,2,3,1,98,2,2,1,1,3,1,1,5,5,5,5.0,High,3.0,2,3,64,3,2,3,1,16,2,3,6
69,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,98,2,2,2,2,2,2,2,1,1,2,3,2,1,4,4,4,4.0,High,3.0,2,2,22,1,1,3,2,10,2,4,1
89,2,1,1,1,1,2,2,2,1,1,1,2,98,2,98,2,1,2,1,1,2,1,1,2,1,2,2,1,1,3,1,1,5,5,5,5.0,High,3.5,2,3,22,1,1,1,1,17,1,4,3
60,2,2,2,2,1,97,97,2,2,1,1,2,1,4,2,98,2,2,4,2,2,98,98,98,98,2,1,1,3,3,2,1,5,5,5,5.0,High,0.0,99,2,28,1,1,1,1,1,3,1,2
30,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,1,1,3,1,1,5,5,5,5.0,High,3.4,2,1,20,1,1,3,2,10,2,3,6
144,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,3,2,1,1,2,3,4,1,1,1,2,3,1,1,5,5,5,5.0,High,3.4,2,1,39,2,1,2,1,17,1,4,6
138,2,2,1,2,1,1,1,2,1,1,1,98,98,2,98,3,2,3,4,2,2,2,2,3,3,2,1,1,2,3,2,1,3,3,2,2.6666666666666665,Medium,2.75,2,2,35,2,1,3,2,15,1,4,6
1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,5,5,5,5.0,High,4.0,3,1,27,1,1,2,2,7,2,4,3
51,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,2,1,5,5,5,5.0,High,3.0,2,2,28,1,2,3,1,11,2,3,1
24,3,2,1,2,1,1,97,2,1,1,1,2,2,1,2,2,2,4,2,2,2,2,2,2,2,3,2,1,1,3,2,1,5,3,3,3.6666666666666665,High,3.0,2,4,48,2,2,2,2,16,3,4,4
17,4,2,1,1,1,2,2,2,2,1,1,2,1,1,1,4,1,1,4,1,1,1,1,2,1,1,1,1,1,3,1,1,5,5,5,5.0,High,3.8,3,1,33,2,2,1,1,16,2,4,6
49,3,3,1,98,2,97,97,2,2,1,1,1,1,1,4,98,1,2,2,98,98,3,3,3,2,98,98,98,98,3,2,1,5,5,5,5.0,High,1.75,1,99,60,3,2,1,1,12,3,2,3
57,3,2,1,2,1,1,1,2,2,1,1,1,2,2,2,3,2,2,2,3,3,2,2,3,3,2,2,1,1,3,3,1,5,4,4,4.333333333333333,High,2.6,2,3,24,1,1,3,1,4,1,3,1
36,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,3,2,1,5,5,5,5.0,High,2.8,2,2,24,1,1,3,1,1,3,2,1
163,3,3,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1,1,2,1,1,1,3,2,1,5,5,5,5.0,High,3.4,2,2,29,1,1,2,2,6,2,4,1
61,4,2,1,2,2,2,97,2,2,2,2,1,1,99,2,1,2,2,99,2,99,99,99,99,99,98,98,1,1,98,1,1,5,5,5,5.0,High,0.0,99,99,22,1,1,2,1,5,2,1,6
75,3,3,1,98,1,1,1,2,2,98,1,98,98,4,98,98,98,98,98,3,3,98,98,98,98,3,98,98,3,97,3,1,3,3,3,3.0,Medium,0.0,99,99,71,3,1,2,2,14,3,2,6
75,98,98,1,98,1,2,2,2,2,98,1,98,2,2,98,4,3,2,98,2,2,3,3,4,4,2,98,1,1,3,3,1,4,4,4,4.0,High,2.0,1,99,18,1,1,2,1,14,3,2,1
72,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,98,98,98,98,98,98,2,99,2,2,3,2,1,4,4,4,4.0,High,0.0,99,99,46,2,1,3,1,9,2,2,1
30,2,2,1,2,1,1,97,2,2,1,2,1,1,2,2,3,2,2,2,2,3,2,2,2,3,1,2,2,1,4,2,1,5,4,4,4.333333333333333,High,2.8,2,3,18,1,1,2,2,10,2,3,6
89,3,1,1,2,2,1,2,2,2,2,2,2,1,1,2,3,1,3,3,2,2,2,2,2,2,1,1,1,1,3,2,1,4,5,5,4.666666666666667,High,3.0,2,1,28,1,1,2,1,17,1,4,2
150,2,3,1,2,2,1,97,1,2,1,1,1,1,2,98,3,1,2,4,3,2,98,3,3,4,1,1,1,2,3,2,1,5,2,3,3.3333333333333335,Medium,2.3333333333333304,1,1,26,1,1,2,1,1,3,3,2
68,2,2,1,2,1,1,2,1,1,1,1,2,2,3,2,4,2,2,3,1,1,3,2,2,1,3,1,1,2,3,1,1,5,4,5,4.666666666666667,High,3.0,2,2,23,1,1,2,2,10,2,4,6
68,3,3,1,2,1,1,2,2,1,1,2,2,98,2,98,3,2,98,2,2,98,2,98,98,1,1,1,1,98,3,2,1,5,4,4,4.333333333333333,High,0.0,99,1,72,3,2,3,1,10,2,4,6
106,1,2,1,2,2,1,1,1,1,1,1,1,1,2,4,4,4,2,4,2,2,2,2,2,2,3,1,2,1,3,3,1,5,5,5,5.0,High,2.6,2,2,35,2,2,2,1,1,2,1,3
124,1,3,1,98,1,1,2,2,2,2,98,1,2,2,98,2,4,4,98,2,2,2,98,2,2,2,2,1,1,1,4,1,5,5,5,5.0,High,3.0,2,3,27,1,1,1,2,6,2,3,1
14,2,1,1,2,1,1,2,2,1,1,1,1,1,2,1,2,1,2,3,1,1,1,2,1,2,1,1,1,1,3,2,1,4,5,5,4.666666666666667,High,3.8,3,1,55,3,2,3,2,17,1,4,3
63,4,4,1,98,1,98,2,2,98,1,1,98,1,3,98,2,3,3,3,98,98,4,4,98,98,3,2,98,1,1,98,1,5,4,4,4.333333333333333,High,0.0,99,4,22,1,1,1,1,1,3,1,5
148,3,1,1,2,1,1,97,2,2,1,1,1,1,1,3,4,1,4,1,3,2,1,3,3,3,1,1,1,3,3,1,1,5,4,4,4.333333333333333,High,2.6,2,1,55,3,1,2,1,16,2,4,1
144,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,3,1,3,4,1,1,1,1,1,1,1,1,1,1,3,1,1,5,5,5,5.0,High,4.0,3,1,74,3,2,2,1,17,1,4,6
82,3,4,2,2,1,1,2,1,2,1,1,1,1,1,98,98,98,3,3,1,1,2,4,2,3,3,2,1,1,3,1,1,4,5,2,3.6666666666666665,High,2.75,2,4,15,1,1,2,2,6,1,3,6
89,3,3,1,2,2,1,2,2,2,2,2,98,1,1,2,2,2,2,3,2,2,2,2,4,2,1,1,1,2,3,1,1,1,1,2,1.3333333333333333,Low,2.6,2,1,17,1,1,2,1,17,2,4,1
16,1,1,1,2,1,1,1,1,1,1,2,2,1,98,1,2,1,98,1,2,2,98,4,4,4,3,2,1,2,3,1,1,4,3,4,3.6666666666666665,High,2.25,1,4,72,3,1,3,2,17,2,4,6
18,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,4,1,1,2,2,3,2,2,1,1,1,3,2,1,5,4,4,4.333333333333333,High,3.0,2,2,37,2,1,2,2,16,2,4,1
114,2,1,1,2,1,1,2,1,1,1,1,2,2,2,3,2,3,2,4,2,2,3,3,2,3,2,1,1,1,1,2,1,5,2,4,3.6666666666666665,High,2.4,1,2,17,1,1,2,2,6,2,3,5
90,3,2,2,2,1,1,97,2,1,2,2,1,1,1,2,1,2,3,3,1,2,2,3,1,3,3,1,98,98,1,2,1,5,5,5,5.0,High,3.0,2,2,21,1,2,2,1,9,3,3,6
129,3,3,1,1,1,1,2,2,1,1,1,1,1,2,3,3,1,3,2,3,3,3,3,2,2,3,1,1,1,3,2,1,5,5,5,5.0,High,2.2,1,2,22,1,2,2,1,6,2,2,1
50,3,3,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,3,2,1,2,2,2,3,2,2,1,1,1,3,1,1,5,3,3,3.6666666666666665,High,2.8,2,2,28,1,1,3,2,11,2,2,6
14,2,1,1,2,1,1,2,2,2,2,1,1,1,2,1,2,1,3,3,1,2,2,2,3,3,1,2,1,1,3,1,1,5,2,4,3.6666666666666665,High,3.0,2,3,29,1,1,2,1,17,2,4,1
17,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1,3,2,3,3,2,2,1,2,2,2,2,1,2,2,3,1,1,3,2,3,2.6666666666666665,Medium,3.4,2,2,48,2,1,2,2,16,3,4,4
129,2,2,1,2,1,1,97,1,1,1,1,2,2,2,4,4,2,2,2,2,4,4,4,4,4,3,2,1,2,97,2,1,3,3,3,3.0,Medium,1.0,1,4,20,1,1,2,1,6,3,2,2
71,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,3,1,5,5,5,5.0,High,3.4,2,1,25,1,2,3,1,14,1,3,1
106,4,4,1,1,1,1,97,1,1,1,1,1,1,1,98,4,1,1,98,1,98,98,2,98,98,1,98,1,1,3,2,1,5,5,4,4.666666666666667,High,0.0,99,99,27,1,2,2,1,1,2,1,2
53,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,2,3,1,2,2,1,3,2,4,4,1,1,1,1,3,1,1,5,5,4,4.666666666666667,High,2.8,2,1,22,1,1,3,2,11,1,2,2
68,3,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,3,2,2,2,2,3,3,3,2,1,1,2,3,2,1,5,4,4,4.333333333333333,High,2.6,2,2,29,1,2,3,2,10,2,4,1
74,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,4,1,1,2,2,2,2,1,1,1,1,3,1,1,5,5,5,5.0,High,3.2,2,1,24,1,1,3,1,9,1,2,1
40,2,2,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,3,2,2,2,1,2,2,1,1,1,1,3,1,1,5,5,5,5.0,High,3.2,2,1,30,2,1,3,2,5,2,2,1
99,3,1,1,2,1,1,2,2,1,1,1,2,1,4,2,2,1,98,3,2,2,2,2,3,2,2,2,1,2,3,1,1,5,3,3,3.6666666666666665,High,2.8,2,3,38,2,2,2,1,14,3,3,4
114,4,2,1,2,1,2,2,1,1,1,1,2,1,2,2,4,1,3,4,2,98,98,2,2,3,98,1,1,98,1,3,1,5,5,5,5.0,High,3.0,2,99,15,1,2,1,1,6,2,3,6
150,2,1,1,1,1,1,1,2,1,1,1,1,2,4,3,4,3,3,4,2,1,3,3,2,3,3,2,2,1,97,3,1,4,2,2,2.6666666666666665,Medium,2.6,2,4,26,1,1,3,1,1,1,3,1
197,3,1,1,1,1,1,2,1,2,2,1,2,2,2,4,4,2,3,3,1,1,2,1,1,1,3,1,1,1,3,2,1,5,5,5,5.0,High,3.2,2,2,30,2,1,2,1,13,3,1,5
15,3,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,2,2,1,2,3,1,1,2,5,4,3.6666666666666665,High,3.6,3,3,55,3,2,2,1,17,1,4,3
138,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,98,1,2,4,1,1,1,1,1,1,1,1,1,3,3,1,1,5,5,5,5.0,High,4.0,3,1,63,3,2,3,2,15,1,4,1
191,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,5,5,5,5.0,High,4.0,3,1,27,1,1,2,1,9,3,3,1
34,3,2,1,2,1,1,1,1,2,1,2,2,2,3,2,2,3,3,4,2,2,4,3,3,3,3,2,1,1,3,3,1,4,2,4,3.3333333333333335,Medium,2.2,1,4,16,1,2,2,2,6,3,3,6
116,2,2,1,2,1,1,1,1,1,1,1,2,2,4,2,4,3,2,4,4,3,3,3,3,4,3,2,1,2,3,2,1,5,2,4,3.6666666666666665,High,2.2,1,4,35,2,2,2,1,6,3,2,1
44,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,4,2,98,3,98,1,2,3,2,2,1,3,1,1,4,5,1,3.3333333333333335,Medium,3.0,2,4,25,1,2,2,1,1,2,1,1
84,2,3,1,2,1,1,97,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,98,98,98,3,2,1,5,5,5,5.0,High,3.2,2,99,26,1,2,1,2,3,3,3,6
45,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,1,1,4,2,3,2,3,2,2,1,3,3,1,5,3,4,4.0,High,2.6,2,4,27,1,1,3,2,4,3,3,4
124,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,4,2,2,2,2,2,4,2,2,1,2,1,3,2,1,5,4,2,3.6666666666666665,High,2.6,2,2,17,1,2,2,2,6,3,3,2
79,2,2,1,2,1,1,1,1,1,1,1,1,1,2,3,3,2,3,4,3,3,2,3,3,2,3,1,1,1,3,2,1,5,5,4,4.666666666666667,High,2.2,1,2,38,2,1,3,2,2,3,2,2
166,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,3,1,1,1,1,3,1,1,5,5,4,4.666666666666667,High,3.6,3,1,48,2,1,3,1,16,1,4,1
80,3,2,1,2,1,2,2,2,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,3,3,1,1,1,1,3,3,1,5,5,5,5.0,High,2.8,2,1,22,1,1,2,2,5,3,1,6
158,4,4,2,2,2,1,1,2,2,1,1,1,1,4,1,4,3,4,4,3,3,3,3,3,3,1,2,2,2,1,3,1,5,5,5,5.0,High,2.4,1,3,20,1,2,2,2,6,2,2,4
1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,3,2,1,1,2,3,1,1,5,5,5,5.0,High,3.8,3,2,47,2,2,3,2,7,2,4,2
79,2,2,1,2,1,1,97,1,1,1,1,1,1,4,2,1,1,1,3,1,1,3,3,1,1,1,1,1,1,3,1,1,5,5,5,5.0,High,3.0,2,1,25,1,1,2,1,2,3,2,1
140,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,4,4,4,2,1,1,1,1,3,2,1,5,5,2,4.0,High,2.0,1,1,17,1,2,1,1,5,1,1,6
96,2,2,1,1,1,1,1,2,1,1,1,2,2,2,2,4,2,2,2,1,2,2,1,1,2,3,2,1,1,97,2,1,1,1,4,2.0,Medium,3.4,2,4,32,2,1,3,1,8,3,2,1
111,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,4,1,2,1,2,1,2,2,2,2,1,1,2,1,3,1,1,5,3,5,4.333333333333333,High,3.4,2,1,23,1,2,2,1,16,2,4,3
96,3,2,1,2,1,1,1,2,2,1,1,98,2,1,98,3,3,98,3,3,3,3,1,1,1,3,2,1,2,3,1,1,5,5,5,5.0,High,3.0,2,4,27,1,1,3,2,8,2,2,1
60,4,2,1,1,97,97,97,2,1,1,1,98,1,1,4,2,1,1,4,98,3,2,2,2,2,2,2,1,98,2,1,1,5,5,5,5.0,High,2.4,1,3,24,1,1,1,1,1,2,1,2
191,2,1,1,1,1,1,2,2,2,1,98,1,1,2,2,2,1,1,4,2,2,2,2,2,2,1,1,1,1,3,2,1,5,5,5,5.0,High,3.0,2,1,28,1,1,2,1,9,2,3,4
