CTRY,SC_KNOWL,UND_SCSCI,SC_DZ,SC_POET,SC_PS,SC_SS,SC_UNI,SCINFO_30D,MDHINFO_30D,SC_INT,MDH_INT,CONF_NGO,CONF_HOSP,TRU_NEIGHB,TRU_SCI,TRU_JO,TRU_HCW,TRU_NGOPPL,TRU_TH,TRU_SC,TRUSCI_ACCINFO,TRUSCIUNI_BEN,TRUSCIUNI_HON,TRUSCICOM_BEN,TRUSCICOM_HON,SCI_BENPPL,SCI_BENRESP,SCTECH_IMPRLIFE,SCTECH_JOBS,TRU_PPLADV,TRU_HCWADV,HRD_VAC,VAC_IMPTCH,VAC_SF,VAC_EFF,VAC_IDX,VAC_LVL,TRUSCI_IDX,TRUSCI_LVL,VW_SC,AGE,AGE_CAT,GEN,EDU,LIV_AR,RGN,SUBJ_HHI,CTRY_INC,EMP_STAT
190,3,2,1,1,1,1,97,2,2,1,1,2,1,2,98,2,2,2,3,2,2,2,2,2,2,2,1,1,2,3,2,1,4,5,4,4.333333333333333,High,3.0,2,2,35,2,1,2,1,3,2,2,1
96,1,1,1,2,1,1,1,1,1,1,1,2,2,4,4,1,1,4,4,1,1,1,2,3,1,3,1,1,2,1,2,1,5,3,3,3.6666666666666665,High,2.8,2,2,18,1,2,2,2,8,3,2,2
148,4,2,1,2,2,2,2,2,1,1,1,2,2,4,3,3,1,1,1,3,2,2,2,2,2,3,1,1,2,1,2,1,5,3,4,4.0,High,2.8,2,2,39,2,2,2,1,16,1,4,1
30,2,2,1,2,1,1,97,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,2,1,5,5,5,5.0,High,3.0,2,1,17,1,1,2,2,10,2,3,6
13,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,2,4,2,2,2,4,3,3,1,1,1,3,3,1,1,4,3,5,4.0,High,2.6,2,1,50,3,1,3,1,17,1,4,1
155,2,2,1,2,1,1,2,1,1,1,1,1,2,3,3,3,3,3,4,1,3,3,3,3,3,1,2,1,1,3,3,1,5,5,4,4.666666666666667,High,2.0,1,3,20,1,2,2,1,4,3,3,2
30,3,2,1,1,1,1,97,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,5,3,4,4.0,High,3.8,3,1,26,1,1,2,1,10,3,3,1
71,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,3,1,1,1,1,1,2,1,1,98,98,3,2,1,4,5,5,4.666666666666667,High,4.0,3,1,54,3,2,2,1,14,3,3,4
154,2,2,1,2,1,1,1,1,2,2,1,2,1,2,2,2,3,3,4,2,3,2,2,2,2,3,2,2,2,3,2,1,2,2,2,2.0,Medium,2.8,2,4,55,3,2,2,2,16,3,3,6
46,2,2,1,2,1,1,1,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,3,1,1,5,4,5,4.666666666666667,High,3.4,2,2,53,3,2,3,1,7,1,4,1
30,2,2,1,2,1,1,1,1,2,1,1,1,1,2,3,3,2,2,2,2,2,2,2,2,3,2,1,1,1,3,2,1,4,5,4,4.333333333333333,High,2.8,2,2,35,2,2,2,2,10,1,3,1
41,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,4,1,2,99,1,4,1,1,1,1,1,3,1,1,5,5,5,5.0,High,3.0,2,1,23,1,1,2,1,1,3,1,5
26,4,4,98,98,97,97,97,2,2,1,1,98,1,1,1,98,1,2,2,98,98,2,98,98,98,98,98,98,98,3,98,1,5,5,5,5.0,High,0.0,99,99,66,3,1,1,1,13,2,3,4
97,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,1,1,4,2,2,1,4,2,98,1,1,1,1,3,2,1,5,5,5,5.0,High,2.8,2,1,23,1,2,3,1,16,2,3,6
115,2,1,1,2,1,1,97,1,1,1,1,98,2,2,4,2,2,3,4,1,2,4,2,4,98,2,2,1,2,3,4,1,5,5,2,4.0,High,1.8,1,3,15,1,2,2,1,8,3,3,6
111,4,2,1,2,1,1,2,2,1,2,1,1,2,2,2,3,3,1,2,98,2,2,2,2,2,2,1,1,1,3,2,1,4,3,3,3.3333333333333335,Medium,3.0,2,2,25,1,2,2,2,16,3,4,1
69,1,2,1,2,2,1,2,1,1,2,2,2,1,2,2,3,2,3,2,2,2,3,2,3,3,2,2,1,1,1,2,1,5,4,4,4.333333333333333,High,2.6,2,3,32,2,2,3,2,10,2,4,3
79,4,4,1,98,1,1,97,1,2,1,1,98,2,98,98,98,2,98,4,2,98,98,98,98,98,98,98,1,98,3,3,1,4,4,4,4.0,High,0.0,99,99,45,2,2,2,2,2,1,2,5
69,4,2,1,2,1,1,97,1,2,2,2,98,98,2,1,3,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,1,5,5,5,5.0,High,3.6,3,2,15,1,1,1,1,10,2,4,6
198,2,1,2,2,1,97,97,2,1,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,2,2,2,1,1,1,2,1,5,5,1,3.6666666666666665,High,3.8,3,3,15,1,2,1,2,0,3,2,6
72,3,2,1,2,2,2,97,2,2,1,1,2,2,4,4,4,4,4,2,4,4,4,4,4,4,3,2,2,2,5,4,1,5,2,2,3.0,Medium,1.0,1,4,37,2,2,2,1,9,3,2,6
13,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,4,1,1,3,1,1,1,1,2,2,1,2,1,2,3,1,1,5,5,5,5.0,High,3.8,3,3,54,3,1,2,1,17,2,4,1
134,2,2,1,2,1,1,2,2,2,1,1,2,2,3,3,3,3,3,3,1,3,4,3,1,98,2,2,1,1,3,98,1,5,4,2,3.6666666666666665,High,2.2,1,3,24,1,1,2,1,5,3,2,1
81,3,3,1,2,1,1,97,1,1,1,1,1,2,2,3,3,3,2,4,3,3,4,98,4,3,3,2,2,2,3,3,1,5,1,4,3.3333333333333335,Medium,1.5,1,4,29,1,2,2,2,1,3,1,2
138,2,2,1,2,2,2,1,1,2,1,2,1,1,1,2,3,2,2,2,2,2,2,2,3,3,2,1,2,2,99,2,1,1,1,1,1.0,Low,2.8,2,2,73,3,1,3,1,15,2,4,6
29,3,3,98,2,1,1,2,2,2,98,1,1,1,2,2,3,98,98,98,2,98,98,98,98,98,98,98,1,3,3,2,1,4,3,4,3.6666666666666665,High,0.0,99,99,57,3,2,2,1,10,2,4,1
160,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,4,2,3,2,1,1,2,2,1,2,2,2,2,2,3,2,1,4,3,4,3.6666666666666665,High,3.4,2,3,25,1,2,2,2,15,2,4,6
175,4,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,1,5,5,5,5.0,High,3.0,2,3,58,3,2,2,1,14,2,4,1
82,4,4,1,2,2,2,2,2,2,1,1,2,2,4,4,4,1,4,4,2,2,2,2,2,2,2,2,1,2,97,2,1,5,5,5,5.0,High,2.6,2,3,59,3,2,1,1,6,2,3,5
166,2,2,1,2,1,1,97,2,2,1,1,98,1,2,2,2,2,2,2,1,1,2,3,2,2,2,1,1,2,3,1,1,5,3,3,3.6666666666666665,High,3.0,2,2,16,1,2,3,1,16,2,4,4
34,4,3,2,2,1,1,97,2,2,2,2,2,2,3,4,4,2,4,4,3,3,2,2,4,4,3,2,1,2,2,2,1,4,1,1,2.0,Medium,2.0,1,4,26,1,1,2,1,6,2,3,3
89,2,2,1,2,1,1,2,2,2,1,1,1,1,2,2,1,2,1,3,2,2,2,2,2,2,1,1,1,3,3,1,1,4,4,4,4.0,High,3.0,2,1,42,2,1,2,2,17,3,4,5
41,2,2,1,1,1,1,97,2,2,1,1,1,2,2,3,2,2,2,4,2,2,2,3,2,3,2,2,2,3,3,2,1,5,3,3,3.6666666666666665,High,2.6,2,3,19,1,1,2,1,1,3,1,6
33,3,2,1,2,1,1,97,2,2,1,1,1,1,2,2,2,2,1,4,2,2,2,2,2,2,2,1,1,1,3,2,1,5,3,5,4.333333333333333,High,3.0,2,2,26,1,1,2,1,8,2,3,2
66,2,4,1,2,1,1,2,2,2,1,1,1,1,3,3,2,1,3,2,2,98,2,98,2,2,1,1,1,98,3,1,1,5,5,5,5.0,High,2.6666666666666696,2,1,17,1,1,2,2,5,1,1,6
22,3,4,1,2,1,1,2,1,1,1,1,2,1,2,3,2,2,3,3,3,3,3,2,3,3,2,1,1,2,98,2,1,5,3,4,4.0,High,2.2,1,2,19,1,1,2,1,14,1,3,1
129,3,2,1,1,1,1,97,2,2,1,1,2,1,4,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,3,1,1,5,5,4,4.666666666666667,High,3.4,2,1,18,1,2,2,2,6,2,2,2
106,2,2,1,1,2,1,97,2,1,1,1,1,2,1,4,2,2,4,1,2,1,2,4,1,4,3,1,1,1,3,2,1,5,5,5,5.0,High,2.6,2,2,19,1,1,2,1,1,1,1,5
184,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,4,2,2,2,1,1,2,1,1,1,1,3,1,1,4,4,5,4.333333333333333,High,3.6,3,1,48,2,1,3,2,17,1,4,1
163,4,2,1,2,1,2,97,2,1,1,1,2,2,2,2,1,3,4,4,3,2,2,3,3,4,3,1,2,1,2,3,1,4,3,1,2.6666666666666665,Medium,2.6,2,2,19,1,1,2,1,6,3,4,5
191,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,3,1,1,5,5,5,5.0,High,3.8,3,1,21,1,2,2,1,9,3,3,6
115,2,2,1,1,1,1,1,2,1,1,1,98,1,1,2,2,2,98,4,2,2,2,2,2,2,2,1,1,1,3,2,1,5,5,3,4.333333333333333,High,3.0,2,2,21,1,2,2,2,8,2,3,3
111,2,2,1,2,1,1,2,1,1,1,1,2,1,3,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,3,1,1,4,3,5,4.0,High,3.4,2,1,37,2,1,3,2,16,1,4,2
104,3,2,1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,1,4,2,2,2,2,2,2,2,1,1,1,3,2,1,5,5,5,5.0,High,3.0,2,2,30,2,2,2,2,8,2,4,1
35,2,2,1,2,1,1,1,1,1,1,2,2,1,3,2,2,2,98,4,2,2,2,2,2,2,2,98,1,1,3,2,1,4,5,5,4.666666666666667,High,3.0,2,99,30,2,1,2,1,5,3,2,4
105,3,1,1,2,1,1,2,1,2,1,1,2,2,3,3,3,3,3,3,3,1,3,4,4,3,1,1,1,1,3,2,1,5,4,4,4.333333333333333,High,2.0,1,1,18,1,1,2,1,8,2,3,1
36,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,4,1,1,2,2,1,1,2,1,1,2,3,2,1,5,5,5,5.0,High,3.4,2,2,25,1,1,2,1,1,3,2,6
77,2,1,1,2,1,1,1,1,1,1,1,2,2,3,3,4,4,3,4,2,2,2,3,3,4,2,1,2,2,4,3,1,5,4,5,4.666666666666667,High,2.4,1,2,19,1,2,2,1,14,2,2,1
41,3,2,1,1,1,1,97,2,1,1,1,1,2,2,1,1,4,2,2,3,1,1,3,2,4,3,2,1,2,3,1,1,2,2,5,3.0,Medium,3.4,2,4,28,1,1,2,1,1,3,1,2
76,3,1,1,1,1,1,1,1,2,1,1,1,2,4,2,3,3,3,3,2,2,2,2,2,2,2,1,1,2,1,3,1,4,3,4,3.6666666666666665,High,3.0,2,2,25,1,1,2,2,14,1,3,1
57,2,3,98,98,1,1,97,2,2,1,1,1,1,2,1,2,1,3,4,98,1,1,98,1,3,1,1,1,1,3,1,1,4,4,5,4.333333333333333,High,4.0,3,1,18,1,2,2,1,4,3,3,4
90,3,3,1,2,1,1,1,1,1,1,1,98,1,1,2,98,2,98,3,2,2,2,98,2,98,2,1,1,98,3,2,1,5,5,5,5.0,High,3.0,2,2,43,2,2,2,2,9,3,3,6
25,4,3,1,2,2,2,2,2,2,2,2,1,2,2,2,4,2,1,1,3,4,4,2,4,4,3,2,1,2,5,3,1,3,1,3,2.3333333333333335,Medium,1.8,1,4,34,2,2,2,1,15,3,4,2
144,2,2,1,2,1,2,2,1,1,1,1,98,1,2,2,2,1,2,4,1,2,2,2,1,2,2,1,1,2,3,2,1,5,5,5,5.0,High,3.2,2,2,18,1,2,2,1,17,2,4,3
138,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,3,1,2,2,3,2,1,3,2,2,2.3333333333333335,Medium,3.4,2,2,30,2,2,3,2,15,1,4,1
41,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,2,2,2,3,2,2,1,1,1,2,3,1,1,5,5,5,5.0,High,2.8,2,1,20,1,1,2,1,1,3,1,5
125,2,3,1,1,1,1,97,1,1,1,1,1,2,3,3,2,3,3,3,2,3,3,3,3,3,1,1,1,1,3,3,1,5,5,5,5.0,High,2.0,1,1,24,1,1,2,1,5,3,1,5
76,2,1,1,2,1,1,2,1,1,1,1,1,2,4,1,3,4,2,4,1,1,2,2,2,3,2,98,1,3,97,3,1,1,1,1,1.0,Low,3.4,2,99,23,1,1,2,2,14,2,3,1
66,4,4,1,1,97,97,97,2,2,1,1,1,1,1,98,98,1,98,98,98,98,98,98,98,98,2,1,1,1,3,1,1,5,5,5,5.0,High,0.0,99,2,18,1,2,1,1,5,3,1,6
47,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,3,1,1,1,1,3,1,1,5,5,4,4.666666666666667,High,3.8,3,1,34,2,1,3,2,18,1,4,1
39,4,1,1,1,1,1,97,2,1,1,1,2,1,3,4,4,3,4,2,2,1,2,1,2,4,3,1,1,1,4,3,1,5,5,5,5.0,High,3.0,2,2,25,1,1,2,1,13,3,2,4
76,3,1,1,2,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,4,3,3,3,3,3,2,2,2,98,3,1,1,1,3,1.6666666666666667,Low,1.8,1,4,39,2,2,2,2,14,2,3,1
198,3,1,98,98,1,1,97,1,1,1,1,2,1,1,4,3,2,1,2,2,2,3,2,2,3,2,98,1,1,3,2,1,4,2,4,3.3333333333333335,Medium,2.4,1,99,28,1,1,2,2,0,2,2,1
23,3,1,1,2,1,1,1,1,1,1,1,98,2,1,1,3,1,2,4,1,1,1,1,2,3,3,1,1,1,98,2,1,5,4,4,4.333333333333333,High,3.8,3,2,20,1,1,2,1,15,1,4,3
37,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,1,4,4,4,2,2,2,1,1,1,1,1,1,1,3,1,1,5,5,5,5.0,High,3.4,2,1,15,1,2,2,1,1,2,1,6
187,2,2,1,98,1,1,2,1,2,1,1,2,1,2,98,4,2,3,2,2,2,98,98,98,98,98,2,1,98,3,2,1,4,4,5,4.333333333333333,High,0.0,99,99,21,1,1,2,1,5,3,1,6
44,4,4,2,2,1,2,2,1,2,1,2,2,2,4,4,4,98,3,4,1,2,2,1,3,2,3,1,2,2,3,1,1,5,5,5,5.0,High,2.6,2,2,18,1,2,1,1,1,3,1,4
125,3,3,1,1,1,1,2,2,2,1,1,2,1,2,98,2,2,98,2,2,98,98,98,98,98,2,1,1,1,3,98,1,5,1,5,3.6666666666666665,High,0.0,99,2,23,1,1,2,2,5,3,1,6
138,4,4,98,98,2,2,97,2,2,2,2,98,1,1,98,1,2,98,4,98,98,98,98,98,98,98,98,1,3,1,2,1,3,3,2,2.6666666666666665,Medium,0.0,99,99,22,1,1,2,1,15,3,4,1
115,4,4,1,1,1,2,2,2,1,1,1,2,2,1,4,4,1,4,4,4,2,4,2,2,2,2,2,1,2,3,2,1,5,5,5,5.0,High,2.2,1,3,70,3,1,1,2,8,3,3,5
25,2,1,1,2,1,1,2,1,2,1,2,1,1,3,1,1,1,1,4,1,1,1,2,2,3,1,1,1,1,3,1,1,5,4,5,4.666666666666667,High,3.6,3,1,35,2,1,2,2,15,1,4,1
34,4,1,1,2,1,1,1,2,2,1,1,2,2,3,4,3,1,4,3,2,3,3,3,3,2,3,1,1,1,3,1,1,5,5,4,4.666666666666667,High,1.8,1,2,18,1,2,3,1,6,2,3,6
145,2,1,98,98,1,1,1,1,1,1,1,98,98,2,1,2,2,2,2,2,1,2,4,1,2,1,1,1,98,3,2,1,5,3,5,4.333333333333333,High,3.2,2,1,27,1,2,3,2,16,1,3,2
122,2,2,1,2,1,1,97,2,2,1,1,98,1,3,98,98,2,98,98,3,98,98,98,4,98,2,2,2,1,3,3,1,5,1,4,3.3333333333333335,Medium,0.0,99,3,15,1,2,1,1,2,3,3,6
66,3,3,1,2,1,1,1,2,2,1,1,98,1,2,3,4,2,98,2,3,4,98,98,98,98,3,2,1,3,3,2,1,5,3,3,3.6666666666666665,High,0.0,99,4,22,1,1,2,2,5,2,1,6
68,3,1,1,2,1,1,1,98,98,1,1,2,98,2,2,3,2,3,2,3,2,3,3,3,3,1,98,1,1,3,2,1,3,3,2,2.6666666666666665,Medium,2.4,1,99,23,1,2,3,2,10,1,4,1
78,2,3,1,2,2,1,2,2,2,1,1,2,2,3,4,3,3,3,3,3,3,3,4,3,3,2,2,1,1,1,3,1,3,3,3,3.0,Medium,1.6,1,3,27,1,1,2,1,5,3,1,1
19,2,1,1,1,2,1,97,2,1,1,1,1,1,2,1,3,1,1,2,2,2,2,2,2,2,2,1,1,1,3,2,1,5,5,5,5.0,High,3.2,2,2,22,1,2,2,1,14,2,4,1
17,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,3,4,1,2,2,2,2,2,2,1,1,2,3,1,1,5,5,5,5.0,High,3.0,2,2,21,1,1,2,1,16,1,4,6
47,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,1,1,2,1,2,2,1,1,1,3,3,1,1,5,5,5,5.0,High,3.6,3,1,77,3,1,3,2,18,1,4,3
187,2,1,1,2,1,1,2,2,2,2,1,1,1,2,3,2,2,2,2,2,2,4,98,3,1,1,1,1,1,1,2,1,1,3,5,3.0,Medium,2.0,1,1,19,1,2,2,1,5,2,1,5
67,1,1,1,1,1,1,97,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,5,1,1,5,5,5,5.0,High,4.0,3,1,18,1,1,2,1,1,1,2,1
186,2,2,1,2,1,1,2,1,1,1,1,98,98,2,98,2,98,3,3,1,2,3,4,4,3,98,2,1,2,3,1,1,5,5,5,5.0,High,1.75,1,99,17,1,1,2,2,5,2,1,5
184,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,3,4,1,1,1,1,1,1,1,1,1,2,3,2,1,3,3,3,3.0,Medium,4.0,3,1,28,1,2,3,1,17,1,4,1
14,2,2,1,2,1,1,97,2,2,1,1,1,1,3,2,3,2,2,3,2,2,2,2,2,2,1,1,1,1,3,2,1,4,4,4,4.0,High,3.0,2,1,35,2,2,2,1,17,2,4,1
35,4,4,98,98,97,97,97,2,2,2,1,1,1,3,3,2,1,3,2,2,2,2,2,2,2,2,1,1,1,3,1,1,5,5,5,5.0,High,2.8,2,2,33,2,2,1,1,5,2,2,6
35,2,3,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,3,1,1,5,5,5,5.0,High,3.8,3,1,29,1,2,2,2,5,2,2,6
129,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,4,2,2,1,2,2,4,3,3,3,3,2,2,2,3,1,1,5,5,5,5.0,High,2.2,1,4,23,1,2,2,1,6,2,2,4
114,4,3,98,98,98,98,97,2,2,1,1,2,1,3,98,4,2,98,4,98,4,2,2,3,2,2,2,1,1,2,3,1,4,4,4,4.0,High,2.25,1,3,48,2,2,1,2,6,3,3,1
10,3,2,1,1,1,1,97,2,1,1,1,98,1,3,3,3,1,3,3,1,1,2,1,1,1,1,1,1,1,3,1,1,5,5,5,5.0,High,3.4,2,1,55,3,2,2,1,11,2,2,5
103,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,3,1,2,2,1,1,1,3,2,1,5,4,4,4.333333333333333,High,3.2,2,2,28,1,1,2,1,2,3,1,4
122,3,2,1,2,1,1,97,1,1,1,1,2,2,3,3,3,4,3,3,2,2,4,4,4,4,2,2,2,2,98,3,1,3,3,3,3.0,Medium,1.6,1,3,26,1,2,1,2,2,2,3,4
13,2,1,1,2,1,1,2,1,1,1,2,1,2,1,3,98,98,1,98,98,2,1,2,4,2,3,98,2,2,97,98,1,1,1,2,1.3333333333333333,Low,2.6,2,99,64,3,2,2,1,17,2,4,6
77,1,1,1,1,1,1,1,2,2,2,2,2,98,2,3,1,98,2,2,2,2,2,2,2,2,1,2,1,3,3,2,1,3,3,3,3.0,Medium,2.8,2,3,24,1,2,2,1,14,2,2,3
132,4,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,1,3,2,3,2,98,98,98,2,2,98,1,1,98,1,5,5,4,4.666666666666667,High,3.0,2,3,78,3,2,2,1,15,1,4,6
129,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,2,4,1,2,1,2,1,2,98,1,1,1,3,2,1,5,5,5,5.0,High,3.6,3,99,22,1,2,2,2,6,2,2,6
40,4,3,1,1,97,97,97,2,2,2,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,5,2,1,5,5,5,5.0,High,2.0,1,3,30,2,2,1,1,5,2,2,2
81,3,2,1,2,1,1,2,1,2,1,1,2,1,3,3,3,3,2,4,98,2,3,3,4,4,3,1,1,1,1,98,1,5,5,5,5.0,High,2.0,1,2,22,1,1,2,2,1,3,1,5
119,2,1,1,2,1,1,97,1,2,1,98,98,2,3,2,3,2,2,2,1,2,2,2,2,2,1,1,1,3,3,3,1,5,5,3,4.333333333333333,High,3.0,2,1,36,2,1,2,2,15,2,4,1
87,2,1,1,2,1,1,97,1,1,1,1,1,1,4,1,4,2,2,2,2,1,1,1,4,2,2,1,1,98,3,2,1,2,1,1,1.3333333333333333,Low,3.4,2,2,41,2,2,2,1,8,3,4,5
114,2,2,2,1,1,1,97,2,1,1,1,98,2,2,3,3,2,98,3,2,2,3,3,2,2,1,1,1,1,3,2,1,4,2,4,3.3333333333333335,Medium,2.4,1,1,16,1,1,1,2,6,1,3,6
2,3,1,1,1,1,97,97,2,2,2,2,1,2,2,2,4,2,1,2,3,3,3,3,2,2,2,2,2,2,3,3,1,5,5,5,5.0,High,2.4,1,3,58,3,1,1,2,3,2,2,5
49,3,2,1,2,2,1,2,2,2,99,1,98,1,2,98,98,2,2,2,1,2,1,1,1,1,1,2,1,1,3,1,1,5,5,5,5.0,High,3.75,3,3,44,2,2,2,1,12,2,2,2
106,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,2,4,2,1,1,1,2,2,2,2,2,1,2,1,3,1,5,5,5,5.0,High,3.4,2,3,20,1,1,2,1,1,3,1,6
104,2,3,1,2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,4,2,2,2,2,1,1,1,1,1,2,3,1,1,5,5,5,5.0,High,3.2,2,1,25,1,2,3,2,8,2,4,6
57,4,3,1,98,97,97,97,2,2,1,2,2,1,4,4,4,1,3,4,3,3,3,3,3,1,2,1,2,1,5,1,1,5,5,5,5.0,High,1.8,1,2,70,3,2,1,1,4,1,3,3
83,3,3,1,2,2,1,1,2,1,2,1,1,1,4,3,1,1,3,4,1,1,3,98,3,3,2,2,1,1,3,3,1,5,5,5,5.0,High,2.5,2,3,23,1,2,2,1,16,3,3,5
194,2,1,1,2,1,1,2,1,2,1,1,2,1,4,2,2,2,4,4,2,2,98,2,3,1,2,2,1,98,97,3,1,5,3,3,3.6666666666666665,High,2.75,2,3,33,2,1,2,2,8,3,4,5
89,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,3,2,3,2,2,1,2,1,1,1,2,1,2,1,1,1,1,4,1,1,2.0,Medium,3.8,3,2,25,1,1,2,2,17,3,4,5
67,1,1,1,98,1,1,97,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,5,5,1,3.6666666666666665,High,4.0,3,1,17,1,1,2,1,1,1,2,5
41,3,3,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,3,3,1,2,3,2,3,2,1,1,2,3,2,1,5,2,1,2.6666666666666665,Medium,3.0,2,2,23,1,1,2,2,1,2,1,2
89,4,3,1,1,2,2,1,1,1,2,2,1,1,1,1,2,2,98,2,1,2,2,98,2,3,1,1,1,2,1,1,1,5,2,5,4.0,High,3.25,2,1,35,2,1,3,1,17,2,4,6
116,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,3,1,1,4,1,1,1,3,1,1,1,1,1,1,3,1,1,5,3,4,4.0,High,3.6,3,1,48,2,1,3,2,6,1,2,2
116,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,3,2,2,4,1,1,2,2,2,2,3,1,1,2,3,2,1,5,5,4,4.666666666666667,High,3.4,2,2,28,1,1,3,2,6,2,2,1
14,2,1,1,2,2,1,1,1,1,2,1,2,2,1,98,4,2,99,1,1,1,3,4,4,4,2,1,1,1,3,1,1,5,1,3,3.0,Medium,2.0,1,2,33,2,1,2,2,17,3,4,4
125,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,3,1,1,1,3,2,2,2,2,1,1,1,1,2,1,5,5,4,4.666666666666667,High,2.8,2,2,25,1,1,3,2,5,2,1,4
26,4,4,1,1,2,2,97,2,2,2,1,2,1,2,4,2,2,4,2,98,98,2,98,2,4,1,2,1,1,3,1,1,5,3,5,4.333333333333333,High,2.3333333333333304,1,3,65,3,1,2,1,13,3,3,6
165,3,1,1,2,1,1,2,1,2,1,1,98,1,3,98,98,2,98,4,3,2,98,98,98,98,98,2,1,98,3,2,1,5,3,4,4.0,High,0.0,99,99,22,1,1,2,2,8,1,3,1
41,3,2,1,1,1,2,2,1,1,1,1,98,2,4,3,2,3,2,3,2,1,3,3,3,3,3,1,1,1,3,3,1,5,4,5,4.666666666666667,High,2.4,1,2,19,1,2,1,1,1,3,1,3
111,2,2,1,2,1,1,1,2,1,1,2,1,1,2,2,1,1,1,4,2,1,1,1,2,2,2,2,2,2,3,1,1,5,4,5,4.666666666666667,High,3.6,3,3,70,3,2,3,1,16,1,4,6
78,4,3,1,1,1,1,2,1,2,1,1,1,1,4,2,2,2,3,2,2,3,1,3,1,1,2,1,1,1,1,2,1,5,5,5,5.0,High,3.0,2,2,18,1,1,2,1,5,3,1,2
90,2,1,1,98,1,1,1,1,1,1,1,1,98,3,98,3,2,3,98,2,2,3,3,2,2,2,98,1,2,3,2,1,5,5,5,5.0,High,2.5,2,99,22,1,2,2,2,9,1,3,5
143,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,2,2,4,1,2,2,2,4,3,2,1,1,1,3,1,1,5,5,5,5.0,High,2.6,2,2,22,1,1,2,2,15,2,4,3
22,2,2,1,2,1,1,2,2,2,1,98,2,2,3,3,3,3,3,3,2,2,1,2,2,2,2,1,1,1,3,2,1,5,5,5,5.0,High,3.0,2,2,35,2,1,2,1,14,2,3,6
198,2,4,1,2,1,2,2,2,1,1,1,2,2,4,3,1,1,4,4,4,4,1,1,4,2,3,1,2,1,1,2,1,5,5,5,5.0,High,2.4,1,2,29,1,2,1,2,0,3,2,4
61,4,4,1,1,2,2,2,2,1,1,1,98,1,1,3,98,2,98,4,3,2,98,3,3,3,1,98,1,98,5,2,1,5,5,5,5.0,High,2.25,1,99,20,1,1,1,1,5,3,1,6
73,3,3,2,1,2,1,1,2,2,1,2,1,1,2,3,2,2,2,3,98,2,2,2,2,2,2,1,1,1,3,1,1,5,3,5,4.333333333333333,High,2.8,2,2,18,1,1,2,1,9,2,3,6
