,region,vaccine,year,coverage
1324,Eastern Europe & Central Asia,HIB3,2000,0
1325,Eastern Europe & Central Asia,MCV1,2000,93
1326,Eastern Europe & Central Asia,MCV2,2000,63
1327,Eastern Europe & Central Asia,POL3,2000,93
1328,Eastern Europe & Central Asia,RCV1,2000,32
1329,Eastern Europe & Central Asia,BCG,2001,96
1330,Eastern Europe & Central Asia,DTP1,2001,96
1331,Eastern Europe & Central Asia,DTP3,2001,93
1332,Eastern Europe & Central Asia,HEPB3,2001,47
1333,Eastern Europe & Central Asia,HEPBB,2001,17
1334,Eastern Europe & Central Asia,HIB3,2001,0
1335,Eastern Europe & Central Asia,MCV1,2001,94
1336,Eastern Europe & Central Asia,MCV2,2001,89
1337,Eastern Europe & Central Asia,POL3,2001,94
1338,Eastern Europe & Central Asia,RCV1,2001,43
1339,Eastern Europe & Central Asia,BCG,2002,95
1340,Eastern Europe & Central Asia,DTP1,2002,93
1341,Eastern Europe & Central Asia,DTP3,2002,91
1342,Eastern Europe & Central Asia,HEPB3,2002,71
1343,Eastern Europe & Central Asia,HEPBB,2002,38
1344,Eastern Europe & Central Asia,HIB3,2002,1
1345,Eastern Europe & Central Asia,MCV1,2002,92
1346,Eastern Europe & Central Asia,MCV2,2002,90
1347,Eastern Europe & Central Asia,POL3,2002,91
1348,Eastern Europe & Central Asia,RCV1,2002,49
1349,Eastern Europe & Central Asia,BCG,2003,95
1350,Eastern Europe & Central Asia,DTP1,2003,91
1351,Eastern Europe & Central Asia,DTP3,2003,87
1352,Eastern Europe & Central Asia,HEPB3,2003,80
1353,Eastern Europe & Central Asia,HEPBB,2003,59
1354,Eastern Europe & Central Asia,HIB3,2003,1
1355,Eastern Europe & Central Asia,MCV1,2003,91
1356,Eastern Europe & Central Asia,MCV2,2003,95
1357,Eastern Europe & Central Asia,POL3,2003,88
1358,Eastern Europe & Central Asia,RCV1,2003,51
1359,Eastern Europe & Central Asia,BCG,2004,92
1360,Eastern Europe & Central Asia,DTP1,2004,93
1361,Eastern Europe & Central Asia,DTP3,2004,92
1362,Eastern Europe & Central Asia,HEPB3,2004,88
1363,Eastern Europe & Central Asia,HEPBB,2004,65
1364,Eastern Europe & Central Asia,HIB3,2004,1
1365,Eastern Europe & Central Asia,MCV1,2004,92
1366,Eastern Europe & Central Asia,MCV2,2004,96
1367,Eastern Europe & Central Asia,POL3,2004,93
1368,Eastern Europe & Central Asia,RCV1,2004,57
1369,Eastern Europe & Central Asia,BCG,2005,93
1370,Eastern Europe & Central Asia,DTP1,2005,96
1371,Eastern Europe & Central Asia,DTP3,2005,95
1372,Eastern Europe & Central Asia,HEPB3,2005,91
1373,Eastern Europe & Central Asia,HEPBB,2005,68
1374,Eastern Europe & Central Asia,HIB3,2005,1
1375,Eastern Europe & Central Asia,MCV1,2005,95
1376,Eastern Europe & Central Asia,MCV2,2005,94
1377,Eastern Europe & Central Asia,POL3,2005,95
1378,Eastern Europe & Central Asia,RCV1,2005,58
1379,Eastern Europe & Central Asia,BCG,2006,95
1380,Eastern Europe & Central Asia,DTP1,2006,96
1381,Eastern Europe & Central Asia,DTP3,2006,94
1382,Eastern Europe & Central Asia,HEPB3,2006,91
1383,Eastern Europe & Central Asia,HEPBB,2006,67
1384,Eastern Europe & Central Asia,HIB3,2006,3
1385,Eastern Europe & Central Asia,MCV1,2006,96
1386,Eastern Europe & Central Asia,MCV2,2006,89
1387,Eastern Europe & Central Asia,POL3,2006,94
1388,Eastern Europe & Central Asia,RCV1,2006,92
1389,Eastern Europe & Central Asia,ROTAC,2006,0
1390,Eastern Europe & Central Asia,BCG,2007,96
1391,Eastern Europe & Central Asia,DTP1,2007,98
1392,Eastern Europe & Central Asia,DTP3,2007,96
1393,Eastern Europe & Central Asia,HEPB3,2007,95
1394,Eastern Europe & Central Asia,HEPBB,2007,66
1395,Eastern Europe & Central Asia,HIB3,2007,24
1396,Eastern Europe & Central Asia,MCV1,2007,97
1397,Eastern Europe & Central Asia,MCV2,2007,90
1398,Eastern Europe & Central Asia,POL3,2007,96
1399,Eastern Europe & Central Asia,RCV1,2007,93
1400,Eastern Europe & Central Asia,ROTAC,2007,0
1401,Eastern Europe & Central Asia,BCG,2008,96
1402,Eastern Europe & Central Asia,DTP1,2008,97
1403,Eastern Europe & Central Asia,DTP3,2008,96
1404,Eastern Europe & Central Asia,HEPB3,2008,93
1405,Eastern Europe & Central Asia,HEPBB,2008,66
1406,Eastern Europe & Central Asia,HIB3,2008,36
1407,Eastern Europe & Central Asia,MCV1,2008,97
1408,Eastern Europe & Central Asia,MCV2,2008,87
1409,Eastern Europe & Central Asia,PCV3,2008,0
1410,Eastern Europe & Central Asia,POL3,2008,96
1411,Eastern Europe & Central Asia,RCV1,2008,93
1412,Eastern Europe & Central Asia,ROTAC,2008,0
1413,Eastern Europe & Central Asia,BCG,2009,96
1414,Eastern Europe & Central Asia,DTP1,2009,95
1415,Eastern Europe & Central Asia,DTP3,2009,94
1416,Eastern Europe & Central Asia,HEPB3,2009,93
1417,Eastern Europe & Central Asia,HEPBB,2009,65
1418,Eastern Europe & Central Asia,HIB3,2009,51
1419,Eastern Europe & Central Asia,MCV1,2009,95
1420,Eastern Europe & Central Asia,MCV2,2009,83
1421,Eastern Europe & Central Asia,PCV3,2009,21
1422,Eastern Europe & Central Asia,POL3,2009,95
1423,Eastern Europe & Central Asia,RCV1,2009,95
1424,Eastern Europe & Central Asia,ROTAC,2009,0
1425,Eastern Europe & Central Asia,BCG,2010,97
1426,Eastern Europe & Central Asia,DTP1,2010,94
1427,Eastern Europe & Central Asia,DTP3,2010,93
1428,Eastern Europe & Central Asia,HEPB3,2010,92
1429,Eastern Europe & Central Asia,HEPBB,2010,59
1430,Eastern Europe & Central Asia,HIB3,2010,55
1431,Eastern Europe & Central Asia,MCV1,2010,94
1432,Eastern Europe & Central Asia,MCV2,2010,87
1433,Eastern Europe & Central Asia,PCV3,2010,21
1434,Eastern Europe & Central Asia,POL3,2010,93
1435,Eastern Europe & Central Asia,RCV1,2010,94
1436,Eastern Europe & Central Asia,ROTAC,2010,0
1437,Eastern Europe & Central Asia,BCG,2011,96
1438,Eastern Europe & Central Asia,DTP1,2011,94
1439,Eastern Europe & Central Asia,DTP3,2011,93
1440,Eastern Europe & Central Asia,HEPB3,2011,90
1441,Eastern Europe & Central Asia,HEPBB,2011,64
1442,Eastern Europe & Central Asia,HIB3,2011,58
1443,Eastern Europe & Central Asia,MCV1,2011,95
1444,Eastern Europe & Central Asia,MCV2,2011,91
1445,Eastern Europe & Central Asia,PCV3,2011,22
1446,Eastern Europe & Central Asia,POL3,2011,93
1447,Eastern Europe & Central Asia,RCV1,2011,95
1448,Eastern Europe & Central Asia,ROTAC,2011,0
1449,Eastern Europe & Central Asia,BCG,2012,97
1450,Eastern Europe & Central Asia,DTP1,2012,95
1451,Eastern Europe & Central Asia,DTP3,2012,95
1452,Eastern Europe & Central Asia,HEPB3,2012,92
1453,Eastern Europe & Central Asia,HEPBB,2012,64
1454,Eastern Europe & Central Asia,HIB3,2012,65
1455,Eastern Europe & Central Asia,MCV1,2012,95
1456,Eastern Europe & Central Asia,MCV2,2012,90
1457,Eastern Europe & Central Asia,PCV3,2012,24
1458,Eastern Europe & Central Asia,POL3,2012,95
1459,Eastern Europe & Central Asia,RCV1,2012,95
1460,Eastern Europe & Central Asia,ROTAC,2012,0
1461,Eastern Europe & Central Asia,BCG,2013,97
1462,Eastern Europe & Central Asia,DTP1,2013,96
1463,Eastern Europe & Central Asia,DTP3,2013,95
1464,Eastern Europe & Central Asia,HEPB3,2013,93
1465,Eastern Europe & Central Asia,HEPBB,2013,64
1466,Eastern Europe & Central Asia,HIB3,2013,65
1467,Eastern Europe & Central Asia,MCV1,2013,96
1468,Eastern Europe & Central Asia,MCV2,2013,93
1469,Eastern Europe & Central Asia,PCV3,2013,25
1470,Eastern Europe & Central Asia,POL3,2013,95
1471,Eastern Europe & Central Asia,RCV1,2013,96
1472,Eastern Europe & Central Asia,ROTAC,2013,1
1473,Eastern Europe & Central Asia,BCG,2014,92
1474,Eastern Europe & Central Asia,DTP1,2014,94
1475,Eastern Europe & Central Asia,DTP3,2014,91
1476,Eastern Europe & Central Asia,HEPB3,2014,91
1477,Eastern Europe & Central Asia,HEPBB,2014,64
1478,Eastern Europe & Central Asia,HIB3,2014,61
1479,Eastern Europe & Central Asia,MCV1,2014,93
1480,Eastern Europe & Central Asia,MCV2,2014,91
1481,Eastern Europe & Central Asia,PCV3,2014,27
1482,Eastern Europe & Central Asia,POL3,2014,92
1483,Eastern Europe & Central Asia,RCV1,2014,93
1484,Eastern Europe & Central Asia,ROTAC,2014,7
1485,Eastern Europe & Central Asia,BCG,2015,92
1486,Eastern Europe & Central Asia,DTP1,2015,95
1487,Eastern Europe & Central Asia,DTP3,2015,91
1488,Eastern Europe & Central Asia,HEPB3,2015,91
1489,Eastern Europe & Central Asia,HEPBB,2015,64
1490,Eastern Europe & Central Asia,HIB3,2015,61
1491,Eastern Europe & Central Asia,IPV1,2015,68
1492,Eastern Europe & Central Asia,MCV1,2015,94
1493,Eastern Europe & Central Asia,MCV2,2015,90
1494,Eastern Europe & Central Asia,PCV3,2015,30
1495,Eastern Europe & Central Asia,POL3,2015,93
1496,Eastern Europe & Central Asia,RCV1,2015,94
1497,Eastern Europe & Central Asia,ROTAC,2015,16
1498,Eastern Europe & Central Asia,BCG,2016,95
1499,Eastern Europe & Central Asia,DTP1,2016,93
1500,Eastern Europe & Central Asia,DTP3,2016,90
1501,Eastern Europe & Central Asia,HEPB3,2016,91
1502,Eastern Europe & Central Asia,HEPBB,2016,62
1503,Eastern Europe & Central Asia,HIB3,2016,61
1504,Eastern Europe & Central Asia,IPV1,2016,72
1505,Eastern Europe & Central Asia,MCV1,2016,93
1506,Eastern Europe & Central Asia,MCV2,2016,88
1507,Eastern Europe & Central Asia,PCV3,2016,55
1508,Eastern Europe & Central Asia,POL3,2016,93
1509,Eastern Europe & Central Asia,RCV1,2016,93
1510,Eastern Europe & Central Asia,ROTAC,2016,17
1511,Eastern Europe & Central Asia,BCG,2017,95
1512,Eastern Europe & Central Asia,DTP1,2017,95
1513,Eastern Europe & Central Asia,DTP3,2017,93
1514,Eastern Europe & Central Asia,HEPB3,2017,93
1515,Eastern Europe & Central Asia,HEPBB,2017,62
1516,Eastern Europe & Central Asia,HIB3,2017,61
1517,Eastern Europe & Central Asia,IPV1,2017,70
1518,Eastern Europe & Central Asia,MCV1,2017,96
1519,Eastern Europe & Central Asia,MCV2,2017,93
1520,Eastern Europe & Central Asia,PCV3,2017,67
1521,Eastern Europe & Central Asia,POL3,2017,93
1522,Eastern Europe & Central Asia,RCV1,2017,96
1523,Eastern Europe & Central Asia,ROTAC,2017,17
1524,Eastern Europe & Central Asia,BCG,2018,96
1525,Eastern Europe & Central Asia,DTP1,2018,97
1526,Eastern Europe & Central Asia,DTP3,2018,95
1527,Eastern Europe & Central Asia,HEPB3,2018,95
1528,Eastern Europe & Central Asia,HEPBB,2018,63
1529,Eastern Europe & Central Asia,HIB3,2018,64
1530,Eastern Europe & Central Asia,IPV1,2018,88
1531,Eastern Europe & Central Asia,MCV1,2018,96
1532,Eastern Europe & Central Asia,MCV2,2018,94
1533,Eastern Europe & Central Asia,PCV3,2018,72
1534,Eastern Europe & Central Asia,POL3,2018,95
1535,Eastern Europe & Central Asia,RCV1,2018,96
1536,Eastern Europe & Central Asia,ROTAC,2018,16
1537,Eastern Europe & Central Asia,BCG,2019,95
1538,Eastern Europe & Central Asia,DTP1,2019,97
1539,Eastern Europe & Central Asia,DTP3,2019,96
1540,Eastern Europe & Central Asia,HEPB3,2019,95
1541,Eastern Europe & Central Asia,HEPBB,2019,65
1542,Eastern Europe & Central Asia,HIB3,2019,66
1543,Eastern Europe & Central Asia,IPV1,2019,95
1544,Eastern Europe & Central Asia,MCV1,2019,97
1545,Eastern Europe & Central Asia,MCV2,2019,94
1546,Eastern Europe & Central Asia,PCV3,2019,76
1547,Eastern Europe & Central Asia,POL3,2019,95
1548,Eastern Europe & Central Asia,RCV1,2019,97
1549,Eastern Europe & Central Asia,ROTAC,2019,12
1550,Latin America & Caribbean,BCG,1980,53
1551,Latin America & Caribbean,DTP1,1980,61
1552,Latin America & Caribbean,DTP3,1980,37
1553,Latin America & Caribbean,MCV1,1980,42
1554,Latin America & Caribbean,POL3,1980,60
1555,Latin America & Caribbean,RCV1,1980,0
1556,Latin America & Caribbean,BCG,1981,58
1557,Latin America & Caribbean,DTP1,1981,66
1558,Latin America & Caribbean,DTP3,1981,42
1559,Latin America & Caribbean,MCV1,1981,48
1560,Latin America & Caribbean,POL3,1981,52
1561,Latin America & Caribbean,RCV1,1981,0
1562,Latin America & Caribbean,BCG,1982,62
1563,Latin America & Caribbean,DTP1,1982,69
1564,Latin America & Caribbean,DTP3,1982,47
1565,Latin America & Caribbean,MCV1,1982,48
1566,Latin America & Caribbean,POL3,1982,58
1567,Latin America & Caribbean,RCV1,1982,0
1568,Latin America & Caribbean,BCG,1983,64
1569,Latin America & Caribbean,DTP1,1983,72
1570,Latin America & Caribbean,DTP3,1983,49
1571,Latin America & Caribbean,MCV1,1983,47
1572,Latin America & Caribbean,POL3,1983,60
1573,Latin America & Caribbean,RCV1,1983,0
1574,Latin America & Caribbean,BCG,1984,67
1575,Latin America & Caribbean,DTP1,1984,77
1576,Latin America & Caribbean,DTP3,1984,56
1577,Latin America & Caribbean,MCV1,1984,52
1578,Latin America & Caribbean,POL3,1984,67
1579,Latin America & Caribbean,RCV1,1984,0
1580,Latin America & Caribbean,BCG,1985,58
1581,Latin America & Caribbean,DTP1,1985,77
1582,Latin America & Caribbean,DTP3,1985,55
1583,Latin America & Caribbean,HEPB3,1985,0
1584,Latin America & Caribbean,MCV1,1985,60
1585,Latin America & Caribbean,POL3,1985,59
1586,Latin America & Caribbean,RCV1,1985,0
1587,Latin America & Caribbean,BCG,1986,67
1588,Latin America & Caribbean,DTP1,1986,78
1589,Latin America & Caribbean,DTP3,1986,56
1590,Latin America & Caribbean,HEPB3,1986,0
1591,Latin America & Caribbean,MCV1,1986,61
1592,Latin America & Caribbean,POL3,1986,65
1593,Latin America & Caribbean,RCV1,1986,2
1594,Latin America & Caribbean,BCG,1987,71
1595,Latin America & Caribbean,DTP1,1987,80
1596,Latin America & Caribbean,DTP3,1987,59
1597,Latin America & Caribbean,HEPB3,1987,0
1598,Latin America & Caribbean,MCV1,1987,60
1599,Latin America & Caribbean,POL3,1987,68
1600,Latin America & Caribbean,RCV1,1987,3
1601,Latin America & Caribbean,BCG,1988,76
1602,Latin America & Caribbean,DTP1,1988,82
1603,Latin America & Caribbean,DTP3,1988,62
1604,Latin America & Caribbean,HEPB3,1988,0
1605,Latin America & Caribbean,MCV1,1988,66
1606,Latin America & Caribbean,POL3,1988,74
1607,Latin America & Caribbean,RCV1,1988,3
1608,Latin America & Caribbean,BCG,1989,78
1609,Latin America & Caribbean,DTP1,1989,84
1610,Latin America & Caribbean,DTP3,1989,64
1611,Latin America & Caribbean,HEPB3,1989,0
1612,Latin America & Caribbean,MCV1,1989,70
1613,Latin America & Caribbean,POL3,1989,73
1614,Latin America & Caribbean,RCV1,1989,3
1615,Latin America & Caribbean,BCG,1990,79
1616,Latin America & Caribbean,DTP1,1990,86
1617,Latin America & Caribbean,DTP3,1990,68
1618,Latin America & Caribbean,HEPB3,1990,0
1619,Latin America & Caribbean,HIB3,1990,0
1620,Latin America & Caribbean,MCV1,1990,76
1621,Latin America & Caribbean,POL3,1990,70
1622,Latin America & Caribbean,RCV1,1990,5
1623,Latin America & Caribbean,BCG,1991,86
1624,Latin America & Caribbean,DTP1,1991,91
1625,Latin America & Caribbean,DTP3,1991,78
1626,Latin America & Caribbean,HEPB3,1991,0
1627,Latin America & Caribbean,HIB3,1991,0
1628,Latin America & Caribbean,MCV1,1991,80
1629,Latin America & Caribbean,POL3,1991,76
1630,Latin America & Caribbean,RCV1,1991,6
1631,Latin America & Caribbean,BCG,1992,89
1632,Latin America & Caribbean,DTP1,1992,91
1633,Latin America & Caribbean,DTP3,1992,77
1634,Latin America & Caribbean,HEPB3,1992,0
1635,Latin America & Caribbean,HIB3,1992,0
1636,Latin America & Caribbean,MCV1,1992,83
1637,Latin America & Caribbean,POL3,1992,77
1638,Latin America & Caribbean,RCV1,1992,6
1639,Latin America & Caribbean,BCG,1993,92
1640,Latin America & Caribbean,DTP1,1993,92
1641,Latin America & Caribbean,DTP3,1993,79
1642,Latin America & Caribbean,HEPB3,1993,1
1643,Latin America & Caribbean,HIB3,1993,0
1644,Latin America & Caribbean,MCV1,1993,82
1645,Latin America & Caribbean,POL3,1993,76
1646,Latin America & Caribbean,RCV1,1993,6
1647,Latin America & Caribbean,BCG,1994,94
1648,Latin America & Caribbean,DTP1,1994,80
1649,Latin America & Caribbean,DTP3,1994,80
1650,Latin America & Caribbean,HEPB3,1994,3
1651,Latin America & Caribbean,HIB3,1994,0
1652,Latin America & Caribbean,MCV1,1994,82
1653,Latin America & Caribbean,POL3,1994,80
1654,Latin America & Caribbean,RCV1,1994,6
1655,Latin America & Caribbean,BCG,1995,96
1656,Latin America & Caribbean,DTP1,1995,91
1657,Latin America & Caribbean,DTP3,1995,83
1658,Latin America & Caribbean,HEPB3,1995,10
1659,Latin America & Caribbean,HIB3,1995,0
1660,Latin America & Caribbean,MCV1,1995,86
1661,Latin America & Caribbean,POL3,1995,84
1662,Latin America & Caribbean,RCV1,1995,14
1663,Latin America & Caribbean,BCG,1996,96
1664,Latin America & Caribbean,DTP1,1996,88
1665,Latin America & Caribbean,DTP3,1996,82
1666,Latin America & Caribbean,HEPB3,1996,13
1667,Latin America & Caribbean,HIB3,1996,2
1668,Latin America & Caribbean,MCV1,1996,84
1669,Latin America & Caribbean,POL3,1996,84
1670,Latin America & Caribbean,RCV1,1996,13
1671,Latin America & Caribbean,BCG,1997,96
1672,Latin America & Caribbean,DTP1,1997,95
1673,Latin America & Caribbean,DTP3,1997,83
1674,Latin America & Caribbean,HEPB3,1997,10
1675,Latin America & Caribbean,HIB3,1997,3
1676,Latin America & Caribbean,MCV1,1997,89
1677,Latin America & Caribbean,POL3,1997,87
1678,Latin America & Caribbean,RCV1,1997,23
1679,Latin America & Caribbean,YFV,1997,0
1680,Latin America & Caribbean,BCG,1998,95
1681,Latin America & Caribbean,DTP1,1998,96
1682,Latin America & Caribbean,DTP3,1998,86
1683,Latin America & Caribbean,HEPB3,1998,13
1684,Latin America & Caribbean,HIB3,1998,11
1685,Latin America & Caribbean,MCV1,1998,91
1686,Latin America & Caribbean,POL3,1998,88
1687,Latin America & Caribbean,RCV1,1998,49
1688,Latin America & Caribbean,YFV,1998,22
1689,Latin America & Caribbean,BCG,1999,96
1690,Latin America & Caribbean,DTP1,1999,97
1691,Latin America & Caribbean,DTP3,1999,89
1692,Latin America & Caribbean,HEPB3,1999,36
1693,Latin America & Caribbean,HIB3,1999,17
1694,Latin America & Caribbean,MCV1,1999,92
1695,Latin America & Caribbean,POL3,1999,91
1696,Latin America & Caribbean,RCV1,1999,49
1697,Latin America & Caribbean,YFV,1999,22
1698,Latin America & Caribbean,BCG,2000,96
1699,Latin America & Caribbean,DTP1,2000,96
1700,Latin America & Caribbean,DTP3,2000,91
1701,Latin America & Caribbean,HEPB3,2000,65
1702,Latin America & Caribbean,HEPBB,2000,32
1703,Latin America & Caribbean,HIB3,2000,69
1704,Latin America & Caribbean,MCV1,2000,93
1705,Latin America & Caribbean,MCV2,2000,60
1706,Latin America & Caribbean,POL3,2000,91
1707,Latin America & Caribbean,RCV1,2000,82
1708,Latin America & Caribbean,YFV,2000,24
1709,Latin America & Caribbean,BCG,2001,95
1710,Latin America & Caribbean,DTP1,2001,95
1711,Latin America & Caribbean,DTP3,2001,90
1712,Latin America & Caribbean,HEPB3,2001,68
1713,Latin America & Caribbean,HEPBB,2001,34
1714,Latin America & Caribbean,HIB3,2001,72
1715,Latin America & Caribbean,MCV1,2001,95
1716,Latin America & Caribbean,MCV2,2001,61
1717,Latin America & Caribbean,POL3,2001,92
1718,Latin America & Caribbean,RCV1,2001,87
1719,Latin America & Caribbean,YFV,2001,28
1720,Latin America & Caribbean,BCG,2002,95
1721,Latin America & Caribbean,DTP1,2002,96
1722,Latin America & Caribbean,DTP3,2002,91
1723,Latin America & Caribbean,HEPB3,2002,73
1724,Latin America & Caribbean,HEPBB,2002,33
1725,Latin America & Caribbean,HIB3,2002,76
1726,Latin America & Caribbean,MCV1,2002,93
1727,Latin America & Caribbean,MCV2,2002,57
1728,Latin America & Caribbean,POL3,2002,92
1729,Latin America & Caribbean,RCV1,2002,86
1730,Latin America & Caribbean,YFV,2002,18
1731,Latin America & Caribbean,BCG,2003,97
1732,Latin America & Caribbean,DTP1,2003,96
1733,Latin America & Caribbean,DTP3,2003,93
1734,Latin America & Caribbean,HEPB3,2003,82
1735,Latin America & Caribbean,HEPBB,2003,36
1736,Latin America & Caribbean,HIB3,2003,82
1737,Latin America & Caribbean,MCV1,2003,94
1738,Latin America & Caribbean,MCV2,2003,55
1739,Latin America & Caribbean,POL3,2003,94
1740,Latin America & Caribbean,RCV1,2003,91
1741,Latin America & Caribbean,YFV,2003,32
1742,Latin America & Caribbean,BCG,2004,97
1743,Latin America & Caribbean,DTP1,2004,96
1744,Latin America & Caribbean,DTP3,2004,93
1745,Latin America & Caribbean,HEPB3,2004,85
1746,Latin America & Caribbean,HEPBB,2004,42
1747,Latin America & Caribbean,HIB3,2004,87
1748,Latin America & Caribbean,MCV1,2004,93
1749,Latin America & Caribbean,MCV2,2004,57
1750,Latin America & Caribbean,POL3,2004,92
1751,Latin America & Caribbean,RCV1,2004,92
1752,Latin America & Caribbean,YFV,2004,34
1753,Latin America & Caribbean,BCG,2005,97
1754,Latin America & Caribbean,DTP1,2005,97
1755,Latin America & Caribbean,DTP3,2005,94
1756,Latin America & Caribbean,HEPB3,2005,90
1757,Latin America & Caribbean,HEPBB,2005,43
1758,Latin America & Caribbean,HIB3,2005,92
1759,Latin America & Caribbean,MCV1,2005,93
1760,Latin America & Caribbean,MCV2,2005,55
1761,Latin America & Caribbean,POL3,2005,92
1762,Latin America & Caribbean,RCV1,2005,91
1763,Latin America & Caribbean,YFV,2005,40
1764,Latin America & Caribbean,BCG,2006,96
1765,Latin America & Caribbean,DTP1,2006,96
1766,Latin America & Caribbean,DTP3,2006,93
1767,Latin America & Caribbean,HEPB3,2006,91
1768,Latin America & Caribbean,HEPBB,2006,43
1769,Latin America & Caribbean,HIB3,2006,91
1770,Latin America & Caribbean,MCV1,2006,94
1771,Latin America & Caribbean,MCV2,2006,54
1772,Latin America & Caribbean,POL3,2006,94
1773,Latin America & Caribbean,RCV1,2006,93
1774,Latin America & Caribbean,ROTAC,2006,15
1775,Latin America & Caribbean,YFV,2006,52
1776,Latin America & Caribbean,BCG,2007,96
1777,Latin America & Caribbean,DTP1,2007,95
1778,Latin America & Caribbean,DTP3,2007,93
1779,Latin America & Caribbean,HEPB3,2007,90
1780,Latin America & Caribbean,HEPBB,2007,44
1781,Latin America & Caribbean,HIB3,2007,91
1782,Latin America & Caribbean,MCV1,2007,94
1783,Latin America & Caribbean,MCV2,2007,52
1784,Latin America & Caribbean,POL3,2007,93
1785,Latin America & Caribbean,RCV1,2007,92
1786,Latin America & Caribbean,ROTAC,2007,27
1787,Latin America & Caribbean,YFV,2007,52
1788,Latin America & Caribbean,BCG,2008,97
1789,Latin America & Caribbean,DTP1,2008,97
1790,Latin America & Caribbean,DTP3,2008,92
1791,Latin America & Caribbean,HEPB3,2008,90
1792,Latin America & Caribbean,HEPBB,2008,45
1793,Latin America & Caribbean,HIB3,2008,90
1794,Latin America & Caribbean,MCV1,2008,95
1795,Latin America & Caribbean,MCV2,2008,55
1796,Latin America & Caribbean,PCV3,2008,3
1797,Latin America & Caribbean,POL3,2008,94
1798,Latin America & Caribbean,RCV1,2008,95
1799,Latin America & Caribbean,ROTAC,2008,42
1800,Latin America & Caribbean,YFV,2008,51
1801,Latin America & Caribbean,BCG,2009,97
1802,Latin America & Caribbean,DTP1,2009,96
1803,Latin America & Caribbean,DTP3,2009,94
1804,Latin America & Caribbean,HEPB3,2009,92
1805,Latin America & Caribbean,HEPBB,2009,44
1806,Latin America & Caribbean,HIB3,2009,92
1807,Latin America & Caribbean,MCV1,2009,94
1808,Latin America & Caribbean,MCV2,2009,60
1809,Latin America & Caribbean,PCV3,2009,11
1810,Latin America & Caribbean,POL3,2009,93
1811,Latin America & Caribbean,RCV1,2009,94
1812,Latin America & Caribbean,ROTAC,2009,62
1813,Latin America & Caribbean,YFV,2009,44
1814,Latin America & Caribbean,BCG,2010,96
1815,Latin America & Caribbean,DTP1,2010,96
1816,Latin America & Caribbean,DTP3,2010,93
1817,Latin America & Caribbean,HEPB3,2010,90
1818,Latin America & Caribbean,HEPBB,2010,45
1819,Latin America & Caribbean,HIB3,2010,91
1820,Latin America & Caribbean,MCV1,2010,93
1821,Latin America & Caribbean,MCV2,2010,60
1822,Latin America & Caribbean,PCV3,2010,35
1823,Latin America & Caribbean,POL3,2010,93
1824,Latin America & Caribbean,RCV1,2010,93
1825,Latin America & Caribbean,ROTAC,2010,66
1826,Latin America & Caribbean,YFV,2010,46
1827,Latin America & Caribbean,BCG,2011,96
1828,Latin America & Caribbean,DTP1,2011,96
1829,Latin America & Caribbean,DTP3,2011,93
1830,Latin America & Caribbean,HEPB3,2011,91
1831,Latin America & Caribbean,HEPBB,2011,46
1832,Latin America & Caribbean,HIB3,2011,91
1833,Latin America & Caribbean,MCV1,2011,95
1834,Latin America & Caribbean,MCV2,2011,67
1835,Latin America & Caribbean,PCV3,2011,60
1836,Latin America & Caribbean,POL3,2011,93
1837,Latin America & Caribbean,RCV1,2011,95
1838,Latin America & Caribbean,ROTAC,2011,73
1839,Latin America & Caribbean,YFV,2011,49
1840,Latin America & Caribbean,BCG,2012,97
1841,Latin America & Caribbean,DTP1,2012,96
1842,Latin America & Caribbean,DTP3,2012,93
1843,Latin America & Caribbean,HEPB3,2012,92
1844,Latin America & Caribbean,HEPBB,2012,46
1845,Latin America & Caribbean,HIB3,2012,91
1846,Latin America & Caribbean,MCV1,2012,95
1847,Latin America & Caribbean,MCV2,2012,66
1848,Latin America & Caribbean,PCV3,2012,71
1849,Latin America & Caribbean,POL3,2012,93
1850,Latin America & Caribbean,RCV1,2012,95
1851,Latin America & Caribbean,ROTAC,2012,75
1852,Latin America & Caribbean,YFV,2012,54
1853,Latin America & Caribbean,BCG,2013,94
1854,Latin America & Caribbean,DTP1,2013,94
1855,Latin America & Caribbean,DTP3,2013,90
1856,Latin America & Caribbean,HEPB3,2013,89
1857,Latin America & Caribbean,HEPBB,2013,48
1858,Latin America & Caribbean,HIB3,2013,90
1859,Latin America & Caribbean,MCV1,2013,92
1860,Latin America & Caribbean,MCV2,2013,61
1861,Latin America & Caribbean,PCV3,2013,74
1862,Latin America & Caribbean,POL3,2013,88
1863,Latin America & Caribbean,RCV1,2013,92
1864,Latin America & Caribbean,ROTAC,2013,73
1865,Latin America & Caribbean,YFV,2013,55
1866,Latin America & Caribbean,BCG,2014,96
1867,Latin America & Caribbean,DTP1,2014,95
1868,Latin America & Caribbean,DTP3,2014,89
1869,Latin America & Caribbean,HEPB3,2014,89
1870,Latin America & Caribbean,HEPBB,2014,47
1871,Latin America & Caribbean,HIB3,2014,89
1872,Latin America & Caribbean,MCV1,2014,93
1873,Latin America & Caribbean,MCV2,2014,73
1874,Latin America & Caribbean,PCV3,2014,79
1875,Latin America & Caribbean,POL3,2014,89
1876,Latin America & Caribbean,RCV1,2014,93
1877,Latin America & Caribbean,ROTAC,2014,74
1878,Latin America & Caribbean,YFV,2014,56
