CTRY,SC_KNOWL,UND_SCSCI,SC_DZ,SC_POET,SC_PS,SC_SS,SC_UNI,SCINFO_30D,MDHINFO_30D,SC_INT,MDH_INT,CONF_NGO,CONF_HOSP,TRU_NEIGHB,TRU_SCI,TRU_JO,TRU_HCW,TRU_NGOPPL,TRU_TH,TRU_SC,TRUSCI_ACCINFO,TRUSCIUNI_BEN,TRUSCIUNI_HON,TRUSCICOM_BEN,TRUSCICOM_HON,SCI_BENPPL,SCI_BENRESP,SCTECH_IMPRLIFE,SCTECH_JOBS,TRU_PPLADV,TRU_HCWADV,HRD_VAC,VAC_IMPTCH,VAC_SF,VAC_EFF,TRUSCI_IDX,TRUSCI_LVL,VW_SC,AGE,AGE_CAT,GEN,EDU,LIV_AR,RGN,SUBJ_HHI,CTRY_INC,EMP_STAT
23,2,1,1,2,1,1.0,97.0,2,2,1,1,1,2,2,1,2,1,2,3,2,2,2,2,3,3,3,2,1,1,3,1,1,1.0,3.0,2.0,3.0,2,4,47.0,2.0,1,2.0,1.0,15,2.0,4.0,1.0
34,4,1,2,1,1,1.0,1.0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,3,2,1,1.0,1.0,1.0,3.0,2,2,49.0,2.0,1,3.0,2.0,6,2.0,3.0,1.0
51,98,2,98,98,98,98.0,98.0,2,1,2,98,1,1,1,2,2,1,1,1,2,98,98,98,98,98,98,98,98,98,3,2,1,1.0,1.0,1.0,0.0,99,99,78.0,3.0,1,1.0,1.0,11,3.0,3.0,6.0
140,2,1,1,2,1,1.0,97.0,1,1,1,1,1,1,3,2,2,2,2,2,1,1,2,3,2,2,1,1,1,2,3,2,1,1.0,2.0,2.0,3.0,2,1,19.0,1.0,1,2.0,1.0,5,3.0,1.0,6.0
48,2,3,1,2,1,97.0,97.0,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,3,1,1,1.0,1.0,1.0,3.6,3,1,18.0,1.0,2,1.0,2.0,11,2.0,2.0,6.0
21,3,2,1,2,2,2.0,97.0,2,2,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,1,1,1,2,1,2,1,3.0,4.0,3.0,3.0,2,1,18.0,1.0,1,2.0,1.0,14,2.0,4.0,6.0
16,2,1,1,2,1,1.0,97.0,1,1,2,2,1,1,2,2,3,1,1,4,2,2,2,3,4,4,2,2,1,2,3,1,1,1.0,1.0,1.0,2.4,1,3,68.0,3.0,1,2.0,2.0,17,1.0,4.0,6.0
144,2,3,1,2,1,1.0,2.0,2,2,2,1,98,1,3,2,4,1,2,2,2,2,2,2,2,2,1,1,1,2,3,2,1,1.0,3.0,3.0,3.0,2,1,36.0,2.0,2,2.0,1.0,17,2.0,4.0,1.0
97,2,1,1,2,1,1.0,1.0,1,1,1,1,1,1,3,2,2,2,2,3,2,2,2,2,2,2,1,1,1,1,3,1,1,1.0,1.0,1.0,3.0,2,1,19.0,1.0,2,2.0,1.0,16,1.0,3.0,6.0
164,2,2,2,1,1,1.0,2.0,2,2,2,1,1,1,2,4,2,2,3,2,3,3,98,2,3,2,3,2,2,3,5,2,1,1.0,2.0,3.0,2.0,1,4,27.0,1.0,2,2.0,1.0,8,2.0,3.0,6.0
193,3,2,1,1,1,1.0,1.0,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,3,1,1,1.0,2.0,2.0,2.0,1,2,31.0,2.0,1,3.0,1.0,13,1.0,4.0,1.0
175,2,1,1,1,2,1.0,1.0,2,2,2,1,1,1,2,1,2,1,1,2,2,2,1,2,2,1,1,1,1,2,3,1,1,1.0,1.0,1.0,3.4,2,1,30.0,2.0,2,3.0,1.0,14,2.0,4.0,1.0
77,1,1,1,2,1,1.0,1.0,1,2,1,98,2,1,1,1,2,2,3,3,1,1,1,2,2,2,1,1,1,2,3,1,1,1.0,3.0,1.0,3.6,3,1,21.0,1.0,2,3.0,1.0,14,1.0,2.0,1.0
61,3,4,2,2,97,97.0,97.0,2,2,1,1,1,1,1,4,3,1,4,2,98,4,98,98,1,98,3,1,1,2,3,1,1,1.0,1.0,1.0,2.0,1,2,15.0,1.0,2,1.0,1.0,5,,1.0,6.0
116,2,1,1,2,1,1.0,97.0,1,1,1,1,1,2,3,4,3,4,2,3,1,2,3,2,2,2,2,1,1,1,3,2,1,1.0,1.0,1.0,2.4,1,2,18.0,1.0,2,2.0,2.0,6,2.0,2.0,6.0
12,1,2,1,2,1,1.0,2.0,2,2,2,2,1,1,2,3,2,2,3,4,2,2,2,2,3,2,2,2,1,2,3,2,1,1.0,3.0,3.0,2.6,2,3,24.0,1.0,1,2.0,1.0,15,2.0,4.0,1.0
69,2,3,1,2,1,1.0,1.0,2,1,2,2,2,98,2,2,3,2,98,98,2,2,2,2,98,98,1,1,1,1,3,2,1,2.0,4.0,2.0,3.0,2,1,23.0,1.0,1,3.0,2.0,10,1.0,4.0,3.0
65,3,3,1,1,1,1.0,97.0,2,2,2,2,2,1,2,2,2,1,2,3,2,1,2,2,2,98,1,2,1,2,1,1,1,1.0,1.0,1.0,3.2,2,3,35.0,2.0,1,1.0,1.0,1,3.0,1.0,2.0
158,4,4,1,2,1,2.0,97.0,2,2,2,2,2,1,2,4,4,2,4,4,2,4,2,4,2,2,2,1,1,2,3,2,1,1.0,1.0,1.0,1.8,1,2,30.0,2.0,2,2.0,1.0,6,2.0,2.0,6.0
194,2,2,1,1,1,1.0,97.0,1,1,1,1,1,1,2,1,2,3,2,4,2,1,2,2,2,2,3,1,1,2,3,1,1,2.0,4.0,2.0,3.4,2,2,75.0,3.0,2,2.0,2.0,8,3.0,4.0,4.0
35,1,1,1,2,1,1.0,1.0,1,1,1,1,1,1,2,1,3,1,3,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1.0,1.0,1.0,4.0,3,1,19.0,1.0,2,2.0,2.0,5,3.0,2.0,6.0
173,4,2,98,1,2,97.0,97.0,2,2,1,1,1,1,4,2,4,2,3,2,4,1,1,2,3,2,3,2,1,1,1,1,1,2.0,2.0,3.0,3.2,2,4,61.0,3.0,1,1.0,1.0,16,1.0,3.0,3.0
1,2,1,1,2,1,1.0,2.0,2,1,1,1,1,1,2,1,2,1,1,2,1,2,1,98,2,98,1,1,1,1,3,1,1,1.0,2.0,2.0,3.5,2,1,56.0,3.0,1,2.0,2.0,7,3.0,4.0,6.0
5,2,2,1,2,1,1.0,97.0,1,1,1,1,1,1,2,2,4,2,2,2,1,2,2,2,2,2,2,1,1,1,3,2,1,1.0,1.0,2.0,3.0,2,2,23.0,1.0,2,2.0,2.0,13,1.0,4.0,6.0
81,2,2,1,2,1,1.0,97.0,1,1,1,1,1,1,3,3,1,1,2,1,3,3,3,3,3,3,3,2,1,1,3,1,1,1.0,1.0,1.0,2.0,1,4,21.0,1.0,1,2.0,1.0,1,3.0,1.0,5.0
35,1,2,1,1,1,1.0,1.0,1,1,1,1,2,1,4,2,3,3,3,3,1,2,2,3,2,3,2,1,1,1,3,3,1,1.0,1.0,1.0,2.8,2,2,36.0,2.0,1,2.0,2.0,5,1.0,2.0,3.0
19,2,1,1,2,1,1.0,97.0,2,2,2,2,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1.0,1.0,1.0,4.0,3,1,50.0,3.0,1,2.0,1.0,14,2.0,4.0,1.0
165,2,3,1,2,1,1.0,2.0,1,2,1,1,1,2,3,98,4,3,3,4,3,3,3,3,3,3,3,2,2,2,1,3,1,1.0,3.0,2.0,2.0,1,4,22.0,1.0,2,2.0,1.0,8,3.0,3.0,5.0
187,2,2,1,2,1,1.0,1.0,2,1,1,1,98,1,2,3,2,2,2,2,2,98,2,2,2,1,3,1,1,1,3,2,1,1.0,1.0,1.0,2.75,2,2,20.0,1.0,1,2.0,2.0,5,2.0,1.0,1.0
148,3,2,1,2,2,1.0,1.0,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,2,1,2.0,2.0,2.0,3.6,3,3,31.0,2.0,2,2.0,2.0,16,2.0,4.0,4.0
30,2,2,1,2,1,1.0,98.0,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1.0,1.0,1.0,3.8,3,1,15.0,1.0,1,1.0,1.0,10,2.0,3.0,6.0
39,4,3,98,2,1,97.0,97.0,2,2,1,2,1,1,1,2,98,2,1,2,3,1,3,98,98,98,2,98,1,1,1,1,1,1.0,1.0,1.0,3.0,2,99,33.0,2.0,1,1.0,2.0,13,3.0,2.0,1.0
157,3,3,1,2,1,1.0,1.0,2,2,2,2,2,2,2,98,4,2,4,4,2,3,3,98,3,98,2,2,1,98,3,3,1,1.0,3.0,3.0,2.0,1,3,27.0,1.0,1,3.0,1.0,12,2.0,1.0,1.0
185,2,2,1,1,1,1.0,2.0,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1.0,1.0,1.0,4.0,3,1,57.0,3.0,2,2.0,1.0,9,3.0,1.0,4.0
78,2,1,1,2,1,1.0,2.0,1,1,1,1,1,2,1,1,98,2,1,1,2,1,2,98,2,98,1,1,1,1,1,2,1,2.0,1.0,1.0,3.5,2,1,25.0,1.0,1,2.0,1.0,5,2.0,1.0,5.0
40,3,3,1,1,1,97.0,97.0,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,3,2,1,1.0,1.0,1.0,3.0,2,2,25.0,1.0,1,2.0,1.0,5,3.0,2.0,1.0
14,2,1,1,1,2,1.0,1.0,1,1,2,2,1,2,1,4,1,2,98,1,1,1,98,4,3,2,2,1,1,1,1,1,1,1.0,1.0,3.0,2.0,1,2,38.0,2.0,1,3.0,1.0,17,1.0,4.0,1.0
80,2,1,1,2,1,2.0,2.0,1,1,1,1,1,1,1,4,3,1,2,1,3,3,2,1,3,2,1,1,1,1,3,1,1,1.0,1.0,1.0,2.4,1,1,15.0,1.0,2,1.0,1.0,5,3.0,1.0,2.0
66,1,1,1,2,1,1.0,2.0,1,1,1,1,1,1,2,2,2,2,2,3,2,2,2,2,2,3,2,1,1,2,3,2,1,1.0,1.0,1.0,3.0,2,2,25.0,1.0,2,2.0,2.0,5,2.0,1.0,1.0
44,3,3,1,1,1,1.0,2.0,1,1,1,1,1,1,3,2,2,3,1,2,2,1,3,1,2,1,1,1,1,1,3,3,1,1.0,1.0,1.0,3.2,2,1,25.0,1.0,1,2.0,1.0,1,3.0,1.0,3.0
193,3,2,1,2,1,1.0,1.0,2,1,2,2,1,1,3,98,3,1,98,98,1,3,1,1,3,1,2,1,1,2,3,1,1,2.0,99.0,2.0,3.0,2,2,30.0,2.0,1,3.0,2.0,13,1.0,4.0,1.0
63,2,2,1,1,1,1.0,2.0,2,2,1,1,1,1,2,1,2,2,2,2,2,98,98,98,2,98,2,1,1,1,3,2,1,1.0,1.0,1.0,0.0,99,2,18.0,1.0,2,1.0,1.0,1,3.0,1.0,6.0
55,2,3,1,2,1,1.0,2.0,2,2,2,2,1,1,2,1,3,1,1,2,2,2,2,2,2,2,2,98,1,2,3,1,1,1.0,1.0,1.0,3.2,2,99,53.0,3.0,2,2.0,2.0,18,1.0,4.0,1.0
104,3,1,1,2,1,1.0,1.0,1,1,2,1,2,1,2,98,2,2,4,4,2,1,1,2,2,2,2,2,1,2,3,1,1,1.0,1.0,1.0,3.5,2,3,20.0,1.0,2,3.0,2.0,8,2.0,4.0,3.0
35,2,2,1,1,1,1.0,1.0,1,1,1,1,1,1,2,2,3,2,2,4,3,2,3,2,3,2,1,1,1,1,3,2,1,1.0,1.0,1.0,2.6,2,1,34.0,2.0,1,2.0,2.0,5,3.0,2.0,3.0
176,2,1,1,1,1,2.0,2.0,2,1,1,1,1,1,3,2,2,2,1,4,2,3,2,2,1,2,1,1,1,1,3,1,1,1.0,1.0,1.0,3.0,2,1,16.0,1.0,1,1.0,1.0,16,1.0,4.0,6.0
52,3,2,1,2,1,1.0,97.0,2,2,1,1,1,1,2,98,2,2,2,2,98,98,98,98,98,2,98,1,1,1,3,2,1,1.0,2.0,2.0,0.0,99,99,28.0,1.0,2,1.0,1.0,11,2.0,2.0,3.0
115,1,1,1,2,1,1.0,1.0,1,1,1,1,1,1,1,1,4,2,1,4,1,1,1,1,2,2,1,1,1,1,3,1,1,1.0,1.0,1.0,3.8,3,1,26.0,1.0,1,2.0,1.0,8,1.0,3.0,5.0
34,2,1,1,2,1,1.0,1.0,2,2,2,1,1,1,2,2,1,1,2,3,2,2,2,2,1,1,2,1,1,1,3,2,1,1.0,1.0,1.0,3.2,2,2,24.0,1.0,2,3.0,2.0,6,2.0,3.0,6.0
34,4,2,1,1,1,1.0,1.0,2,2,1,1,1,1,1,98,2,1,2,4,2,2,1,2,2,2,2,1,1,2,3,2,1,2.0,1.0,1.0,3.25,2,2,21.0,1.0,2,2.0,1.0,6,3.0,3.0,4.0
185,2,1,1,1,1,1.0,1.0,1,1,1,1,1,1,2,3,2,3,1,4,1,2,1,1,1,2,1,1,1,1,3,2,1,1.0,1.0,1.0,3.4,2,1,21.0,1.0,1,3.0,1.0,9,,1.0,5.0
109,2,2,1,1,1,2.0,2.0,2,2,1,1,2,1,3,3,2,3,2,4,1,2,2,98,2,2,1,2,2,1,1,2,1,1.0,1.0,1.0,2.75,2,3,15.0,1.0,2,1.0,2.0,16,2.0,4.0,6.0
13,3,2,1,2,1,1.0,97.0,2,2,2,2,2,1,2,2,3,2,3,2,1,2,2,2,3,3,2,2,1,3,3,2,1,3.0,2.0,2.0,2.8,2,3,43.0,2.0,1,2.0,2.0,17,2.0,4.0,1.0
89,2,2,1,2,1,1.0,2.0,2,2,1,1,1,1,1,1,1,1,2,98,1,1,1,1,1,1,3,1,1,2,3,1,1,1.0,1.0,1.0,4.0,3,2,33.0,2.0,1,3.0,1.0,17,2.0,4.0,5.0
131,2,2,1,1,1,1.0,1.0,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,98,1,1,2,2,1,2.0,2.0,4.0,3.0,2,99,26.0,1.0,2,3.0,2.0,13,2.0,3.0,5.0
19,3,1,1,2,1,1.0,97.0,2,2,2,2,1,1,2,2,2,1,1,4,1,2,1,2,1,2,1,1,1,3,3,1,1,1.0,1.0,1.0,3.4,2,1,19.0,1.0,2,2.0,1.0,14,2.0,4.0,6.0
19,3,2,1,1,1,2.0,97.0,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,1,2,1,1.0,4.0,4.0,2.6,2,3,62.0,3.0,1,1.0,1.0,14,3.0,4.0,4.0
68,2,2,1,2,1,1.0,97.0,1,2,1,1,1,1,1,2,3,2,2,3,1,2,2,3,2,3,1,1,1,2,3,1,1,4.0,4.0,4.0,2.8,2,1,16.0,1.0,1,2.0,2.0,10,1.0,4.0,6.0
69,3,2,1,2,1,1.0,1.0,2,1,2,1,1,1,2,2,3,1,3,3,2,2,2,2,2,1,1,1,1,1,3,1,1,1.0,1.0,1.0,3.0,2,1,24.0,1.0,2,3.0,1.0,10,2.0,4.0,1.0
157,2,2,1,98,2,1.0,2.0,2,2,1,1,98,1,2,2,2,2,98,98,2,98,98,98,2,98,1,1,98,98,1,2,1,1.0,3.0,3.0,0.0,99,1,21.0,1.0,2,2.0,1.0,12,2.0,1.0,6.0
124,3,3,1,1,2,2.0,2.0,2,2,1,1,1,1,3,1,2,1,1,2,1,1,2,2,2,2,2,1,1,1,3,2,1,1.0,1.0,1.0,3.4,2,2,15.0,1.0,1,1.0,1.0,6,1.0,3.0,2.0
54,3,3,1,1,1,1.0,97.0,2,2,1,1,2,1,2,2,4,2,4,2,2,2,2,2,2,2,1,1,1,1,3,2,1,1.0,1.0,1.0,3.0,2,1,27.0,1.0,2,2.0,1.0,11,2.0,2.0,2.0
71,3,1,1,2,1,1.0,1.0,1,2,1,98,98,98,2,2,2,2,98,98,1,1,1,2,1,2,1,1,1,98,1,1,1,1.0,1.0,1.0,3.6,3,1,19.0,1.0,1,2.0,2.0,14,,3.0,6.0
68,2,1,1,1,1,1.0,2.0,1,2,1,1,2,1,3,2,3,2,2,2,1,1,2,3,2,2,1,1,1,3,3,2,1,2.0,3.0,2.0,3.0,2,1,17.0,1.0,2,2.0,2.0,10,2.0,4.0,6.0
143,3,1,1,2,1,1.0,2.0,2,2,2,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,3,3,2,1,2.0,99.0,99.0,3.0,2,2,75.0,3.0,2,2.0,2.0,15,2.0,4.0,6.0
28,2,2,1,2,1,1.0,1.0,2,2,2,1,2,1,3,2,2,2,2,3,2,2,2,3,2,2,2,1,1,2,3,2,1,2.0,2.0,1.0,2.8,2,2,17.0,1.0,1,2.0,2.0,11,1.0,4.0,6.0
78,3,3,2,2,1,1.0,1.0,1,1,1,1,1,1,3,3,3,3,3,4,2,2,4,4,4,4,3,2,2,2,5,1,1,4.0,4.0,2.0,1.6,1,4,16.0,1.0,1,2.0,1.0,5,3.0,1.0,5.0
65,3,3,1,1,1,2.0,2.0,1,1,1,1,1,1,3,3,3,3,3,4,3,3,3,98,3,3,3,1,1,2,3,1,1,1.0,2.0,2.0,2.0,1,2,25.0,1.0,2,2.0,1.0,1,3.0,1.0,1.0
160,2,2,1,2,1,2.0,2.0,2,2,2,2,1,1,4,2,3,2,2,3,1,2,2,2,2,2,3,2,2,2,3,3,1,1.0,4.0,4.0,3.0,2,4,23.0,1.0,1,2.0,2.0,15,3.0,4.0,1.0
40,3,2,1,2,1,1.0,1.0,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1.0,2.0,1.0,3.2,2,1,28.0,1.0,1,3.0,1.0,5,2.0,2.0,1.0
35,1,1,1,2,1,1.0,1.0,1,1,1,1,1,1,2,3,3,1,3,3,2,2,2,2,2,2,2,1,1,1,3,1,1,1.0,1.0,1.0,2.8,2,2,32.0,2.0,1,3.0,2.0,5,2.0,2.0,1.0
145,1,1,1,1,1,1.0,2.0,1,1,1,1,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,1,1,2,3,2,1,4.0,4.0,4.0,2.6,2,2,32.0,2.0,1,3.0,1.0,16,1.0,3.0,1.0
116,3,2,1,2,1,1.0,1.0,2,1,1,1,1,1,2,2,3,1,2,3,3,1,2,2,2,1,3,2,2,2,3,2,1,2.0,1.0,1.0,3.2,2,4,24.0,1.0,1,2.0,2.0,6,3.0,2.0,4.0
67,2,2,1,2,1,97.0,97.0,2,1,1,1,1,1,3,98,3,1,98,4,3,3,3,4,3,4,2,98,1,1,3,1,1,1.0,2.0,1.0,1.75,1,99,24.0,1.0,2,2.0,1.0,1,2.0,2.0,4.0
40,2,2,1,2,1,1.0,2.0,1,2,1,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,1,1,1.0,5.0,1.0,3.0,2,1,25.0,1.0,1,2.0,1.0,5,2.0,2.0,3.0
176,2,1,1,1,1,1.0,1.0,1,2,1,1,1,1,1,2,3,1,2,2,2,2,2,2,2,2,1,1,1,1,3,2,1,1.0,2.0,1.0,3.0,2,1,23.0,1.0,1,2.0,2.0,16,2.0,4.0,1.0
158,3,3,1,2,1,1.0,2.0,2,2,2,2,1,1,4,4,3,4,4,4,2,2,3,3,3,4,3,2,98,98,98,2,1,1.0,1.0,1.0,2.0,1,4,26.0,1.0,1,2.0,1.0,6,2.0,2.0,1.0
19,3,2,1,2,1,2.0,97.0,2,2,2,2,1,2,2,2,3,2,2,4,2,2,2,2,2,2,2,2,1,3,3,2,1,2.0,3.0,2.0,3.0,2,3,23.0,1.0,2,2.0,1.0,14,2.0,4.0,1.0
17,2,1,1,2,1,1.0,1.0,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,3,1,1,1.0,1.0,1.0,3.2,2,2,36.0,2.0,2,3.0,1.0,16,1.0,4.0,1.0
35,2,3,1,2,1,1.0,1.0,1,1,1,1,1,1,3,3,3,3,3,3,3,2,3,3,3,2,3,1,1,1,3,2,1,1.0,1.0,4.0,2.2,1,2,28.0,1.0,1,1.0,1.0,5,3.0,2.0,2.0
104,1,1,1,2,1,1.0,1.0,1,1,1,1,1,1,2,1,2,2,2,4,1,1,1,1,2,1,1,1,1,2,3,2,1,1.0,1.0,1.0,3.8,3,1,55.0,3.0,1,2.0,2.0,8,2.0,4.0,1.0
148,2,1,1,2,1,1.0,1.0,1,1,1,1,2,1,2,1,4,1,2,2,1,1,1,2,1,2,3,2,2,2,3,2,1,2.0,3.0,3.0,3.8,3,4,26.0,1.0,1,3.0,1.0,16,1.0,4.0,1.0
60,2,4,2,1,1,2.0,2.0,2,1,1,1,2,1,2,4,4,2,4,2,2,2,1,3,2,2,2,2,1,1,3,2,1,2.0,1.0,1.0,2.6,2,3,18.0,1.0,2,1.0,1.0,1,3.0,1.0,2.0
173,2,2,2,1,1,1.0,97.0,2,1,1,1,2,2,4,2,2,3,4,4,2,3,3,4,3,3,2,2,1,2,1,3,1,2.0,3.0,3.0,2.0,1,3,27.0,1.0,2,2.0,1.0,16,2.0,3.0,1.0
68,3,1,1,2,1,1.0,2.0,1,1,1,1,2,1,3,2,3,1,3,3,1,1,2,3,3,3,2,1,1,3,3,2,1,1.0,1.0,1.0,2.8,2,2,27.0,1.0,2,3.0,2.0,10,2.0,4.0,6.0
134,4,2,1,2,1,1.0,2.0,1,2,1,2,1,1,4,4,4,4,4,4,3,98,98,98,98,98,98,1,1,1,1,98,1,1.0,1.0,2.0,0.0,99,99,18.0,1.0,1,2.0,2.0,5,2.0,2.0,6.0
76,3,2,1,2,1,1.0,2.0,2,1,1,1,2,1,4,2,2,2,3,3,2,2,3,98,2,2,3,1,2,1,1,3,1,1.0,4.0,1.0,2.75,2,2,17.0,1.0,2,2.0,2.0,14,1.0,3.0,6.0
68,3,1,1,2,1,1.0,1.0,1,1,1,1,2,1,2,2,4,1,3,2,2,2,3,2,3,3,2,1,1,2,3,1,1,2.0,3.0,2.0,2.6,2,2,24.0,1.0,2,3.0,2.0,10,3.0,4.0,6.0
175,3,2,1,2,2,2.0,97.0,2,2,2,2,1,2,1,2,2,1,1,3,2,2,2,2,2,2,2,1,1,1,3,2,1,1.0,1.0,1.0,3.0,2,2,30.0,2.0,2,2.0,1.0,14,1.0,4.0,1.0
50,3,3,1,2,1,1.0,2.0,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,3,1,1,1.0,1.0,1.0,3.0,2,2,24.0,1.0,2,2.0,2.0,11,,2.0,2.0
166,2,3,1,1,2,97.0,97.0,2,2,1,1,2,1,2,3,1,1,2,2,3,3,1,3,3,2,2,1,1,1,3,3,1,1.0,1.0,1.0,2.4,1,2,53.0,3.0,1,1.0,1.0,16,2.0,4.0,1.0
19,2,2,1,98,1,1.0,2.0,1,2,1,1,1,1,2,2,2,2,1,2,2,2,98,2,98,98,1,1,1,3,3,2,1,1.0,99.0,1.0,3.0,2,1,25.0,1.0,1,2.0,1.0,14,2.0,4.0,1.0
48,2,3,1,2,1,97.0,97.0,1,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,3,1,1,1,1,2,1,1.0,1.0,1.0,3.2,2,2,56.0,3.0,1,1.0,2.0,11,1.0,2.0,1.0
81,2,2,1,2,1,1.0,97.0,2,2,1,1,2,2,2,2,2,4,3,2,2,2,2,2,3,1,2,1,1,1,97,3,1,2.0,2.0,1.0,2.8,2,2,20.0,1.0,1,2.0,1.0,1,3.0,1.0,4.0
104,2,1,1,1,1,1.0,1.0,1,2,1,2,1,1,3,2,2,2,1,2,2,1,3,3,1,1,1,1,1,1,3,4,1,2.0,2.0,2.0,3.0,2,1,21.0,1.0,1,3.0,2.0,8,2.0,4.0,5.0
131,2,1,1,2,1,1.0,2.0,1,1,1,1,1,1,1,2,2,2,2,4,1,2,2,2,2,2,2,2,2,1,1,2,1,5.0,4.0,4.0,3.0,2,3,30.0,2.0,2,2.0,2.0,13,2.0,3.0,1.0
185,3,1,98,1,1,1.0,2.0,2,2,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,2,2,1,1,1,3,1,1,1.0,3.0,1.0,3.8,3,2,20.0,1.0,2,1.0,1.0,9,1.0,1.0,1.0
97,2,2,1,2,1,1.0,1.0,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,3,1,1,1.0,2.0,1.0,3.4,2,2,37.0,2.0,2,3.0,1.0,16,2.0,3.0,6.0
190,3,3,1,2,97,97.0,97.0,2,2,2,2,2,98,2,4,3,2,1,2,3,4,1,1,2,2,2,98,98,98,2,2,1,1.0,1.0,1.0,2.6,2,99,37.0,2.0,1,1.0,1.0,3,3.0,2.0,1.0
30,3,3,1,1,1,1.0,1.0,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,98,1,1,1,1,3,2,1,1.0,1.0,2.0,3.2,2,1,21.0,1.0,2,2.0,2.0,10,2.0,3.0,1.0
71,1,1,1,2,1,1.0,1.0,2,2,1,2,1,1,3,2,3,2,2,3,2,2,2,2,2,2,1,1,1,2,3,2,1,1.0,1.0,1.0,3.0,2,1,72.0,3.0,2,3.0,1.0,14,2.0,3.0,6.0
76,3,1,1,1,1,1.0,1.0,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,3,1,1,1.0,1.0,1.0,3.6,3,1,63.0,3.0,1,2.0,2.0,14,3.0,3.0,4.0
148,3,1,1,2,1,1.0,2.0,2,2,1,1,1,1,1,1,3,2,2,2,2,2,2,2,3,2,2,1,1,1,3,2,1,2.0,2.0,2.0,3.0,2,2,18.0,1.0,2,2.0,1.0,16,1.0,4.0,5.0
79,2,4,1,2,1,1.0,2.0,2,2,1,1,98,98,3,98,98,98,4,3,2,98,98,4,1,98,2,2,1,1,3,2,1,2.0,99.0,2.0,0.0,99,3,15.0,1.0,1,2.0,2.0,2,3.0,2.0,6.0
89,2,2,1,1,1,1.0,1.0,1,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,2,1,1,1,1,3,1,1,3.0,3.0,1.0,3.8,3,1,30.0,2.0,2,3.0,2.0,17,1.0,4.0,1.0
35,3,3,1,2,1,1.0,97.0,2,2,1,1,1,1,3,3,2,3,2,3,3,2,2,3,2,2,3,2,98,1,3,2,1,1.0,1.0,1.0,2.6,2,4,30.0,2.0,2,2.0,2.0,5,3.0,2.0,2.0
35,3,2,1,1,2,1.0,2.0,2,1,1,1,2,1,3,2,3,2,3,3,2,3,98,98,98,3,2,98,1,98,3,3,1,1.0,1.0,1.0,0.0,99,99,35.0,2.0,1,1.0,1.0,5,1.0,2.0,3.0
148,4,2,1,2,2,1.0,97.0,2,2,2,1,2,1,2,1,4,1,1,1,1,1,2,2,3,2,3,2,1,1,3,3,1,1.0,3.0,1.0,3.2,2,4,32.0,2.0,2,2.0,1.0,16,2.0,4.0,2.0
158,3,1,1,2,1,2.0,97.0,2,1,2,1,2,2,3,3,4,4,4,4,1,1,3,4,3,3,3,2,1,2,3,4,1,1.0,1.0,1.0,2.2,1,4,17.0,1.0,1,2.0,1.0,6,2.0,2.0,6.0
150,3,2,1,2,1,1.0,97.0,2,1,1,1,2,1,1,4,4,4,2,3,2,3,2,3,3,2,2,2,1,2,5,2,1,1.0,3.0,3.0,2.0,1,3,19.0,1.0,1,2.0,1.0,1,1.0,3.0,1.0
40,2,2,1,2,1,1.0,1.0,1,1,1,1,1,1,2,2,2,1,2,2,1,1,2,1,2,3,1,1,1,1,3,2,1,1.0,1.0,1.0,3.4,2,1,25.0,1.0,2,3.0,2.0,5,1.0,2.0,1.0
