CTRY,SC_KNOWL,UND_SCSCI,SC_DZ,SC_POET,SC_PS,SC_SS,SC_UNI,SCINFO_30D,MDHINFO_30D,SC_INT,MDH_INT,CONF_NGO,CONF_HOSP,TRU_NEIGHB,TRU_SCI,TRU_JO,TRU_HCW,TRU_NGOPPL,TRU_TH,TRU_SC,TRUSCI_ACCINFO,TRUSCIUNI_BEN,TRUSCIUNI_HON,TRUSCICOM_BEN,TRUSCICOM_HON,SCI_BENPPL,SCI_BENRESP,SCTECH_IMPRLIFE,SCTECH_JOBS,TRU_PPLADV,TRU_HCWADV,HRD_VAC,VAC_IMPTCH,VAC_SF,VAC_EFF,TRUSCI_IDX,TRUSCI_LVL,VW_SC,AGE,AGE_CAT,GEN,EDU,LIV_AR,RGN,SUBJ_HHI,CTRY_INC,EMP_STAT
83,3,2,1,2,1,1.0,97.0,2,2,1,1,1,98,1,98,98,98,1,98,98,98,98,98,98,2,1,98,1,2,3,1,1,1.0,1.0,3.0,0.0,99,99,18.0,1.0,2,1.0,1.0,16,1.0,3.0,6.0
145,2,2,1,1,1,97.0,97.0,2,2,2,98,2,2,2,98,2,2,98,1,1,4,98,98,2,98,2,1,1,98,3,2,1,99.0,99.0,99.0,0.0,99,2,67.0,3.0,2,1.0,1.0,16,2.0,3.0,6.0
16,1,2,1,2,1,1.0,1.0,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,2,1,1,1,2,3,1,1,3.0,3.0,3.0,3.4,2,1,27.0,1.0,1,3.0,2.0,17,1.0,4.0,2.0
33,3,3,1,2,1,1.0,97.0,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,98,3,2,1,1.0,1.0,1.0,3.0,2,2,27.0,1.0,2,2.0,1.0,8,2.0,3.0,6.0
36,3,2,1,2,1,1.0,97.0,2,2,2,1,2,1,2,4,3,1,4,4,2,98,2,2,3,3,1,2,2,3,3,3,1,1.0,99.0,4.0,2.25,1,3,36.0,2.0,1,2.0,1.0,1,3.0,2.0,6.0
160,3,3,1,2,2,2.0,1.0,2,2,2,2,2,1,2,2,2,2,3,4,2,3,3,3,3,3,3,2,2,2,1,2,1,1.0,4.0,4.0,2.2,1,4,70.0,3.0,2,2.0,1.0,15,1.0,4.0,6.0
62,2,2,1,1,1,1.0,2.0,2,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,4,4,1,1,1,1,3,3,1,1.0,1.0,1.0,1.8,1,1,18.0,1.0,1,1.0,1.0,5,2.0,2.0,6.0
76,2,1,1,1,1,1.0,1.0,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,1,1,1.0,2.0,2.0,3.6,3,1,16.0,1.0,2,2.0,1.0,14,1.0,3.0,6.0
138,4,2,2,2,2,2.0,97.0,2,2,2,2,98,2,2,3,3,2,4,4,98,98,4,98,98,98,3,2,1,2,3,98,1,1.0,4.0,3.0,0.0,99,4,75.0,3.0,2,1.0,1.0,15,3.0,4.0,6.0
62,3,3,1,2,1,98.0,97.0,2,2,1,1,2,1,1,2,4,1,2,1,3,3,3,3,3,3,2,1,1,1,3,3,1,5.0,5.0,5.0,2.2,1,2,20.0,1.0,1,1.0,1.0,5,3.0,2.0,2.0
47,1,1,1,98,1,1.0,1.0,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1.0,2.0,1.0,4.0,3,1,38.0,2.0,2,3.0,2.0,18,1.0,4.0,1.0
175,3,3,1,98,2,2.0,97.0,2,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,98,1,2,1,3,3,2,1,1.0,1.0,1.0,3.8,3,3,64.0,3.0,1,2.0,1.0,14,2.0,4.0,6.0
50,2,2,1,2,1,1.0,2.0,1,1,1,1,2,2,2,2,3,2,2,2,2,2,3,3,2,3,2,1,1,1,3,2,1,2.0,2.0,1.0,2.6,2,2,28.0,1.0,2,2.0,2.0,11,2.0,2.0,1.0
132,2,2,1,2,1,1.0,1.0,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,1,1,1,2,3,1,1,1.0,1.0,1.0,3.8,3,1,43.0,2.0,2,2.0,1.0,15,2.0,4.0,1.0
115,2,2,1,2,2,1.0,2.0,2,1,2,2,2,2,2,4,2,4,4,4,2,2,4,2,4,2,3,2,2,2,3,2,1,1.0,1.0,2.0,1.8,1,4,28.0,1.0,2,2.0,2.0,8,2.0,3.0,3.0
132,1,1,1,2,1,1.0,1.0,1,1,1,1,2,2,1,1,3,1,3,3,1,1,2,2,4,4,2,2,1,2,1,1,1,1.0,2.0,1.0,3.0,2,3,22.0,1.0,1,3.0,2.0,15,1.0,4.0,1.0
2,98,3,98,98,1,97.0,97.0,2,2,1,1,98,1,3,98,98,2,98,2,98,98,98,98,3,98,2,98,1,1,3,3,1,1.0,1.0,1.0,0.0,99,99,19.0,1.0,2,1.0,1.0,3,2.0,2.0,6.0
195,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,3,1,1,4,1,1,2,1,1,1,1,1,1,1,3,1,1,1.0,1.0,1.0,3.8,3,1,20.0,1.0,2,2.0,1.0,9,1.0,2.0,6.0
153,2,1,1,1,1,1.0,97.0,1,2,1,1,1,1,1,1,3,1,3,3,1,1,3,1,3,1,1,1,1,1,1,3,1,1.0,1.0,1.0,3.2,2,1,17.0,1.0,1,1.0,1.0,10,2.0,2.0,3.0
183,3,3,1,2,2,2.0,2.0,2,1,2,1,1,1,3,1,2,1,2,4,3,2,1,2,1,2,1,1,1,1,3,2,1,1.0,99.0,2.0,3.6,3,1,79.0,3.0,1,1.0,1.0,4,2.0,2.0,6.0
68,3,2,1,1,1,2.0,2.0,1,1,2,2,1,1,3,2,3,3,2,2,2,2,4,4,4,3,2,2,1,1,3,2,1,1.0,1.0,1.0,1.8,1,3,44.0,2.0,1,3.0,2.0,10,2.0,4.0,3.0
34,2,2,1,1,1,1.0,1.0,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,2,2,2,2,2,2,2,3,2,1,1.0,1.0,1.0,2.8,2,3,16.0,1.0,2,2.0,1.0,6,2.0,3.0,2.0
97,2,3,1,2,1,1.0,1.0,2,2,1,1,1,1,1,2,4,2,2,4,2,2,2,2,2,2,2,1,1,1,3,2,1,1.0,1.0,1.0,3.0,2,2,22.0,1.0,1,2.0,2.0,16,2.0,3.0,6.0
137,3,3,1,2,2,1.0,2.0,2,1,1,1,1,1,2,98,3,3,2,3,2,1,98,98,3,3,98,1,1,1,2,1,1,1.0,1.0,1.0,0.0,99,99,34.0,2.0,1,3.0,2.0,13,1.0,4.0,1.0
68,3,1,1,2,1,1.0,2.0,2,1,1,1,2,1,3,2,3,1,4,2,2,2,2,4,2,2,2,2,1,1,3,1,1,1.0,3.0,3.0,2.6,2,3,24.0,1.0,2,2.0,2.0,10,2.0,4.0,1.0
160,2,1,1,2,1,1.0,2.0,2,2,2,2,98,1,1,2,2,2,3,4,2,2,1,2,1,2,3,1,1,1,3,1,1,1.0,2.0,1.0,3.4,2,2,26.0,1.0,2,3.0,1.0,15,1.0,4.0,1.0
103,2,2,1,2,1,1.0,2.0,2,2,2,2,2,2,3,4,3,3,99,3,3,3,98,3,98,98,3,2,2,2,3,3,1,1.0,1.0,1.0,1.6666666666666698,1,4,20.0,1.0,2,1.0,1.0,2,3.0,1.0,5.0
5,1,2,1,1,1,1.0,97.0,1,1,1,1,1,1,1,1,98,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1.0,1.0,1.0,4.0,3,1,29.0,1.0,1,2.0,1.0,13,2.0,4.0,1.0
49,2,3,1,2,2,1.0,2.0,2,2,2,1,1,1,1,2,1,1,2,1,2,98,98,2,98,3,3,1,1,1,3,98,1,1.0,1.0,1.0,0.0,99,2,27.0,1.0,1,2.0,2.0,12,2.0,2.0,1.0
33,2,2,1,1,1,1.0,1.0,1,1,1,2,1,1,3,1,2,2,2,3,2,1,1,3,2,3,1,1,1,2,3,1,1,1.0,2.0,2.0,3.4,2,1,18.0,1.0,2,2.0,2.0,8,1.0,3.0,4.0
16,2,2,2,2,1,1.0,97.0,2,1,2,2,2,2,3,3,3,2,3,4,2,3,3,3,3,3,2,2,2,2,3,1,1,1.0,4.0,4.0,2.0,1,3,50.0,3.0,2,2.0,1.0,17,3.0,4.0,4.0
198,2,1,1,1,1,2.0,2.0,1,1,1,1,1,1,2,2,2,2,2,4,2,1,1,2,3,2,1,1,1,1,3,2,1,1.0,1.0,1.0,3.2,2,1,15.0,1.0,2,1.0,1.0,0,3.0,2.0,5.0
39,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,3,2,1,1.0,1.0,1.0,3.4,2,1,48.0,2.0,2,2.0,2.0,13,1.0,2.0,4.0
62,2,2,1,2,1,1.0,1.0,2,2,2,1,1,1,3,98,4,4,98,4,3,2,3,3,3,98,3,98,2,3,3,99,1,1.0,1.0,4.0,2.25,1,99,25.0,1.0,1,2.0,2.0,5,1.0,2.0,4.0
89,2,1,1,1,1,1.0,1.0,1,1,2,2,98,1,1,1,2,1,98,3,1,1,1,2,2,3,1,1,1,2,1,1,1,1.0,3.0,4.0,3.6,3,1,31.0,2.0,2,3.0,1.0,17,3.0,4.0,3.0
13,3,1,1,2,1,1.0,2.0,1,1,1,1,2,1,2,1,3,1,1,2,2,2,2,2,1,4,2,2,2,2,3,1,1,2.0,3.0,5.0,3.4,2,3,15.0,1.0,1,1.0,1.0,17,1.0,4.0,1.0
78,2,1,1,2,2,1.0,2.0,1,1,1,1,98,2,3,4,1,3,3,3,1,98,2,98,3,3,1,1,1,1,3,2,1,1.0,2.0,2.0,2.0,1,1,18.0,1.0,2,2.0,1.0,5,3.0,1.0,6.0
89,2,1,1,2,1,2.0,2.0,2,1,2,2,1,1,1,4,2,1,2,1,1,2,1,1,2,4,3,1,1,2,3,1,1,1.0,2.0,1.0,3.0,2,2,30.0,2.0,2,2.0,2.0,17,2.0,4.0,1.0
148,3,2,1,2,1,1.0,1.0,1,1,1,1,2,1,2,98,3,1,2,2,1,2,1,1,1,1,2,1,1,1,3,1,1,1.0,1.0,1.0,3.75,3,2,23.0,1.0,2,3.0,1.0,16,2.0,4.0,1.0
185,1,1,1,2,1,1.0,2.0,2,2,2,2,1,1,3,3,3,1,1,2,1,1,2,98,98,2,2,1,1,1,5,1,1,1.0,2.0,1.0,3.0,2,2,20.0,1.0,2,2.0,1.0,9,1.0,1.0,6.0
160,2,1,1,2,1,1.0,2.0,2,2,1,1,1,1,2,1,2,1,2,4,1,1,1,2,2,2,1,1,1,1,3,1,1,1.0,1.0,1.0,3.6,3,1,38.0,2.0,1,3.0,2.0,15,2.0,4.0,1.0
30,98,98,1,2,1,2.0,97.0,2,1,1,2,98,1,4,3,3,3,4,4,98,2,3,4,3,4,1,1,1,2,3,2,1,4.0,1.0,1.0,2.0,1,1,26.0,1.0,2,1.0,2.0,10,2.0,3.0,1.0
24,4,3,2,2,2,97.0,97.0,2,2,2,2,98,1,3,98,98,2,98,98,98,98,4,98,98,98,3,2,1,98,3,2,1,1.0,1.0,1.0,0.0,99,4,42.0,2.0,2,1.0,2.0,16,3.0,4.0,6.0
25,2,1,1,2,1,2.0,2.0,2,1,2,1,1,2,1,1,2,1,2,2,2,2,2,3,3,4,2,2,1,98,5,2,1,4.0,5.0,2.0,2.8,2,3,38.0,2.0,2,3.0,1.0,15,2.0,4.0,1.0
81,2,3,1,2,1,1.0,97.0,2,2,1,1,1,1,2,1,4,1,2,2,1,2,1,1,2,1,1,1,1,3,3,1,1,1.0,1.0,1.0,3.6,3,1,20.0,1.0,1,2.0,1.0,1,3.0,1.0,1.0
30,3,3,1,98,1,1.0,97.0,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,3,2,1,1.0,2.0,2.0,3.0,2,1,17.0,1.0,2,2.0,1.0,10,2.0,3.0,6.0
125,3,2,1,1,2,2.0,2.0,2,2,1,1,1,1,2,1,1,1,4,1,1,2,2,2,1,1,2,1,1,1,3,1,1,1.0,4.0,4.0,3.4,2,2,21.0,1.0,1,1.0,1.0,5,1.0,1.0,5.0
41,2,2,1,2,1,1.0,97.0,2,1,1,1,2,2,2,2,2,2,2,4,2,2,2,98,2,2,3,1,1,1,3,2,1,1.0,1.0,2.0,3.0,2,2,25.0,1.0,1,2.0,1.0,1,2.0,1.0,2.0
29,3,2,1,2,1,1.0,97.0,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,1,2,3,2,1,3.0,3.0,2.0,3.4,2,2,15.0,1.0,1,1.0,1.0,10,1.0,4.0,6.0
44,2,2,1,2,1,1.0,2.0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1.0,1.0,1.0,4.0,3,1,21.0,1.0,1,2.0,1.0,1,2.0,1.0,3.0
175,2,1,1,2,1,1.0,97.0,1,1,1,1,2,1,3,2,2,2,3,2,2,2,2,3,3,4,2,98,1,2,3,2,1,1.0,3.0,1.0,2.6,2,99,25.0,1.0,2,2.0,1.0,14,2.0,4.0,1.0
116,2,2,1,2,1,1.0,97.0,1,1,1,1,1,1,1,2,3,1,2,2,1,2,1,2,1,1,1,1,1,1,3,1,1,1.0,1.0,2.0,3.4,2,1,20.0,1.0,1,2.0,1.0,6,2.0,2.0,5.0
166,2,1,1,2,1,1.0,97.0,1,1,1,1,98,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1.0,2.0,3.0,3.2,2,2,16.0,1.0,2,2.0,1.0,16,2.0,4.0,6.0
103,2,2,1,2,1,1.0,2.0,2,1,1,1,1,1,4,4,4,4,4,4,4,3,4,4,4,4,3,2,1,1,3,3,1,1.0,1.0,1.0,1.2,1,4,22.0,1.0,1,2.0,1.0,2,3.0,1.0,3.0
14,2,2,1,1,2,2.0,1.0,1,1,2,2,99,2,1,1,2,1,2,2,4,1,4,4,4,98,2,1,1,2,1,1,1,1.0,1.0,1.0,2.2,1,2,26.0,1.0,1,2.0,1.0,17,3.0,4.0,4.0
198,2,3,1,2,1,1.0,1.0,2,1,1,1,1,1,1,3,3,1,2,2,1,1,98,4,98,3,2,98,1,1,3,1,1,1.0,1.0,1.0,2.3333333333333304,1,99,19.0,1.0,2,2.0,1.0,0,1.0,2.0,6.0
88,2,1,1,1,2,1.0,2.0,2,1,1,1,2,2,2,2,2,2,2,4,2,2,98,98,98,98,3,2,1,3,3,2,1,2.0,3.0,2.0,0.0,99,4,18.0,1.0,2,2.0,1.0,9,2.0,3.0,6.0
158,3,1,1,2,1,1.0,1.0,1,2,2,2,2,1,3,98,3,1,4,4,1,3,3,98,3,3,98,2,1,1,3,1,1,2.0,2.0,2.0,2.0,1,99,20.0,1.0,1,3.0,2.0,6,2.0,2.0,1.0
16,2,1,1,2,1,1.0,97.0,2,1,2,1,2,1,2,2,2,1,2,2,2,2,1,2,3,3,2,1,1,2,97,2,1,1.0,1.0,1.0,3.0,2,2,73.0,3.0,2,2.0,2.0,17,3.0,4.0,6.0
14,3,1,1,2,1,1.0,1.0,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,3,1,1,1.0,2.0,1.0,3.8,3,1,47.0,2.0,2,3.0,2.0,17,1.0,4.0,1.0
30,3,2,1,2,1,1.0,97.0,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1.0,1.0,1.0,4.0,3,1,19.0,1.0,1,2.0,2.0,10,1.0,3.0,6.0
96,3,3,1,1,1,1.0,97.0,2,1,1,1,2,1,4,3,3,3,3,4,3,1,2,3,2,3,2,1,1,2,1,1,1,1.0,2.0,2.0,2.8,2,2,19.0,1.0,2,2.0,1.0,8,2.0,2.0,1.0
83,1,1,1,2,1,1.0,97.0,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,98,2,1,2,1,1,2,3,2,1,1.0,1.0,1.0,3.75,3,2,17.0,1.0,2,2.0,2.0,16,2.0,3.0,6.0
190,2,2,1,2,1,1.0,97.0,1,1,1,1,1,1,1,2,3,2,2,1,2,1,3,3,3,3,3,1,2,1,3,2,1,1.0,1.0,1.0,2.6,2,2,37.0,2.0,2,2.0,2.0,3,2.0,2.0,6.0
100,3,2,1,1,1,2.0,2.0,2,2,1,1,1,1,3,1,3,1,1,3,1,1,1,1,1,1,3,2,1,1,4,1,1,1.0,1.0,1.0,4.0,3,4,16.0,1.0,1,1.0,1.0,1,3.0,1.0,5.0
55,2,2,1,2,1,1.0,2.0,1,1,1,1,2,2,1,4,2,4,2,4,2,2,2,2,2,2,2,98,1,2,3,3,1,1.0,4.0,2.0,2.6,2,99,33.0,2.0,2,3.0,1.0,18,1.0,4.0,1.0
143,3,2,98,98,98,98.0,97.0,2,1,2,1,2,2,3,98,3,3,3,98,98,98,98,98,98,98,98,98,1,3,5,98,1,3.0,3.0,99.0,0.0,99,99,52.0,3.0,2,2.0,2.0,15,3.0,4.0,3.0
3,2,1,1,2,1,1.0,2.0,1,1,1,1,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,1,1,2,3,2,1,1.0,1.0,1.0,3.0,2,2,35.0,2.0,2,2.0,2.0,3,3.0,2.0,1.0
40,2,2,1,1,1,1.0,97.0,1,2,2,2,2,1,4,2,4,2,2,3,2,3,2,2,2,2,2,98,98,3,3,3,1,2.0,2.0,2.0,2.8,2,99,27.0,1.0,1,2.0,2.0,5,3.0,2.0,5.0
105,2,1,1,2,1,1.0,1.0,2,1,1,1,2,1,1,1,4,3,4,3,1,2,4,3,2,1,3,1,1,2,3,1,1,1.0,1.0,1.0,2.6,2,2,28.0,1.0,1,2.0,1.0,8,3.0,3.0,2.0
111,2,2,1,2,1,1.0,2.0,1,1,1,1,1,1,1,2,3,1,2,3,2,3,3,3,2,2,2,1,1,1,3,2,1,3.0,2.0,2.0,2.4,1,2,18.0,1.0,2,2.0,1.0,16,2.0,4.0,3.0
144,2,2,1,2,2,1.0,2.0,2,2,1,1,1,1,2,2,2,1,1,1,2,2,98,1,1,2,1,1,2,1,98,1,1,1.0,1.0,2.0,3.5,2,1,20.0,1.0,2,2.0,1.0,17,1.0,4.0,6.0
183,3,3,1,2,1,2.0,2.0,2,2,1,1,2,1,2,1,1,1,2,2,1,2,1,4,2,2,2,1,1,1,3,1,1,1.0,1.0,1.0,3.0,2,2,28.0,1.0,1,1.0,1.0,4,2.0,2.0,5.0
138,2,1,1,2,2,1.0,1.0,1,1,1,1,1,1,1,1,2,1,2,98,2,2,1,1,1,1,2,1,1,3,3,1,1,1.0,1.0,1.0,3.8,3,2,52.0,3.0,2,3.0,2.0,15,3.0,4.0,1.0
195,2,2,1,1,1,1.0,97.0,1,2,1,1,1,1,1,2,2,2,2,3,1,2,2,1,2,2,2,1,1,1,1,2,1,1.0,1.0,1.0,3.2,2,2,16.0,1.0,1,1.0,2.0,9,1.0,2.0,2.0
66,3,3,1,1,1,1.0,97.0,2,2,1,1,98,1,1,98,98,2,98,2,98,98,98,98,98,98,98,98,98,98,3,2,1,1.0,2.0,2.0,0.0,99,99,15.0,1.0,2,1.0,1.0,5,,1.0,6.0
63,2,2,1,1,1,97.0,97.0,2,2,1,1,1,1,3,3,2,2,3,1,98,1,98,98,3,98,1,1,1,1,3,2,1,1.0,2.0,1.0,2.6666666666666696,2,1,16.0,1.0,1,1.0,1.0,1,,1.0,6.0
163,4,4,1,2,1,1.0,2.0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,3,4,1,1.0,1.0,1.0,1.0,1,2,18.0,1.0,2,1.0,1.0,6,3.0,4.0,6.0
144,2,2,1,2,1,1.0,2.0,2,2,2,2,1,2,1,2,3,3,2,4,2,2,1,2,1,2,2,1,1,2,1,2,1,2.0,2.0,2.0,3.4,2,2,23.0,1.0,2,2.0,2.0,17,2.0,4.0,6.0
4,2,2,1,2,1,1.0,97.0,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,1.0,1.0,1.0,3.0,2,3,29.0,1.0,1,2.0,1.0,13,2.0,3.0,2.0
198,2,2,1,1,1,1.0,1.0,2,2,1,1,1,1,1,3,2,2,2,2,2,2,1,1,2,2,2,2,1,1,3,1,1,1.0,1.0,1.0,3.2,2,3,24.0,1.0,2,2.0,1.0,0,2.0,2.0,6.0
75,3,3,1,2,1,1.0,1.0,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,2,1,1,2,97,4,1,3.0,4.0,99.0,2.2,1,2,20.0,1.0,1,2.0,1.0,14,3.0,2.0,1.0
10,1,2,1,1,1,1.0,1.0,1,1,1,1,2,2,2,2,2,2,2,4,1,2,2,3,2,98,2,1,1,2,3,2,1,1.0,1.0,4.0,2.8,2,2,56.0,3.0,2,3.0,2.0,11,1.0,2.0,1.0
43,4,2,98,98,2,2.0,2.0,2,1,1,1,2,1,2,98,3,2,98,2,98,98,98,98,98,98,98,98,1,1,3,2,1,2.0,2.0,2.0,0.0,99,99,38.0,2.0,2,1.0,1.0,1,3.0,1.0,2.0
78,2,3,1,2,1,1.0,2.0,2,2,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,3,1,3.0,3.0,3.0,2.0,1,3,38.0,2.0,1,2.0,1.0,5,3.0,1.0,1.0
18,2,1,1,2,1,1.0,2.0,1,1,1,1,1,1,2,1,2,2,2,4,1,1,2,2,3,2,98,1,1,1,3,1,1,1.0,1.0,1.0,3.2,2,99,30.0,2.0,2,1.0,1.0,16,1.0,4.0,1.0
125,2,2,1,1,1,1.0,2.0,1,2,1,1,1,2,2,98,1,98,98,2,1,1,1,1,1,1,2,1,1,1,5,1,1,2.0,2.0,2.0,4.0,3,2,25.0,1.0,1,1.0,1.0,5,3.0,1.0,2.0
40,1,1,1,2,1,97.0,97.0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1.0,1.0,1.0,4.0,3,1,32.0,2.0,2,2.0,2.0,5,2.0,2.0,6.0
47,2,2,1,1,1,1.0,2.0,2,1,1,1,2,1,1,1,2,1,2,2,1,1,2,2,2,2,1,1,1,2,3,1,1,1.0,1.0,1.0,3.4,2,1,69.0,3.0,2,2.0,1.0,18,3.0,4.0,6.0
191,2,1,1,1,1,1.0,2.0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1.0,1.0,1.0,4.0,3,1,24.0,1.0,1,2.0,1.0,9,1.0,3.0,4.0
140,3,2,1,2,1,1.0,2.0,1,1,1,1,1,1,2,2,3,1,2,2,1,3,3,3,1,3,3,1,1,1,3,2,1,5.0,4.0,3.0,2.6,2,2,18.0,1.0,1,2.0,1.0,5,3.0,1.0,6.0
71,1,1,1,2,1,1.0,1.0,1,2,1,2,2,1,4,2,3,2,4,4,2,2,2,2,2,3,1,1,1,2,3,2,1,1.0,3.0,3.0,3.0,2,1,19.0,1.0,2,2.0,2.0,14,2.0,3.0,6.0
81,3,3,1,2,1,1.0,97.0,2,2,1,1,1,1,4,3,1,1,3,4,2,1,3,3,3,1,1,1,1,1,3,1,1,1.0,1.0,3.0,2.4,1,1,15.0,1.0,2,2.0,2.0,1,2.0,1.0,6.0
20,2,1,1,2,2,2.0,97.0,1,1,2,1,1,1,2,2,3,1,1,3,1,2,2,3,3,3,2,1,1,1,3,1,1,1.0,1.0,1.0,2.6,2,2,29.0,1.0,2,2.0,2.0,14,2.0,4.0,1.0
150,2,2,1,2,1,1.0,97.0,2,2,1,1,2,2,3,2,3,3,3,4,2,2,2,2,3,3,1,1,1,98,3,3,1,1.0,1.0,2.0,2.8,2,1,26.0,1.0,1,2.0,1.0,1,1.0,3.0,1.0
36,2,2,1,2,1,1.0,97.0,1,2,2,1,2,2,3,2,2,2,2,3,2,3,2,3,2,1,2,1,1,1,2,1,1,1.0,1.0,99.0,2.6,2,2,24.0,1.0,1,2.0,1.0,1,1.0,2.0,1.0
69,2,2,1,1,1,1.0,2.0,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,1,1,1.0,3.0,3.0,3.0,2,1,24.0,1.0,2,3.0,2.0,10,2.0,4.0,1.0
16,2,2,1,1,1,1.0,97.0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,1,1,1,3,3,1,1,1.0,1.0,1.0,3.6,3,1,29.0,1.0,2,2.0,1.0,17,1.0,4.0,5.0
72,2,1,1,2,2,2.0,97.0,2,1,2,1,2,2,2,3,3,2,2,3,2,2,2,3,2,3,3,2,2,2,3,2,1,1.0,1.0,1.0,2.6,2,4,16.0,1.0,2,1.0,2.0,9,1.0,2.0,6.0
37,3,2,1,1,1,1.0,97.0,1,1,1,1,98,1,1,4,1,2,98,98,2,1,98,98,1,1,1,1,1,1,3,1,1,1.0,1.0,1.0,3.0,2,1,16.0,1.0,2,1.0,1.0,1,3.0,1.0,6.0
26,4,4,2,2,2,97.0,97.0,2,2,1,1,1,1,1,98,3,2,2,2,98,98,2,2,98,98,2,1,1,1,2,2,1,1.0,2.0,1.0,0.0,99,2,72.0,3.0,2,1.0,1.0,13,2.0,3.0,6.0
12,2,2,1,2,1,1.0,1.0,1,1,1,1,1,1,3,2,2,2,2,3,3,4,3,3,3,3,2,1,1,1,1,3,1,1.0,1.0,1.0,2.0,1,2,49.0,2.0,1,3.0,2.0,15,2.0,4.0,2.0
187,2,3,1,2,1,1.0,97.0,1,1,2,1,1,1,3,2,2,1,1,1,2,2,1,3,3,98,1,1,1,1,3,1,1,1.0,4.0,1.0,2.8,2,1,20.0,1.0,2,2.0,1.0,5,1.0,1.0,2.0
144,2,2,1,2,1,1.0,2.0,1,1,2,2,1,1,1,1,2,2,1,3,1,1,2,2,2,2,2,1,1,2,3,1,1,1.0,1.0,1.0,3.4,2,2,29.0,1.0,1,2.0,1.0,17,2.0,4.0,1.0
40,2,2,1,2,1,1.0,2.0,1,1,2,2,1,1,2,2,2,2,2,3,2,2,2,2,2,1,2,1,1,1,3,2,1,2.0,1.0,2.0,3.0,2,2,33.0,2.0,1,2.0,2.0,5,2.0,2.0,1.0
57,1,1,1,1,1,1.0,2.0,1,1,1,1,1,1,2,2,2,2,3,3,1,1,2,2,2,2,1,1,1,1,3,1,1,1.0,3.0,1.0,3.2,2,1,26.0,1.0,1,3.0,1.0,4,1.0,3.0,1.0
106,2,3,1,2,1,1.0,2.0,2,1,1,1,1,1,2,2,3,98,2,2,1,1,4,1,98,98,3,1,1,1,4,1,1,1.0,2.0,1.0,3.0,2,2,25.0,1.0,2,3.0,1.0,1,,1.0,6.0
131,4,2,1,2,1,2.0,2.0,1,2,1,1,2,1,3,2,1,2,2,2,2,1,1,2,3,3,1,1,1,1,3,2,1,2.0,1.0,1.0,3.2,2,1,30.0,2.0,2,1.0,1.0,13,3.0,3.0,5.0
76,2,1,1,2,1,1.0,1.0,1,1,1,1,1,1,4,1,2,1,1,2,2,2,2,2,1,98,1,1,1,1,3,2,1,99.0,3.0,3.0,3.4,2,1,18.0,1.0,2,2.0,2.0,14,1.0,3.0,3.0
11,2,2,1,1,1,2.0,2.0,2,2,1,1,1,1,1,2,2,1,2,4,2,1,1,2,2,2,2,1,1,1,3,2,1,1.0,1.0,1.0,3.4,2,2,18.0,1.0,2,2.0,1.0,12,1.0,2.0,6.0
24,3,3,1,2,2,1.0,97.0,1,1,1,1,1,1,4,2,4,2,2,3,2,2,2,2,3,3,1,1,1,1,3,2,1,1.0,3.0,3.0,2.8,2,1,23.0,1.0,2,2.0,2.0,16,3.0,4.0,1.0
