var,val,idx
BLV_SCRELIG,13198,1.0
BLV_SCRELIG,23604,2.0
BLV_SCRELIG,5663,97.0
BLV_SCRELIG,1206,98.0
BLV_SCRELIG,190,99.0
SC_DISRELIG,43854,1.0
SC_DISRELIG,67041,2.0
SC_DISRELIG,17023,98.0
SC_DISRELIG,599,99.0
RELIG,129720,1.0
RELIG,11204,2.0
RELIG,3627,99.0
